DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-18.33.19, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.267005ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_175, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorMaterial.uasset, FlushAsyncLoading=0.011917ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.091378ms, TagPackageExports=0.453565ms, BeginCacheForCookedPlatformData=0.005960ms, SerializeImports=0.614796ms, GatherLocalizableTextData=0.005629ms, MarkNames=0.005960ms, SerializeSummary=0.011589ms, SerializeNames=0.081111ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.020526ms, SortExportsNonSeekfree=0.010595ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.820726ms, SortExportsSeekfree=0.005297ms, BuildDependencyMap=0.009932ms, SerializeImportMap=0.037082ms, SerializeExportMap=0.004303ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016883ms, SerializeExports=1.005132ms, SerializeBulkData=0.018537ms, AsyncWrite=0.219498ms, UnaccountedTime=0.147328ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_176, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_ColorOnly.uasset, FlushAsyncLoading=0.016551ms, FlushStreamingFunc=0.005297ms, BlockTillAllRequestsFinished=0.004306ms, ResetLoadersForSaveUnMarkAllObjects=0.103623ms, TagPackageExports=0.181429ms, BeginCacheForCookedPlatformData=0.006951ms, SerializeImports=0.195995ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.004638ms, SerializeSummary=0.010259ms, SerializeNames=0.047676ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.017218ms, SortExportsNonSeekfree=0.010259ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.935607ms, SortExportsSeekfree=0.004966ms, BuildDependencyMap=0.008937ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002652ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012584ms, SerializeExports=0.220820ms, SerializeBulkData=0.009604ms, AsyncWrite=0.067867ms, UnaccountedTime=0.086740ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_177, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_AlphaAsColor.uasset, FlushAsyncLoading=0.012252ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.073168ms, TagPackageExports=0.138387ms, BeginCacheForCookedPlatformData=0.005960ms, SerializeImports=0.209235ms, GatherLocalizableTextData=0.004306ms, MarkNames=0.004303ms, SerializeSummary=0.009600ms, SerializeNames=0.047345ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.016224ms, SortExportsNonSeekfree=0.010263ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=0.455886ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.008609ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013575ms, SerializeExports=0.213210ms, SerializeBulkData=0.009600ms, AsyncWrite=0.170168ms, UnaccountedTime=0.088729ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_178, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_RedOnly.uasset, FlushAsyncLoading=0.010926ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.091709ms, TagPackageExports=0.137396ms, BeginCacheForCookedPlatformData=0.004962ms, SerializeImports=0.175469ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.009932ms, SerializeNames=0.077140ms, SerializeGatherableTextData=0.003643ms, BuildExportMap=0.018209ms, SortExportsNonSeekfree=0.009600ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=1.510345ms, SortExportsSeekfree=0.009600ms, BuildDependencyMap=0.010263ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017546ms, SerializeExports=0.218838ms, SerializeBulkData=0.010595ms, AsyncWrite=0.120841ms, UnaccountedTime=0.091705ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_179, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_GreenOnly.uasset, FlushAsyncLoading=0.015561ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.084091ms, TagPackageExports=0.142030ms, BeginCacheForCookedPlatformData=0.005297ms, SerializeImports=0.168845ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.007946ms, SerializeNames=0.045028ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.015888ms, SortExportsNonSeekfree=0.009935ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=0.404902ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.364508ms, SerializeBulkData=0.012249ms, AsyncWrite=0.085749ms, UnaccountedTime=0.085745ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_180, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/VertexColorViewMode_BlueOnly.uasset, FlushAsyncLoading=0.012580ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.075482ms, TagPackageExports=0.138387ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.168182ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003971ms, SerializeSummary=0.008278ms, SerializeNames=0.045687ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.016224ms, SortExportsNonSeekfree=0.009600ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.407878ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.211883ms, SerializeBulkData=0.009604ms, AsyncWrite=0.064887ms, UnaccountedTime=0.077471ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_181, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/BoneWeightMaterial.uasset, FlushAsyncLoading=0.012580ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.093032ms, TagPackageExports=1.840085ms, BeginCacheForCookedPlatformData=0.997186ms, SerializeImports=1.751691ms, GatherLocalizableTextData=0.010595ms, MarkNames=0.007287ms, SerializeSummary=0.011917ms, SerializeNames=0.718422ms, SerializeGatherableTextData=0.013243ms, BuildExportMap=0.038736ms, SortExportsNonSeekfree=0.014897ms, SortExportsSeekfreeConstructor=0.011586ms, SortExportsSeekfreeInner=2.661474ms, SortExportsSeekfree=0.010595ms, BuildDependencyMap=0.014234ms, SerializeImportMap=0.004634ms, SerializeExportMap=0.003975ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020858ms, SerializeExports=1.891404ms, SerializeBulkData=0.027478ms, AsyncWrite=0.218175ms, UnaccountedTime=0.201952ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_266, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__0CF773674540940F3B26ED33054647E44CAC1F0D, StartTime=2015.11.29-18.33.30, HierarchicalDDC, Duration=0.013240ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_182, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/HeatmapGradient.uasset, FlushAsyncLoading=0.010926ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.100978ms, TagPackageExports=0.079788ms, BeginCacheForCookedPlatformData=0.039395ms, SerializeImports=0.142694ms, GatherLocalizableTextData=0.004634ms, MarkNames=0.004634ms, SerializeSummary=0.010595ms, SerializeNames=0.018209ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.012580ms, SortExportsNonSeekfree=0.004638ms, SortExportsSeekfreeConstructor=0.010923ms, SortExportsSeekfreeInner=0.990562ms, SortExportsSeekfree=0.007946ms, BuildDependencyMap=0.010263ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017878ms, SerializeExports=0.068203ms, SerializeBulkData=0.012580ms, AsyncWrite=0.073165ms, UnaccountedTime=0.161562ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_267, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__0CF773674540940F3B26ED33054647E44CAC1F0D, StartTime=2015.11.29-18.33.30, HierarchicalDDC, DataSize=1909 bytes, Retrieved=true, Duration=0.147656ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_268, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__C63D40BDCBDD34BF7686F4DE7E8E3F79E3975346, StartTime=2015.11.29-18.33.30, HierarchicalDDC, DataSize=2307 bytes, Retrieved=true, Duration=0.045355ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_269, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__51E0BAA5DE2C6204E477108FEF679A79290291B4, StartTime=2015.11.29-18.33.30, HierarchicalDDC, DataSize=1283 bytes, Retrieved=true, Duration=0.042375ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_270, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_300F91D746B84377794E1FA74622CC3__377AF1476D1F084F5702571C4DF930106762A4A4, StartTime=2015.11.29-18.33.30, HierarchicalDDC, DataSize=771 bytes, Retrieved=true, Duration=0.032444ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_183, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/PhAT_JointLimitMaterial.uasset, FlushAsyncLoading=0.016551ms, FlushStreamingFunc=0.006292ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.129778ms, TagPackageExports=0.148650ms, BeginCacheForCookedPlatformData=0.006955ms, SerializeImports=0.343651ms, GatherLocalizableTextData=0.004303ms, MarkNames=0.005297ms, SerializeSummary=0.010591ms, SerializeNames=0.059262ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.042707ms, SortExportsNonSeekfree=0.023838ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.496607ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.011258ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.003640ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018209ms, SerializeExports=0.210561ms, SerializeBulkData=0.009932ms, AsyncWrite=0.086408ms, UnaccountedTime=0.140704ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_184, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/PreviewShadowIndicatorMaterial.uasset, FlushAsyncLoading=0.011917ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.083759ms, TagPackageExports=0.201289ms, BeginCacheForCookedPlatformData=0.006292ms, SerializeImports=0.236053ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.004634ms, SerializeSummary=0.009269ms, SerializeNames=0.064559ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.022843ms, SortExportsNonSeekfree=0.010926ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.731003ms, SortExportsSeekfree=0.006624ms, BuildDependencyMap=0.010259ms, SerializeImportMap=0.004634ms, SerializeExportMap=0.003643ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016224ms, SerializeExports=1.338515ms, SerializeBulkData=0.020858ms, AsyncWrite=0.146996ms, UnaccountedTime=0.149641ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_271, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_EFCCE016429008D9D6575CB3A2DF598__39BAC2122003850C17C596FDCC86C3D212DE5A4A, StartTime=2015.11.29-18.33.30, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_185, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/PreviewShadowIndicator.uasset, FlushAsyncLoading=0.031449ms, FlushStreamingFunc=0.004306ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.101637ms, TagPackageExports=0.088397ms, BeginCacheForCookedPlatformData=0.039067ms, SerializeImports=0.081774ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.003975ms, SerializeSummary=0.010595ms, SerializeNames=0.018209ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.161231ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007287ms, SerializeImportMap=0.012249ms, SerializeExportMap=0.003643ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013903ms, SerializeExports=0.054628ms, SerializeBulkData=0.639960ms, AsyncWrite=0.756823ms, UnaccountedTime=0.322796ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_272, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_EFCCE016429008D9D6575CB3A2DF598__39BAC2122003850C17C596FDCC86C3D212DE5A4A, StartTime=2015.11.29-18.33.30, HierarchicalDDC, DataSize=23251 bytes, Retrieved=true, Duration=0.153948ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_273, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_EFCCE016429008D9D6575CB3A2DF598__16171D0A279E1163332B683EBEBC3BC1F3E98016, StartTime=2015.11.29-18.33.30, HierarchicalDDC, DataSize=1048837 bytes, Retrieved=true, Duration=2.338681ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_274, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_EFCCE016429008D9D6575CB3A2DF598__C4821DF4BD82BD0E3E860F170714F74BB99AF852, StartTime=2015.11.29-18.33.30, HierarchicalDDC, DataSize=262405 bytes, Retrieved=true, Duration=5.648389ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_275, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_EFCCE016429008D9D6575CB3A2DF598__77E8DEFEC5BF83A9B1B48AF3C7ACE93859F616D2, StartTime=2015.11.29-18.33.30, HierarchicalDDC, DataSize=65797 bytes, Retrieved=true, Duration=0.185069ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_186, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/EditorBrushMaterial.uasset, FlushAsyncLoading=0.013903ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.104290ms, TagPackageExports=0.126138ms, BeginCacheForCookedPlatformData=0.005960ms, SerializeImports=0.154611ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.006292ms, SerializeSummary=0.009932ms, SerializeNames=0.050321ms, SerializeGatherableTextData=0.002321ms, BuildExportMap=0.017215ms, SortExportsNonSeekfree=0.010591ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.589967ms, SortExportsSeekfree=0.004634ms, BuildDependencyMap=0.008609ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016224ms, SerializeExports=0.294324ms, SerializeBulkData=0.010923ms, AsyncWrite=0.096340ms, UnaccountedTime=0.122167ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_187, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/ColorCalibrator/SM_ColorCalibrator.uasset, FlushAsyncLoading=0.011254ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.177450ms, TagPackageExports=0.050984ms, BeginCacheForCookedPlatformData=0.003640ms, SerializeImports=1.371294ms, GatherLocalizableTextData=0.008278ms, MarkNames=0.008605ms, SerializeSummary=0.010595ms, SerializeNames=0.041384ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.071846ms, SortExportsNonSeekfree=0.008605ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.671077ms, SortExportsSeekfree=0.004306ms, BuildDependencyMap=0.013903ms, SerializeImportMap=0.007614ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019532ms, SerializeExports=0.952821ms, SerializeBulkData=0.026815ms, AsyncWrite=1.123983ms, UnaccountedTime=0.178117ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_188, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/ColorCalibrator/M_ChromeBall.uasset, FlushAsyncLoading=0.013571ms, FlushStreamingFunc=0.004638ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.146996ms, TagPackageExports=0.360865ms, BeginCacheForCookedPlatformData=0.007283ms, SerializeImports=0.385698ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.004306ms, SerializeSummary=0.009600ms, SerializeNames=0.062242ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.011586ms, SortExportsNonSeekfree=0.026487ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.816420ms, SortExportsSeekfree=0.005629ms, BuildDependencyMap=0.009600ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.003308ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017878ms, SerializeExports=0.593610ms, SerializeBulkData=0.013575ms, AsyncWrite=0.258565ms, UnaccountedTime=0.129119ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_189, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/ColorCalibrator/M_ClearCoat.uasset, FlushAsyncLoading=0.011586ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.135079ms, TagPackageExports=0.243004ms, BeginCacheForCookedPlatformData=0.005297ms, SerializeImports=0.314187ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.003975ms, SerializeSummary=0.008609ms, SerializeNames=0.054292ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.012252ms, SortExportsNonSeekfree=0.043038ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.575401ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.009272ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014566ms, SerializeExports=0.421122ms, SerializeBulkData=0.010595ms, AsyncWrite=0.082105ms, UnaccountedTime=0.122495ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_190, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002977ms, ResetLoadersForSaveUnMarkAllObjects=0.146665ms, TagPackageExports=0.285715ms, BeginCacheForCookedPlatformData=0.006292ms, SerializeImports=0.327427ms, GatherLocalizableTextData=0.004634ms, MarkNames=0.005960ms, SerializeSummary=0.008941ms, SerializeNames=0.049327ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.011589ms, SortExportsNonSeekfree=0.013907ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.513822ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.002977ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017874ms, SerializeExports=0.362523ms, SerializeBulkData=0.009604ms, AsyncWrite=0.079125ms, UnaccountedTime=0.129782ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
SavePackageTransactionIdEF83DB90466C8B1E3633ACBDD8EDE5A2_191, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/ColorCalibrator/M_ColorGrid.uasset, FlushAsyncLoading=0.010926ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.128787ms, TagPackageExports=0.340011ms, BeginCacheForCookedPlatformData=0.005625ms, SerializeImports=0.520110ms, GatherLocalizableTextData=0.005297ms, MarkNames=0.005629ms, SerializeSummary=0.010263ms, SerializeNames=0.073500ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.023175ms, SortExportsNonSeekfree=0.017215ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.758480ms, SortExportsSeekfree=0.003975ms, BuildDependencyMap=0.010595ms, SerializeImportMap=0.003971ms, SerializeExportMap=0.003643ms, SerializeDependencyMap=0.123490ms, SerializeStringAssetReferenceMap=0.002980ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019204ms, SerializeExports=0.737954ms, SerializeBulkData=0.016224ms, AsyncWrite=0.104617ms, UnaccountedTime=0.135407ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
DDCTransactionId6EF0D3BE41B676A3C92E4BBF3A22FA64_276, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A5E28525480F8268BF36ABA7EBDFC__BBE6AC1ADE65EE988161E1412C57E3F88174E6E2, StartTime=2015.11.29-18.33.30, HierarchicalDDC, Duration=0.010591ms, RunGuid=RunID853ADF0E42265E2B0DF2E78144A6A72E
