DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.20-16.17.08, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.520773ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_183, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Geometry/Meshes/1M_Cube_Chamfer.uasset, FlushAsyncLoading=0.011254ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.156596ms, TagPackageExports=0.048336ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.065882ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.008941ms, SerializeNames=0.030126ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.017550ms, SortExportsNonSeekfree=0.007283ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=0.613146ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014238ms, SerializeExports=0.062570ms, SerializeBulkData=0.008609ms, AsyncWrite=0.058267ms, UnaccountedTime=0.075813ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_216, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_8F__FD93DB66786843C43455E07C0047B60A0AFA33F2, StartTime=2015.11.20-16.17.27, HierarchicalDDC, DataSize=1817 bytes, Retrieved=true, Duration=0.104621ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_217, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_86B743CE46BEC7BF68209087B83478B__634FD84F81F548B399FA71EE019BE3859D4C1F20, StartTime=2015.11.20-16.17.27, HierarchicalDDC, DataSize=1722 bytes, Retrieved=true, Duration=0.074822ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_218, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_86B743CE46BEC7BF6__72513EFDF8BF0C26817E8788025CDD710D14D01A, StartTime=2015.11.20-16.17.27, HierarchicalDDC, DataSize=829 bytes, Retrieved=true, Duration=0.061579ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Geometry/Meshes/1M_Cube.uasset, AllOfLoadPackage_Duration=1.904976ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002980ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.031121ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014897ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.954803ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_184, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Geometry/Meshes/1M_Cube.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.274457ms, TagPackageExports=0.048995ms, BeginCacheForCookedPlatformData=0.003975ms, SerializeImports=0.883628ms, GatherLocalizableTextData=0.008274ms, MarkNames=0.005960ms, SerializeSummary=0.010263ms, SerializeNames=0.032444ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.018537ms, SortExportsNonSeekfree=0.007946ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.622079ms, SortExportsSeekfree=0.004306ms, BuildDependencyMap=0.009600ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.003975ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019863ms, SerializeExports=0.058930ms, SerializeBulkData=0.008941ms, AsyncWrite=0.075486ms, UnaccountedTime=0.097666ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/UI/TimeMeter.uasset, AllOfLoadPackage_Duration=1043.560568ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.064559ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.032444ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.094023ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=11.341807ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_185, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/UI/TimeMeter.uasset, FlushAsyncLoading=0.010595ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.784967ms, TagPackageExports=2.879981ms, BeginCacheForCookedPlatformData=0.012912ms, SerializeImports=0.323787ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.017874ms, SerializeSummary=0.010595ms, SerializeNames=0.081778ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.128124ms, SortExportsNonSeekfree=0.317164ms, SortExportsSeekfreeConstructor=0.013575ms, SortExportsSeekfreeInner=1.501735ms, SortExportsSeekfree=0.006620ms, BuildDependencyMap=0.027809ms, SerializeImportMap=0.008278ms, SerializeExportMap=0.009932ms, SerializeDependencyMap=0.008609ms, SerializeStringAssetReferenceMap=0.002649ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016224ms, SerializeExports=0.150967ms, SerializeBulkData=0.009600ms, AsyncWrite=0.071842ms, UnaccountedTime=0.339348ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/UI/selector2.uasset, AllOfLoadPackage_Duration=12.573343ms, AllOfLoadPackage_HitCount=456, ResolveRedirectors_Duration=0.034753ms, ResolveRedirectors_HitCount=456, CacheForCookedPlatformData_Duration=54.888137ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.039067ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.087734ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.089053ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_219, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_74A44CC04A05BE36291511B7D985991__782007780842FD08FAD4152D52778B880899A6EE, StartTime=2015.11.20-16.17.28, HierarchicalDDC, Duration=0.106275ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_220, CachedDataProbablyExists, Parent=DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_219, StartTime=2015.11.20-16.17.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.085413ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_35, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_74A44CC04A05BE36291511B7D985991__782007780842FD08FAD4152D52778B880899A6EE, StartTime=2015.11.20-16.17.28, HierarchicalDDC, DataSize=2248 bytes, Retrieved=true, Duration=54.520317ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_36, CachedDataProbablyExists, Parent=DDCTransactionId57F9172D42B94B3CAD0342849E998548_35, StartTime=2015.11.20-16.17.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.061247ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_37, GetCachedData, Parent=DDCTransactionId57F9172D42B94B3CAD0342849E998548_35, StartTime=2015.11.20-16.17.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=54.423973ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_186, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/UI/selector2.uasset, FlushAsyncLoading=0.012584ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.129778ms, TagPackageExports=0.049990ms, BeginCacheForCookedPlatformData=0.037741ms, SerializeImports=0.118524ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.003640ms, SerializeSummary=0.009272ms, SerializeNames=0.014234ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.147656ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.048999ms, SerializeBulkData=0.007614ms, AsyncWrite=0.057604ms, UnaccountedTime=0.137728ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Mannequin/Character/Textures/UE4_Mannequin__normals.uasset, AllOfLoadPackage_Duration=8.443616ms, AllOfLoadPackage_HitCount=198, ResolveRedirectors_Duration=0.020199ms, ResolveRedirectors_HitCount=198, CacheForCookedPlatformData_Duration=38.822621ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.044364ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.097334ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=8.481689ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_221, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E___6773721C977F58677E206A77EB5EB90606B07256, StartTime=2015.11.20-16.17.28, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId5050998D4C8658B183155B8B31A04A7E_41, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E___6773721C977F58677E206A77EB5EB90606B07256, StartTime=2015.11.20-16.17.28, HierarchicalDDC, DataSize=7468 bytes, Retrieved=true, Duration=0.131104ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId04427F7B4812F5257FBB4A809403A03F_26, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E___9E48D523BD074D32C26379ECA6F407E7B68CFEF9, StartTime=2015.11.20-16.17.28, HierarchicalDDC, DataSize=1048837 bytes, Retrieved=true, Duration=7.462323ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId57F9172D42B94B3CAD0342849E998548_38, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E___28D98B9BACB0D754935FE389E58534CB52AB6BFA, StartTime=2015.11.20-16.17.28, HierarchicalDDC, DataSize=4194565 bytes, Retrieved=true, Duration=28.148916ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId04427F7B4812F5257FBB4A809403A03F_27, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E___E972E517DD60D95E1C46DFC4007337E93E155A8C, StartTime=2015.11.20-16.17.28, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=2.138052ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId04427F7B4812F5257FBB4A809403A03F_28, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E___F6B3843AA2C3552BF9BB3A9EC0F3D6FD4CAACDF1, StartTime=2015.11.20-16.17.28, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=0.430390ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId04427F7B4812F5257FBB4A809403A03F_29, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E___7C98BD541A8AEDBB90702D519DD62E0FECD22B3B, StartTime=2015.11.20-16.17.28, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.160571ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_187, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Textures/UE4_Mannequin__normals.uasset, FlushAsyncLoading=0.012249ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.004638ms, ResetLoadersForSaveUnMarkAllObjects=0.131104ms, TagPackageExports=0.048999ms, BeginCacheForCookedPlatformData=0.119518ms, SerializeImports=0.091705ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.003971ms, SerializeSummary=0.010926ms, SerializeNames=0.020526ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.158913ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.022843ms, SerializeExportMap=0.004966ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013243ms, SerializeExports=0.053629ms, SerializeBulkData=2.483361ms, AsyncWrite=3.587477ms, UnaccountedTime=0.537660ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_222, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf8B49493B__63425B8511C63DE45F521FF3048511BAFAD497B5, StartTime=2015.11.20-16.17.28, HierarchicalDDC, DataSize=145767 bytes, Retrieved=true, Duration=0.508521ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_223, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf8B49493B__09C42B72BDA1D111D402BDA32881FF9102009924, StartTime=2015.11.20-16.17.28, HierarchicalDDC, DataSize=138753 bytes, Retrieved=true, Duration=0.371460ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Defaultpparticle.uasset, AllOfLoadPackage_Duration=11.953291ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007614ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.039063ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.204269ms, SavePackageCacheForCookedPlatformData_HitCount=4, SaveCookedPackage_Duration=8.220140ms, SaveCookedPackage_HitCount=3, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_188, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Defaultpparticle.uasset, FlushAsyncLoading=0.012249ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.110246ms, TagPackageExports=0.068866ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.128787ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.009932ms, SerializeSummary=0.009932ms, SerializeNames=0.070848ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.102304ms, SortExportsNonSeekfree=0.119846ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.652537ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.013907ms, SerializeImportMap=0.004303ms, SerializeExportMap=0.005297ms, SerializeDependencyMap=0.002977ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011254ms, SerializeExports=0.067540ms, SerializeBulkData=0.007946ms, AsyncWrite=0.051316ms, UnaccountedTime=0.079457ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_224, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_730EB88C4DC52E20E2729B97E16F3__113C38F36EB224851E231FFBB12DCA68B54F672C, StartTime=2015.11.20-16.17.28, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId5050998D4C8658B183155B8B31A04A7E_42, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_730EB88C4DC52E20E2729B97E16F3__113C38F36EB224851E231FFBB12DCA68B54F672C, StartTime=2015.11.20-16.17.28, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.104621ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_189, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/OrientParticle.uasset, FlushAsyncLoading=0.006951ms, FlushStreamingFunc=0.002317ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.064891ms, TagPackageExports=0.048999ms, BeginCacheForCookedPlatformData=0.067871ms, SerializeImports=0.055287ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.002980ms, SerializeSummary=0.006292ms, SerializeNames=0.010923ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.006620ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.136398ms, SortExportsSeekfree=0.002321ms, BuildDependencyMap=0.004303ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008937ms, SerializeExports=0.047013ms, SerializeBulkData=0.007283ms, AsyncWrite=0.044696ms, UnaccountedTime=0.126470ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_190, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultParticle.uasset, FlushAsyncLoading=0.006624ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.071511ms, TagPackageExports=0.351600ms, BeginCacheForCookedPlatformData=0.005957ms, SerializeImports=0.461180ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.004303ms, SerializeSummary=0.009272ms, SerializeNames=0.057936ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.014570ms, SortExportsNonSeekfree=0.005957ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.920046ms, SortExportsSeekfree=0.006288ms, BuildDependencyMap=0.008941ms, SerializeImportMap=0.004634ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.001658ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016883ms, SerializeExports=0.875350ms, SerializeBulkData=0.011921ms, AsyncWrite=0.120509ms, UnaccountedTime=0.109252ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
../../../Engine/Content/MobileResources/HUD/VirtualJoystick_Background.uasset, AllOfLoadPackage_Duration=0.118189ms, AllOfLoadPackage_HitCount=5, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=5, CacheForCookedPlatformData_Duration=1.665615ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.041053ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.094354ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.929477ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_225, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BD2910D742B4B4778E3374B97767851__F910B2E0445BFA5900D0CD3EC9C80B5608789FD4, StartTime=2015.11.20-16.17.28, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId04427F7B4812F5257FBB4A809403A03F_30, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BD2910D742B4B4778E3374B97767851__F910B2E0445BFA5900D0CD3EC9C80B5608789FD4, StartTime=2015.11.20-16.17.28, HierarchicalDDC, DataSize=262456 bytes, Retrieved=true, Duration=0.586323ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
SavePackageTransactionId4E7E7BFE47D5DD8DF4E7A7AC26CCD147_191, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/VirtualJoystick_Background.uasset, FlushAsyncLoading=0.014901ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.118520ms, TagPackageExports=0.049327ms, BeginCacheForCookedPlatformData=0.037745ms, SerializeImports=0.054624ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004306ms, SerializeSummary=0.011254ms, SerializeNames=0.019204ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.146005ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.085749ms, SerializeBulkData=0.008937ms, AsyncWrite=0.087403ms, UnaccountedTime=0.152294ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
../../../Engine/Content/MobileResources/HUD/MobileHUDDirectionPad.uasset, AllOfLoadPackage_Duration=22.777963ms, AllOfLoadPackage_HitCount=7, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=7, CacheForCookedPlatformData_Duration=0.821389ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.036087ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.081442ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.464820ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionIdB0F7CE944FD1D9DC95341BA6B2FD2A0F_226, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F3B1DD44FE006226A690596DBDDE__A8F0AA4345DA63B02C5E76E8CDD15A76D906C9DE, StartTime=2015.11.20-16.17.28, HierarchicalDDC, Duration=0.018541ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId5050998D4C8658B183155B8B31A04A7E_43, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F3B1DD44FE006226A690596DBDDE__A8F0AA4345DA63B02C5E76E8CDD15A76D906C9DE, StartTime=2015.11.20-16.17.28, HierarchicalDDC, DataSize=6309 bytes, Retrieved=true, Duration=0.140376ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
DDCTransactionId04427F7B4812F5257FBB4A809403A03F_31, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F3B1DD44FE006226A690596DBDDE__124F7D8D2718E263E1691CDD9F88C4222659C194, StartTime=2015.11.20-16.17.28, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.143353ms, RunGuid=RunIDB451C73D488E6110768141AF6FCDFBBA
