DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.07-10.38.41, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.623073ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId3B430D3844D3F118E19ACBBED1BC0590_35, CachedDataProbablyExists, Parent=DDCTransactionId3B430D3844D3F118E19ACBBED1BC0590_34, StartTime=2015.11.07-10.40.15, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.140373ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
SavePackageTransactionIdBDC7D5EA4ABFCCEAEB35A7946993D862_209, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Materials/HealthGone.uasset, FlushAsyncLoading=0.013243ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.295974ms, TagPackageExports=0.610165ms, BeginCacheForCookedPlatformData=0.007283ms, SerializeImports=0.595264ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.003975ms, SerializeSummary=0.010595ms, SerializeNames=0.051316ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.012249ms, SortExportsNonSeekfree=0.006292ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=0.874691ms, SortExportsSeekfree=0.004634ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018209ms, SerializeExports=1.023006ms, SerializeBulkData=0.023507ms, AsyncWrite=0.132758ms, UnaccountedTime=0.100978ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_SoftMetal_UE4.uasset, AllOfLoadPackage_Duration=0.057939ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.009932ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.249956ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014897ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.244655ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
SavePackageTransactionIdBDC7D5EA4ABFCCEAEB35A7946993D862_210, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_SoftMetal_UE4.uasset, FlushAsyncLoading=0.011917ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.132427ms, TagPackageExports=0.079457ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.137065ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.008605ms, SerializeSummary=0.009272ms, SerializeNames=0.056282ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.082105ms, SortExportsNonSeekfree=0.085417ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=0.437677ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.012584ms, SerializeImportMap=0.003971ms, SerializeExportMap=0.003975ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012908ms, SerializeExports=0.074822ms, SerializeBulkData=0.008278ms, AsyncWrite=0.053633ms, UnaccountedTime=0.075154ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
../../../Engine/Content/MobileResources/HUD/T_Castle_ThumbstickOutter.uasset, AllOfLoadPackage_Duration=41.735709ms, AllOfLoadPackage_HitCount=4, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=4, CacheForCookedPlatformData_Duration=0.480052ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.036087ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.071842ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.686472ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_212, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9F5B2DF1453DB1272733529F5E95869__4EB2A0ED4F34B3CC6C624508CD3BBE64BBA526A0, StartTime=2015.11.07-10.40.16, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId3B430D3844D3F118E19ACBBED1BC0590_36, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9F5B2DF1453DB1272733529F5E95869__4EB2A0ED4F34B3CC6C624508CD3BBE64BBA526A0, StartTime=2015.11.07-10.40.16, HierarchicalDDC, DataSize=65848 bytes, Retrieved=true, Duration=0.174806ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
SavePackageTransactionIdBDC7D5EA4ABFCCEAEB35A7946993D862_211, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/T_Castle_ThumbstickOutter.uasset, FlushAsyncLoading=0.020195ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.098988ms, TagPackageExports=0.046019ms, BeginCacheForCookedPlatformData=0.033770ms, SerializeImports=0.051647ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.008605ms, SerializeNames=0.016887ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.145338ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009935ms, SerializeExports=0.053301ms, SerializeBulkData=0.008278ms, AsyncWrite=0.059921ms, UnaccountedTime=0.134416ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
../../../Engine/Content/MobileResources/HUD/MobileHUDDirectionPad2.uasset, AllOfLoadPackage_Duration=238.130514ms, AllOfLoadPackage_HitCount=514, ResolveRedirectors_Duration=0.033438ms, ResolveRedirectors_HitCount=514, CacheForCookedPlatformData_Duration=56.249499ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.047676ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.080451ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=5.171314ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_213, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__536E815204A7A55A1C3DC28912842A9998DC951D, StartTime=2015.11.07-10.40.16, HierarchicalDDC, Duration=0.010923ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionIdEA1CEA1E485528E306635ABFCDD5DDD7_36, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__536E815204A7A55A1C3DC28912842A9998DC951D, StartTime=2015.11.07-10.40.16, HierarchicalDDC, DataSize=3883 bytes, Retrieved=true, Duration=53.347340ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId01F7CA4A489356DB1301C5805D35A636_47, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__E711B9F5E3FE93BF616817FF2150AFFDB1723C2E, StartTime=2015.11.07-10.40.16, HierarchicalDDC, DataSize=8454 bytes, Retrieved=true, Duration=0.081446ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId3B430D3844D3F118E19ACBBED1BC0590_37, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__A885F07B0952CD16CE13DADC3D75FAA72804CE9A, StartTime=2015.11.07-10.40.16, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.527393ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
SavePackageTransactionIdBDC7D5EA4ABFCCEAEB35A7946993D862_212, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDDirectionPad2.uasset, FlushAsyncLoading=0.019867ms, FlushStreamingFunc=0.005625ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.129778ms, TagPackageExports=0.046350ms, BeginCacheForCookedPlatformData=0.034761ms, SerializeImports=0.055619ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.010263ms, SerializeNames=0.017878ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.011254ms, SortExportsSeekfreeInner=0.159908ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.026815ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011917ms, SerializeExports=0.057276ms, SerializeBulkData=0.007946ms, AsyncWrite=0.083432ms, UnaccountedTime=0.153948ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Character/Mesh/SK_Mannequin.uasset, AllOfLoadPackage_Duration=0.054296ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004966ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.039399ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.017546ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=8.039046ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
SavePackageTransactionIdBDC7D5EA4ABFCCEAEB35A7946993D862_213, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Mesh/SK_Mannequin.uasset, FlushAsyncLoading=0.021521ms, FlushStreamingFunc=0.005957ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.240356ms, TagPackageExports=0.130113ms, BeginCacheForCookedPlatformData=0.003971ms, SerializeImports=0.146996ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.007614ms, SerializeSummary=0.010263ms, SerializeNames=0.097666ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.025492ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.762124ms, SortExportsSeekfree=0.006288ms, BuildDependencyMap=0.009604ms, SerializeImportMap=0.007614ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019863ms, SerializeExports=1.913257ms, SerializeBulkData=0.031780ms, AsyncWrite=1.155105ms, UnaccountedTime=0.482369ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Rubber_Blue_01_N.uasset, AllOfLoadPackage_Duration=109.643918ms, AllOfLoadPackage_HitCount=2475, ResolveRedirectors_Duration=0.216216ms, ResolveRedirectors_HitCount=2475, CacheForCookedPlatformData_Duration=354.167365ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.038732ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.078794ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=358.687133ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_214, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___CF70F1551B9B3BAA91EF94E1C1B6B6F013D72556, StartTime=2015.11.07-10.40.16, HierarchicalDDC, Duration=0.013575ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionIdEA1CEA1E485528E306635ABFCDD5DDD7_37, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___CF70F1551B9B3BAA91EF94E1C1B6B6F013D72556, StartTime=2015.11.07-10.40.16, HierarchicalDDC, DataSize=6882 bytes, Retrieved=true, Duration=0.131767ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId01F7CA4A489356DB1301C5805D35A636_48, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___E4261310C6827BE0699E0E38E182C3B841FFD2EB, StartTime=2015.11.07-10.40.16, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=171.575836ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId3B430D3844D3F118E19ACBBED1BC0590_38, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___8840DF5883E6EC5500D3350FB12B05898FBAE0C5, StartTime=2015.11.07-10.40.16, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=251.002899ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId01F7CA4A489356DB1301C5805D35A636_49, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___656A5593B9A79465290398ABD19F32BF841D32E1, StartTime=2015.11.07-10.40.16, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=182.037323ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
SavePackageTransactionIdBDC7D5EA4ABFCCEAEB35A7946993D862_214, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Rubber_Blue_01_N.uasset, FlushAsyncLoading=0.071511ms, FlushStreamingFunc=0.005297ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.203606ms, TagPackageExports=0.104949ms, BeginCacheForCookedPlatformData=0.035755ms, SerializeImports=0.056613ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004966ms, SerializeSummary=0.009600ms, SerializeNames=0.020526ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.240691ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.012580ms, SerializeImportMap=0.009932ms, SerializeExportMap=0.004634ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.002649ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.043370ms, SerializeExports=0.063896ms, SerializeBulkData=0.205927ms, AsyncWrite=1.223307ms, UnaccountedTime=0.191357ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
../../../Engine/Content/MobileResources/HUD/MobileHUDDirectionPad3.uasset, AllOfLoadPackage_Duration=249.503855ms, AllOfLoadPackage_HitCount=4245, ResolveRedirectors_Duration=0.298943ms, ResolveRedirectors_HitCount=4245, CacheForCookedPlatformData_Duration=471.102700ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.041712ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.075158ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.637805ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_215, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C9D41DBE4C754F8B430E7DBADCD48__12CC74A7FD084DC5C96ADD95B3C1B5D07F3EA75C, StartTime=2015.11.07-10.40.17, HierarchicalDDC, Duration=0.016224ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId01F7CA4A489356DB1301C5805D35A636_50, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C9D41DBE4C754F8B430E7DBADCD48__12CC74A7FD084DC5C96ADD95B3C1B5D07F3EA75C, StartTime=2015.11.07-10.40.17, HierarchicalDDC, DataSize=3883 bytes, Retrieved=true, Duration=470.608734ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionIdEA1CEA1E485528E306635ABFCDD5DDD7_38, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C9D41DBE4C754F8B430E7DBADCD48__449C61C38D35E6152D40F0C16F230ECC2E23BCF8, StartTime=2015.11.07-10.40.17, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.175137ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId3B430D3844D3F118E19ACBBED1BC0590_39, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C9D41DBE4C754F8B430E7DBADCD48__B606B2F565A5A77F7F06349C41A955A7AAC7CE53, StartTime=2015.11.07-10.40.17, HierarchicalDDC, DataSize=8454 bytes, Retrieved=true, Duration=0.073496ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
SavePackageTransactionIdBDC7D5EA4ABFCCEAEB35A7946993D862_215, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDDirectionPad3.uasset, FlushAsyncLoading=0.044033ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.134416ms, TagPackageExports=0.049662ms, BeginCacheForCookedPlatformData=0.034098ms, SerializeImports=0.053305ms, GatherLocalizableTextData=0.002645ms, MarkNames=0.003975ms, SerializeSummary=0.010263ms, SerializeNames=0.016883ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009604ms, SortExportsSeekfreeInner=0.223801ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.002652ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012252ms, SerializeExports=0.056282ms, SerializeBulkData=0.008274ms, AsyncWrite=0.062570ms, UnaccountedTime=0.158254ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_216, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE0B01578__1C69004228138E282271750C84F5BA64469D0592, StartTime=2015.11.07-10.40.18, HierarchicalDDC, DataSize=30958 bytes, Retrieved=true, Duration=438.548553ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_217, CachedDataProbablyExists, Parent=DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_216, StartTime=2015.11.07-10.40.18, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.531696ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_218, GetCachedData, Parent=DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_216, StartTime=2015.11.07-10.40.18, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=437.959595ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_219, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE0B01578__2D3B48EC63B7CC1FE7C0D528EDE887270FC97387, StartTime=2015.11.07-10.40.18, HierarchicalDDC, DataSize=24887 bytes, Retrieved=true, Duration=213.016220ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_220, CachedDataProbablyExists, Parent=DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_219, StartTime=2015.11.07-10.40.18, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.537328ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_221, GetCachedData, Parent=DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_219, StartTime=2015.11.07-10.40.18, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=212.421295ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Materials/Health.uasset, AllOfLoadPackage_Duration=1224.504694ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.010595ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.039399ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.017546ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=11.438146ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
SavePackageTransactionIdBDC7D5EA4ABFCCEAEB35A7946993D862_216, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Materials/Health.uasset, FlushAsyncLoading=0.023175ms, FlushStreamingFunc=0.022512ms, BlockTillAllRequestsFinished=0.004634ms, ResetLoadersForSaveUnMarkAllObjects=0.708163ms, TagPackageExports=1.608342ms, BeginCacheForCookedPlatformData=0.019200ms, SerializeImports=0.183415ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.004638ms, SerializeSummary=0.014897ms, SerializeNames=0.042707ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.013575ms, SortExportsNonSeekfree=0.006951ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=1.617610ms, SortExportsSeekfree=0.008937ms, BuildDependencyMap=0.010595ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022184ms, SerializeExports=0.174806ms, SerializeBulkData=0.010263ms, AsyncWrite=0.086080ms, UnaccountedTime=0.099320ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Character/Textures/UE4_Mannequin__normals.uasset, AllOfLoadPackage_Duration=9.841416ms, AllOfLoadPackage_HitCount=265, ResolveRedirectors_Duration=0.022177ms, ResolveRedirectors_HitCount=265, CacheForCookedPlatformData_Duration=42.758383ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.042379ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.080116ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=8.926649ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId0FF637914E6F66A92D9C5D92638F91B2_222, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E___6773721C977F58677E206A77EB5EB90606B07256, StartTime=2015.11.07-10.40.18, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId01F7CA4A489356DB1301C5805D35A636_51, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E___6773721C977F58677E206A77EB5EB90606B07256, StartTime=2015.11.07-10.40.18, HierarchicalDDC, DataSize=7468 bytes, Retrieved=true, Duration=0.140704ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId3B430D3844D3F118E19ACBBED1BC0590_40, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E___28D98B9BACB0D754935FE389E58534CB52AB6BFA, StartTime=2015.11.07-10.40.18, HierarchicalDDC, DataSize=4194565 bytes, Retrieved=true, Duration=26.542894ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId3B430D3844D3F118E19ACBBED1BC0590_41, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E___9E48D523BD074D32C26379ECA6F407E7B68CFEF9, StartTime=2015.11.07-10.40.18, HierarchicalDDC, DataSize=1048837 bytes, Retrieved=true, Duration=11.146475ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
DDCTransactionId01F7CA4A489356DB1301C5805D35A636_52, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E___E972E517DD60D95E1C46DFC4007337E93E155A8C, StartTime=2015.11.07-10.40.18, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=2.301931ms, RunGuid=RunIDB24F5CB84D5702FF14AF799371A3C0C5
