DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.01-14.21.06, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.667438ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_165, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Foliage/Foliage_Using_The_Tool_Tutorial.uasset, FlushAsyncLoading=0.009604ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.068203ms, TagPackageExports=0.137392ms, BeginCacheForCookedPlatformData=0.004638ms, SerializeImports=0.130109ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005297ms, SerializeSummary=0.007614ms, SerializeNames=0.067536ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.022843ms, SortExportsNonSeekfree=0.005629ms, SortExportsSeekfreeConstructor=0.006951ms, SortExportsSeekfreeInner=0.374440ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.007287ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001658ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009932ms, SerializeExports=0.130109ms, SerializeBulkData=0.007946ms, AsyncWrite=0.060916ms, UnaccountedTime=0.072505ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_166, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Foliage/Foliage_Settings_Tutorial.uasset, FlushAsyncLoading=0.006955ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.060253ms, TagPackageExports=0.177786ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.172488ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005297ms, SerializeSummary=0.006951ms, SerializeNames=0.067867ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.022512ms, SortExportsNonSeekfree=0.004966ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.396952ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009600ms, SerializeExports=0.218175ms, SerializeBulkData=0.008609ms, AsyncWrite=0.058267ms, UnaccountedTime=0.069857ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_173, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_8F__FD93DB66786843C43455E07C0047B60A0AFA33F2, StartTime=2015.11.01-14.21.33, HierarchicalDDC, DataSize=1817 bytes, Retrieved=true, Duration=0.102963ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_174, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_86B743CE46BEC7BF68209087B83478B__634FD84F81F548B399FA71EE019BE3859D4C1F20, StartTime=2015.11.01-14.21.33, HierarchicalDDC, DataSize=1722 bytes, Retrieved=true, Duration=0.075150ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_175, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_86B743CE46BEC7BF6__72513EFDF8BF0C26817E8788025CDD710D14D01A, StartTime=2015.11.01-14.21.33, HierarchicalDDC, DataSize=829 bytes, Retrieved=true, Duration=0.064891ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_176, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufB6FF54DE__2D94A9D69B978960EDA9D9B59C0995573D190964, StartTime=2015.11.01-14.21.33, HierarchicalDDC, DataSize=140822 bytes, Retrieved=true, Duration=0.436682ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_177, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufB6FF54DE__CBEF8B89BE30CAD85EDE1B7F13D18B6A06676486, StartTime=2015.11.01-14.21.33, HierarchicalDDC, DataSize=109092 bytes, Retrieved=true, Duration=15.163015ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Geometry/Meshes/1M_Cube.uasset, AllOfLoadPackage_Duration=25.538761ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.005625ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.027478ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014234ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.100307ms, SaveCookedPackage_HitCount=1, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_167, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Geometry/Meshes/1M_Cube.uasset, FlushAsyncLoading=0.012249ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.178117ms, TagPackageExports=0.048999ms, BeginCacheForCookedPlatformData=0.013575ms, SerializeImports=0.068530ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004634ms, SerializeSummary=0.010263ms, SerializeNames=0.031453ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.017878ms, SortExportsNonSeekfree=0.007946ms, SortExportsSeekfreeConstructor=0.057276ms, SortExportsSeekfreeInner=0.652872ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.009269ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.046019ms, SerializeExports=0.061247ms, SerializeBulkData=0.008937ms, AsyncWrite=0.063565ms, UnaccountedTime=0.088066ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_178, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE00E67C0__6C28CE03A5C1E33886F013C2BED44AFCE11A3124, StartTime=2015.11.01-14.21.34, HierarchicalDDC, DataSize=514284 bytes, Retrieved=true, Duration=1.085911ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_179, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE00E67C0__19393E45F868C3F326DDBC7436BCBAA6A04B5C26, StartTime=2015.11.01-14.21.34, HierarchicalDDC, DataSize=386908 bytes, Retrieved=true, Duration=68.628548ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_180, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf8B49493B__63425B8511C63DE45F521FF3048511BAFAD497B5, StartTime=2015.11.01-14.21.34, HierarchicalDDC, DataSize=145767 bytes, Retrieved=true, Duration=0.395630ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_181, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf8B49493B__09C42B72BDA1D111D402BDA32881FF9102009924, StartTime=2015.11.01-14.21.34, HierarchicalDDC, DataSize=138753 bytes, Retrieved=true, Duration=42.228340ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_182, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE00E67C0__C08A1973F3D0A6F310BEBD500428A54AD81CE26F, StartTime=2015.11.01-14.21.34, HierarchicalDDC, DataSize=500487 bytes, Retrieved=true, Duration=1.017380ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_183, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE00E67C0__D868F222013716FCAE9C4BA9F9B54A7BED6D3F0D, StartTime=2015.11.01-14.21.34, HierarchicalDDC, DataSize=376635 bytes, Retrieved=true, Duration=0.769407ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/UI/TimeMeter.uasset, AllOfLoadPackage_Duration=896.461092ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.070188ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.060916ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.030790ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.327099ms, SavePackageCacheForCookedPlatformData_HitCount=7, SaveCookedPackage_Duration=126.015600ms, SaveCookedPackage_HitCount=6, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_168, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/UI/TimeMeter.uasset, FlushAsyncLoading=0.009269ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.113554ms, TagPackageExports=2.063889ms, BeginCacheForCookedPlatformData=0.008609ms, SerializeImports=0.259560ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.016555ms, SerializeSummary=0.009600ms, SerializeNames=0.077803ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.125144ms, SortExportsNonSeekfree=0.223141ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=1.515970ms, SortExportsSeekfree=0.005297ms, BuildDependencyMap=0.023175ms, SerializeImportMap=0.007614ms, SerializeExportMap=0.008609ms, SerializeDependencyMap=0.004966ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.119183ms, SerializeBulkData=0.008941ms, AsyncWrite=0.082765ms, UnaccountedTime=0.109255ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_169, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/MaterialLayerFunctions/MatLayerBlend_Simple.uasset, FlushAsyncLoading=0.011917ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.105280ms, TagPackageExports=0.146333ms, BeginCacheForCookedPlatformData=0.003975ms, SerializeImports=0.195663ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.005960ms, SerializeSummary=0.009600ms, SerializeNames=0.053305ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.041716ms, SortExportsNonSeekfree=0.125475ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=0.336368ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.011589ms, SerializeImportMap=0.004303ms, SerializeExportMap=0.004634ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012580ms, SerializeExports=0.265520ms, SerializeBulkData=0.011917ms, AsyncWrite=0.059593ms, UnaccountedTime=0.096671ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_170, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/MaterialLayerFunctions/MatLayerBlend_NormalBlend.uasset, FlushAsyncLoading=0.008605ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.081114ms, TagPackageExports=0.107598ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.165205ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.007287ms, SerializeSummary=0.006951ms, SerializeNames=0.066545ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.085749ms, SortExportsNonSeekfree=0.090711ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=0.357885ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.011258ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.003971ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.115544ms, SerializeBulkData=0.008278ms, AsyncWrite=0.057939ms, UnaccountedTime=104.141457ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_171, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/Utility/BlendAngleCorrectedNormals.uasset, FlushAsyncLoading=0.012580ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.083759ms, TagPackageExports=0.104621ms, BeginCacheForCookedPlatformData=0.004966ms, SerializeImports=0.170499ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.007614ms, SerializeSummary=0.008937ms, SerializeNames=0.044696ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.090051ms, SortExportsNonSeekfree=0.267506ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.358216ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.016555ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.004966ms, SerializeDependencyMap=0.003975ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011589ms, SerializeExports=0.098325ms, SerializeBulkData=0.007946ms, AsyncWrite=0.053301ms, UnaccountedTime=0.087734ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_184, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_730EB88C4DC52E20E2729B97E16F3__113C38F36EB224851E231FFBB12DCA68B54F672C, StartTime=2015.11.01-14.21.34, HierarchicalDDC, Duration=0.012249ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId91738EE642F94E3DF414AC82CB527C12_35, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_730EB88C4DC52E20E2729B97E16F3__113C38F36EB224851E231FFBB12DCA68B54F672C, StartTime=2015.11.01-14.21.34, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.197649ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_172, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/OrientParticle.uasset, FlushAsyncLoading=0.006951ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.063237ms, TagPackageExports=0.045355ms, BeginCacheForCookedPlatformData=0.033438ms, SerializeImports=0.047013ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.002980ms, SerializeSummary=0.005957ms, SerializeNames=0.011258ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.006624ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.007287ms, SortExportsSeekfreeInner=0.146002ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.004634ms, SerializeImportMap=0.001986ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009269ms, SerializeExports=0.043370ms, SerializeBulkData=0.007614ms, AsyncWrite=0.047673ms, UnaccountedTime=0.119846ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_173, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultParticle.uasset, FlushAsyncLoading=0.005960ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.066213ms, TagPackageExports=0.351928ms, BeginCacheForCookedPlatformData=0.005957ms, SerializeImports=0.369474ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.007287ms, SerializeNames=0.055950ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.012912ms, SortExportsNonSeekfree=0.005297ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.729017ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011921ms, SerializeExports=0.589304ms, SerializeBulkData=0.009269ms, AsyncWrite=0.099320ms, UnaccountedTime=0.093360ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/UI/Pointer.uasset, AllOfLoadPackage_Duration=0.068530ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.081774ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.041053ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.067871ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=8.836262ms, SaveCookedPackage_HitCount=1, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_174, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/UI/Pointer.uasset, FlushAsyncLoading=0.009600ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.075150ms, TagPackageExports=2.589300ms, BeginCacheForCookedPlatformData=0.008278ms, SerializeImports=0.157919ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.016551ms, SerializeSummary=0.009604ms, SerializeNames=0.057936ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.134081ms, SortExportsNonSeekfree=0.130773ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=1.178611ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.018209ms, SerializeImportMap=0.007287ms, SerializeExportMap=0.006288ms, SerializeDependencyMap=0.003308ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011917ms, SerializeExports=0.054628ms, SerializeBulkData=0.008274ms, AsyncWrite=0.077140ms, UnaccountedTime=0.106934ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/UI/EnemyHealth.uasset, AllOfLoadPackage_Duration=0.038404ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.065219ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.030793ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.086077ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=8.326419ms, SaveCookedPackage_HitCount=1, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_175, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/UI/EnemyHealth.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.085417ms, TagPackageExports=2.446279ms, BeginCacheForCookedPlatformData=0.008937ms, SerializeImports=0.146333ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.011917ms, SerializeSummary=0.009604ms, SerializeNames=0.064559ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.109252ms, SortExportsNonSeekfree=0.081114ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=1.008440ms, SortExportsSeekfree=0.003975ms, BuildDependencyMap=0.015888ms, SerializeImportMap=0.005297ms, SerializeExportMap=0.005625ms, SerializeDependencyMap=0.003312ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012580ms, SerializeExports=0.064891ms, SerializeBulkData=0.008278ms, AsyncWrite=0.083763ms, UnaccountedTime=0.101637ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/UI/AbilityMenu.uasset, AllOfLoadPackage_Duration=0.045687ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.061247ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.030458ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.077136ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=7.740092ms, SaveCookedPackage_HitCount=1, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
SavePackageTransactionId66002324465082863474C7AE178B8A52_176, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/UI/AbilityMenu.uasset, FlushAsyncLoading=0.009272ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.086740ms, TagPackageExports=1.772881ms, BeginCacheForCookedPlatformData=0.008609ms, SerializeImports=0.423107ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.026815ms, SerializeSummary=0.009600ms, SerializeNames=0.063896ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.115544ms, SortExportsNonSeekfree=0.428073ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=1.569603ms, SortExportsSeekfree=0.004634ms, BuildDependencyMap=0.024833ms, SerializeImportMap=0.005629ms, SerializeExportMap=0.010595ms, SerializeDependencyMap=0.004303ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.134747ms, SerializeBulkData=0.008605ms, AsyncWrite=0.076149ms, UnaccountedTime=0.115544ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_185, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf719C8232__3807FE861A1C048EBB5ECFF661A422CD5DC143B7, StartTime=2015.11.01-14.21.34, HierarchicalDDC, DataSize=92439 bytes, Retrieved=true, Duration=0.328090ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_186, CachedDataProbablyExists, Parent=DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_185, StartTime=2015.11.01-14.21.34, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.091374ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_187, GetCachedData, Parent=DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_185, StartTime=2015.11.01-14.21.34, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.140041ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_188, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf719C8232__363CCABA3C635368AF782AE6B98B390EB7B0E393, StartTime=2015.11.01-14.21.34, HierarchicalDDC, DataSize=60869 bytes, Retrieved=true, Duration=1034.779297ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_189, CachedDataProbablyExists, Parent=DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_188, StartTime=2015.11.01-14.21.34, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.242341ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_190, GetCachedData, Parent=DDCTransactionId4C9B27424ACE898D5B2AD2AF516C93A0_188, StartTime=2015.11.01-14.21.34, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1034.378052ms, RunGuid=RunID2605DACC4B104E46992281B2A24BC61B
