DDCTransactionId57694E6C4248FC3D9D3F61A9659AF686_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.08-20.38.18, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.914749ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_25.uasset, AllOfLoadPackage_Duration=1.596089ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004306ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.038736ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015561ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=610.790178ms, SaveCookedPackage_HitCount=1, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_182, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_25.uasset, FlushAsyncLoading=0.014238ms, FlushStreamingFunc=0.004966ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.133421ms, TagPackageExports=0.019532ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.071511ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.004638ms, SerializeSummary=0.010263ms, SerializeNames=0.036087ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.017878ms, SortExportsNonSeekfree=0.007283ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.538319ms, SortExportsSeekfree=0.007614ms, BuildDependencyMap=0.010926ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019200ms, SerializeExports=0.026818ms, SerializeBulkData=0.008609ms, AsyncWrite=0.086080ms, UnaccountedTime=586.311523ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_24.uasset, AllOfLoadPackage_Duration=1.159079ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002649ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.029132ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012249ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.855977ms, SaveCookedPackage_HitCount=1, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_183, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_24.uasset, FlushAsyncLoading=0.017878ms, FlushStreamingFunc=0.004634ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.108261ms, TagPackageExports=0.022184ms, BeginCacheForCookedPlatformData=0.003971ms, SerializeImports=0.058599ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.004966ms, SerializeSummary=0.010595ms, SerializeNames=0.033438ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.016555ms, SortExportsNonSeekfree=0.006288ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.515144ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013571ms, SerializeExports=0.021189ms, SerializeBulkData=0.007946ms, AsyncWrite=0.087403ms, UnaccountedTime=0.091705ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_23.uasset, AllOfLoadPackage_Duration=1.092203ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002649ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.030458ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012580ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.315838ms, SaveCookedPackage_HitCount=1, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_184, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_23.uasset, FlushAsyncLoading=0.009600ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.099983ms, TagPackageExports=0.019200ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.034761ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004638ms, SerializeSummary=0.007942ms, SerializeNames=0.033110ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.016883ms, SortExportsNonSeekfree=0.006955ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.506867ms, SortExportsSeekfree=0.003975ms, BuildDependencyMap=0.008605ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013575ms, SerializeExports=0.022843ms, SerializeBulkData=0.007946ms, AsyncWrite=0.060257ms, UnaccountedTime=0.083759ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_22.uasset, AllOfLoadPackage_Duration=1.348779ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003640ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.034433ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.013903ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=6.469775ms, SaveCookedPackage_HitCount=1, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_185, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_22.uasset, FlushAsyncLoading=0.023507ms, FlushStreamingFunc=0.008278ms, BlockTillAllRequestsFinished=0.004966ms, ResetLoadersForSaveUnMarkAllObjects=0.216521ms, TagPackageExports=0.020858ms, BeginCacheForCookedPlatformData=0.003971ms, SerializeImports=0.043042ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.005629ms, SerializeSummary=0.012580ms, SerializeNames=0.038736ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.020526ms, SortExportsNonSeekfree=0.007946ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=3.304411ms, SortExportsSeekfree=0.013903ms, BuildDependencyMap=0.012252ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.023507ms, SerializeExports=0.025824ms, SerializeBulkData=0.009269ms, AsyncWrite=0.088397ms, UnaccountedTime=0.109915ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_21.uasset, AllOfLoadPackage_Duration=1.155432ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002649ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.033770ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011917ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.788110ms, SaveCookedPackage_HitCount=1, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_186, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_21.uasset, FlushAsyncLoading=0.008937ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.095017ms, TagPackageExports=0.019200ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.036750ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.008609ms, SerializeNames=0.033107ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.016224ms, SortExportsNonSeekfree=0.006288ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.537992ms, SortExportsSeekfree=0.004966ms, BuildDependencyMap=0.008274ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.038408ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014897ms, SerializeExports=0.023175ms, SerializeBulkData=0.007946ms, AsyncWrite=0.061251ms, UnaccountedTime=0.087731ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_20.uasset, AllOfLoadPackage_Duration=1.057439ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.019200ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.030458ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012580ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.823533ms, SaveCookedPackage_HitCount=1, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_187, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_20.uasset, FlushAsyncLoading=0.010595ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.096008ms, TagPackageExports=0.019532ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.035092ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.008609ms, SerializeNames=0.032116ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.015892ms, SortExportsNonSeekfree=0.006288ms, SortExportsSeekfreeConstructor=0.097003ms, SortExportsSeekfreeInner=0.519782ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014238ms, SerializeExports=0.021521ms, SerializeBulkData=0.007614ms, AsyncWrite=0.065219ms, UnaccountedTime=0.086408ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_2.uasset, AllOfLoadPackage_Duration=1.104780ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002317ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.031449ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.029132ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.390819ms, SaveCookedPackage_HitCount=1, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_188, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_2.uasset, FlushAsyncLoading=0.010923ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.087731ms, TagPackageExports=0.085086ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.036750ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.021517ms, SerializeNames=0.035096ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.029135ms, SortExportsNonSeekfree=0.006620ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.530373ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002645ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013240ms, SerializeExports=0.022184ms, SerializeBulkData=0.007946ms, AsyncWrite=0.061911ms, UnaccountedTime=0.084095ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_19.uasset, AllOfLoadPackage_Duration=1.394801ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004634ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.102963ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015561ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=170.746502ms, SaveCookedPackage_HitCount=1, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_189, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_19.uasset, FlushAsyncLoading=0.022847ms, FlushStreamingFunc=0.008274ms, BlockTillAllRequestsFinished=0.004306ms, ResetLoadersForSaveUnMarkAllObjects=0.195660ms, TagPackageExports=0.020526ms, BeginCacheForCookedPlatformData=0.003971ms, SerializeImports=0.039067ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005297ms, SerializeSummary=0.010263ms, SerializeNames=0.122827ms, SerializeGatherableTextData=0.003643ms, BuildExportMap=0.017546ms, SortExportsNonSeekfree=0.006620ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.510510ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.043038ms, SerializeExports=0.024501ms, SerializeBulkData=0.008274ms, AsyncWrite=0.066545ms, UnaccountedTime=166.322403ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_18.uasset, AllOfLoadPackage_Duration=1.092866ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002977ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.065885ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.017215ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.940403ms, SaveCookedPackage_HitCount=1, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_190, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_18.uasset, FlushAsyncLoading=0.013907ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.004306ms, ResetLoadersForSaveUnMarkAllObjects=0.108920ms, TagPackageExports=0.025161ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.037745ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.008937ms, SerializeNames=0.034101ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.137728ms, SortExportsNonSeekfree=0.008937ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.512496ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.007942ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002321ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013903ms, SerializeExports=0.021521ms, SerializeBulkData=0.007946ms, AsyncWrite=0.061907ms, UnaccountedTime=0.080451ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_17.uasset, AllOfLoadPackage_Duration=1.064725ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001986ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.029132ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012580ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.701698ms, SaveCookedPackage_HitCount=1, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_191, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_17.uasset, FlushAsyncLoading=0.009604ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.085086ms, TagPackageExports=0.019535ms, BeginCacheForCookedPlatformData=0.003308ms, SerializeImports=0.033438ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.007618ms, SerializeNames=0.042375ms, SerializeGatherableTextData=0.002980ms, BuildExportMap=0.016224ms, SortExportsNonSeekfree=0.005957ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.584669ms, SortExportsSeekfree=0.007614ms, BuildDependencyMap=0.008941ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016224ms, SerializeExports=0.022512ms, SerializeBulkData=0.008278ms, AsyncWrite=0.065882ms, UnaccountedTime=0.083428ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_16.uasset, AllOfLoadPackage_Duration=1.072340ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002649ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.053301ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014566ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.987744ms, SaveCookedPackage_HitCount=1, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_192, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_16.uasset, FlushAsyncLoading=0.011258ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.096340ms, TagPackageExports=0.019863ms, BeginCacheForCookedPlatformData=0.003975ms, SerializeImports=0.039067ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.005629ms, SerializeSummary=0.009272ms, SerializeNames=0.035424ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.017878ms, SortExportsNonSeekfree=0.006292ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.670087ms, SortExportsSeekfree=0.006951ms, BuildDependencyMap=0.009604ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002321ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016883ms, SerializeExports=0.023175ms, SerializeBulkData=0.008278ms, AsyncWrite=0.178114ms, UnaccountedTime=0.103958ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_15.uasset, AllOfLoadPackage_Duration=1.161393ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002980ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.033770ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012912ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.945700ms, SaveCookedPackage_HitCount=1, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_193, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_15.uasset, FlushAsyncLoading=0.012249ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.098992ms, TagPackageExports=0.019863ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.058930ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004634ms, SerializeSummary=0.009600ms, SerializeNames=0.033438ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.016883ms, SortExportsNonSeekfree=0.006292ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.539977ms, SortExportsSeekfree=0.004634ms, BuildDependencyMap=0.008605ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.098988ms, SerializeExports=0.026155ms, SerializeBulkData=0.008278ms, AsyncWrite=0.073828ms, UnaccountedTime=0.123821ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_14.uasset, AllOfLoadPackage_Duration=1.113720ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002980ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.032447ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015229ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.325106ms, SaveCookedPackage_HitCount=1, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
SavePackageTransactionId39CEED414B6A5C60679673B5D2A08D47_194, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_14.uasset, FlushAsyncLoading=0.009272ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.105280ms, TagPackageExports=0.019867ms, BeginCacheForCookedPlatformData=0.003308ms, SerializeImports=0.033438ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.007283ms, SerializeNames=0.039730ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.017215ms, SortExportsNonSeekfree=0.006292ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.520777ms, SortExportsSeekfree=0.005957ms, BuildDependencyMap=0.008941ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015561ms, SerializeExports=0.022512ms, SerializeBulkData=0.007946ms, AsyncWrite=0.066876ms, UnaccountedTime=0.101306ms, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite_13.uasset, AllOfLoadPackage_Duration=1.377586ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000659ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004303ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.038072ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016887ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.291002ms, SaveCookedPackage_HitCount=1, RunGuid=RunID2D6ED637442192EE326FC091F0A49C13
