DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-16.56.02, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.530042ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
SavePackageTransactionIdFE07AA464E4DF45F615C6DB49D0022BC_224, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleNorthWest.uasset, FlushAsyncLoading=0.011589ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.079457ms, TagPackageExports=0.005960ms, BeginCacheForCookedPlatformData=0.002649ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleNorthEast.uasset, AllOfLoadPackage_Duration=0.485681ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001986ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.046350ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.008613ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.199137ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
SavePackageTransactionIdFE07AA464E4DF45F615C6DB49D0022BC_225, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleNorthEast.uasset, FlushAsyncLoading=0.013907ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.085082ms, TagPackageExports=0.005629ms, BeginCacheForCookedPlatformData=0.002980ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleForward.uasset, AllOfLoadPackage_Duration=0.514150ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001326ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.046019ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.007283ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.495609ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
SavePackageTransactionIdFE07AA464E4DF45F615C6DB49D0022BC_226, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleForward.uasset, FlushAsyncLoading=0.008278ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.058927ms, TagPackageExports=0.004962ms, BeginCacheForCookedPlatformData=0.002652ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0008_Sprite.uasset, AllOfLoadPackage_Duration=0.050653ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002980ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.025164ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010923ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.630191ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
SavePackageTransactionIdFE07AA464E4DF45F615C6DB49D0022BC_227, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0008_Sprite.uasset, FlushAsyncLoading=0.006955ms, FlushStreamingFunc=0.002317ms, BlockTillAllRequestsFinished=0.001986ms, ResetLoadersForSaveUnMarkAllObjects=0.076476ms, TagPackageExports=0.019535ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.035424ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005294ms, SerializeSummary=0.008609ms, SerializeNames=0.037741ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.021189ms, SortExportsNonSeekfree=0.006288ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.589967ms, SortExportsSeekfree=0.006624ms, BuildDependencyMap=0.010259ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015229ms, SerializeExports=0.025164ms, SerializeBulkData=0.008274ms, AsyncWrite=0.064887ms, UnaccountedTime=0.090715ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0008.uasset, AllOfLoadPackage_Duration=0.150967ms, AllOfLoadPackage_HitCount=2, ResolveRedirectors_Duration=0.000991ms, ResolveRedirectors_HitCount=2, CacheForCookedPlatformData_Duration=5.338177ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.056282ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.080451ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.198965ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_284, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__060E5EB35343384F66D89C13A7EA9DDCD062A0D3, StartTime=2015.11.29-16.56.17, HierarchicalDDC, Duration=0.113890ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_285, CachedDataProbablyExists, Parent=DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_284, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.090715ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_62, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__060E5EB35343384F66D89C13A7EA9DDCD062A0D3, StartTime=2015.11.29-16.56.17, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=0.230756ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_63, CachedDataProbablyExists, Parent=DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_62, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.062242ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_64, GetCachedData, Parent=DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_62, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.130441ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_65, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__09931479DBA6E91FF664B1C24EE9FCFE2DEA1D13, StartTime=2015.11.29-16.56.17, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=2.330732ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_66, CachedDataProbablyExists, Parent=DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_65, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.051647ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_67, GetCachedData, Parent=DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_65, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.368314ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_55, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__C693FA228B5B17BECF25E49FB5237A2EACF2B1EB, StartTime=2015.11.29-16.56.17, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.485681ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_56, CachedDataProbablyExists, Parent=DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_55, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.061247ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_57, GetCachedData, Parent=DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_55, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.196658ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_58, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__A330415538A9B758D3CE6FE128538195735CA8D3, StartTime=2015.11.29-16.56.17, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.228107ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_59, CachedDataProbablyExists, Parent=DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_58, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.052970ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_60, GetCachedData, Parent=DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_58, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.107929ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_61, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__406E3FE67F65C121C0E6FD2F2A22BE2F3D06995B, StartTime=2015.11.29-16.56.17, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.184074ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_62, CachedDataProbablyExists, Parent=DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_61, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.046350ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_63, GetCachedData, Parent=DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_61, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.093032ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
SavePackageTransactionIdFE07AA464E4DF45F615C6DB49D0022BC_228, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0008.uasset, FlushAsyncLoading=0.014570ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.120509ms, TagPackageExports=0.821054ms, BeginCacheForCookedPlatformData=0.041716ms, SerializeImports=0.094689ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.003640ms, SerializeSummary=0.008941ms, SerializeNames=0.013575ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.214867ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.008937ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013903ms, SerializeExports=0.050653ms, SerializeBulkData=0.235725ms, AsyncWrite=0.291009ms, UnaccountedTime=0.246651ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0007.uasset, AllOfLoadPackage_Duration=0.766098ms, AllOfLoadPackage_HitCount=24, ResolveRedirectors_Duration=0.000991ms, ResolveRedirectors_HitCount=24, CacheForCookedPlatformData_Duration=2.841242ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.052307ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.080124ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.167515ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_286, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__E211D2C8C75D2188482BD5422E400BCF1B82FCC5, StartTime=2015.11.29-16.56.17, HierarchicalDDC, Duration=0.079457ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_287, CachedDataProbablyExists, Parent=DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_286, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.064228ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_68, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__E211D2C8C75D2188482BD5422E400BCF1B82FCC5, StartTime=2015.11.29-16.56.17, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=0.216186ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_69, CachedDataProbablyExists, Parent=DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_68, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.057939ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_70, GetCachedData, Parent=DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_68, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.126801ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_71, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__AA0A949469E7705573E0ACC2DA8A0A12780427B2, StartTime=2015.11.29-16.56.17, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=1.395792ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_72, CachedDataProbablyExists, Parent=DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_71, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.054296ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_73, GetCachedData, Parent=DDCTransactionIdD298525A4CD4481FE25B62B167AF5BEA_71, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.544939ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_64, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__E250D92483B2597CE45873CF50DF059288161E9A, StartTime=2015.11.29-16.56.17, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.460520ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_65, CachedDataProbablyExists, Parent=DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_64, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.053301ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_66, GetCachedData, Parent=DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_64, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.198312ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_67, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__59A126D68B618B09154DF7E95F1A7C8A59D956CE, StartTime=2015.11.29-16.56.17, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.244662ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_68, CachedDataProbablyExists, Parent=DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_67, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.057936ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_69, GetCachedData, Parent=DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_67, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.117198ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_70, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__C4E20F00058DBC7A295025DFDFE10B21502AB030, StartTime=2015.11.29-16.56.17, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.167854ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_71, CachedDataProbablyExists, Parent=DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_70, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.045687ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_72, GetCachedData, Parent=DDCTransactionId0F210527439D76C19DA1FAA3036BCEC1_70, StartTime=2015.11.29-16.56.17, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.089388ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
SavePackageTransactionIdFE07AA464E4DF45F615C6DB49D0022BC_229, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0007.uasset, FlushAsyncLoading=0.014897ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.099652ms, TagPackageExports=0.050984ms, BeginCacheForCookedPlatformData=0.034101ms, SerializeImports=0.092369ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.003312ms, SerializeSummary=0.009932ms, SerializeNames=0.013907ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.010595ms, SortExportsSeekfreeInner=0.161562ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.007283ms, SerializeExportMap=0.002977ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011589ms, SerializeExports=0.048999ms, SerializeBulkData=0.249296ms, AsyncWrite=0.309221ms, UnaccountedTime=0.227116ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_288, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_70__AE4BAC871ABD901FB8D57505725AF0C2AED3BF90, StartTime=2015.11.29-16.56.18, HierarchicalDDC, DataSize=37497 bytes, Retrieved=true, Duration=0.299286ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_289, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_05A1D3A745BE299E3E27C8974CF8CEB__A39BD7F1F58A0C8C25129C734ECF1023B5025CED, StartTime=2015.11.29-16.56.18, HierarchicalDDC, DataSize=36220 bytes, Retrieved=true, Duration=0.243340ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_290, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_05A1D3A745BE299E3__02B5269A72B82B77C8858C58BDE7E4A854A80CE3, StartTime=2015.11.29-16.56.18, HierarchicalDDC, DataSize=6697 bytes, Retrieved=true, Duration=0.093691ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_291, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf733C4DD6__529E6D0B2619C7B75659EEDAFA8F2BE70B89F065, StartTime=2015.11.29-16.56.18, HierarchicalDDC, DataSize=141545 bytes, Retrieved=true, Duration=0.398278ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_292, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf733C4DD6__D1BB83477E7138E81A74231F403025228F5604C7, StartTime=2015.11.29-16.56.18, HierarchicalDDC, DataSize=109707 bytes, Retrieved=true, Duration=0.292998ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_293, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf8B49493B__63425B8511C63DE45F521FF3048511BAFAD497B5, StartTime=2015.11.29-16.56.18, HierarchicalDDC, DataSize=145767 bytes, Retrieved=true, Duration=0.395630ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
DDCTransactionId683EB6FD4D14120BEC263EA2AE69C4BB_294, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf8B49493B__09C42B72BDA1D111D402BDA32881FF9102009924, StartTime=2015.11.29-16.56.18, HierarchicalDDC, DataSize=138753 bytes, Retrieved=true, Duration=0.356562ms, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/BasicDummyEnemy.uasset, AllOfLoadPackage_Duration=158.467766ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.222810ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.049993ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.577379ms, SavePackageCacheForCookedPlatformData_HitCount=6, SaveCookedPackage_Duration=95.400538ms, SaveCookedPackage_HitCount=5, RunGuid=RunIDE44B8C7C4564B30F6C14998B543C203D
