DDCTransactionId142DEA3045D3FA97C9A35D944A96EDA9_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.28-21.50.23, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.470448ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_34, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3648AA2A4A658DE90371B081D8DC7__9209AC813937D05A33648E084F51F5CDEDFAA6F7, StartTime=2015.10.28-21.50.30, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.410859ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_35, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3648AA2A4A658DE90371B081D8DC7__9024C3FF7AA8FAC8E5F28E06510B42EAEFCD0F19, StartTime=2015.10.28-21.50.30, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.144679ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId142DEA3045D3FA97C9A35D944A96EDA9_181, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_91A201FE4781221C42DEDE91696E4__389E3E4629443564C58A30B0EE957E4A834EE893, StartTime=2015.10.28-21.50.30, HierarchicalDDC, Duration=0.010926ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId79170BB74F039421735FECA97D7FEE24_25, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_91A201FE4781221C42DEDE91696E4__389E3E4629443564C58A30B0EE957E4A834EE893, StartTime=2015.10.28-21.50.30, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.113890ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_144, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/T_soft_smoke.uasset, FlushAsyncLoading=0.007283ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.089388ms, TagPackageExports=0.076476ms, BeginCacheForCookedPlatformData=0.039067ms, SerializeImports=0.055950ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003640ms, SerializeSummary=0.008609ms, SerializeNames=0.013575ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.167523ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014897ms, SerializeExports=0.049990ms, SerializeBulkData=0.026818ms, AsyncWrite=0.090051ms, UnaccountedTime=0.162221ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_36, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_91A201FE4781221C42DEDE91696E4__728CB71FAFD2E4C073DBD859949037CB00598117, StartTime=2015.10.28-21.50.30, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=33.627800ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId9ACCB24B44708920CE30EFA2EAB2C8D2_24, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_91A201FE4781221C42DEDE91696E4__3DBDECE29606A698D5C4A0999706EDB1D150A05A, StartTime=2015.10.28-21.50.30, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=33.920799ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_37, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_91A201FE4781221C42DEDE91696E4__10B419121147129CD66800CC97EDE0AD2FF2BC3B, StartTime=2015.10.28-21.50.30, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.110909ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_145, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/PersonaAnimEditorTutorial.uasset, FlushAsyncLoading=0.008278ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.078794ms, TagPackageExports=0.006955ms, BeginCacheForCookedPlatformData=0.002317ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_146, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/PersonaAnimEditorWalkthrough.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.002317ms, BlockTillAllRequestsFinished=0.001986ms, ResetLoadersForSaveUnMarkAllObjects=0.682667ms, TagPackageExports=0.169840ms, BeginCacheForCookedPlatformData=0.004966ms, SerializeImports=0.205263ms, GatherLocalizableTextData=0.004303ms, MarkNames=0.006292ms, SerializeSummary=0.011586ms, SerializeNames=0.071183ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.091042ms, SortExportsNonSeekfree=0.006624ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.428405ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002649ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011586ms, SerializeExports=0.176791ms, SerializeBulkData=0.008609ms, AsyncWrite=0.075150ms, UnaccountedTime=0.111241ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_147, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/NewBlendSpace1D.uasset, FlushAsyncLoading=0.009272ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.129119ms, TagPackageExports=0.029795ms, BeginCacheForCookedPlatformData=0.005960ms, SerializeImports=0.032775ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004966ms, SerializeSummary=0.007283ms, SerializeNames=0.028472ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.036418ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.347625ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015229ms, SerializeExports=0.019867ms, SerializeBulkData=0.007283ms, AsyncWrite=0.055287ms, UnaccountedTime=0.087734ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_148, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/Tutorial_Idle.uasset, FlushAsyncLoading=0.014897ms, FlushStreamingFunc=0.004306ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.197321ms, TagPackageExports=0.195000ms, BeginCacheForCookedPlatformData=0.004306ms, SerializeImports=0.216849ms, GatherLocalizableTextData=0.004966ms, MarkNames=0.004966ms, SerializeSummary=0.010263ms, SerializeNames=0.026818ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.012580ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.626054ms, SortExportsSeekfree=0.007283ms, BuildDependencyMap=0.009272ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021189ms, SerializeExports=0.215527ms, SerializeBulkData=0.009600ms, AsyncWrite=0.093363ms, UnaccountedTime=0.098657ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_149, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_Skeleton.uasset, FlushAsyncLoading=0.010926ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.085417ms, TagPackageExports=0.022843ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.069194ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.003975ms, SerializeSummary=0.009932ms, SerializeNames=0.063565ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.011254ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.301939ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011917ms, SerializeExports=0.048004ms, SerializeBulkData=0.007614ms, AsyncWrite=0.097666ms, UnaccountedTime=0.098329ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_150, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/Tutorial_Walk_Fwd.uasset, FlushAsyncLoading=0.009600ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.193346ms, TagPackageExports=0.101969ms, BeginCacheForCookedPlatformData=0.003975ms, SerializeImports=0.117198ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.007946ms, SerializeNames=0.025161ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.011917ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.432711ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014566ms, SerializeExports=0.116866ms, SerializeBulkData=0.008278ms, AsyncWrite=0.059593ms, UnaccountedTime=0.070516ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_151, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP.uasset, FlushAsyncLoading=0.007946ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.141367ms, TagPackageExports=0.037082ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.055619ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.006288ms, SerializeSummary=0.006955ms, SerializeNames=0.096008ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.027809ms, SortExportsNonSeekfree=0.003308ms, SortExportsSeekfreeConstructor=0.007287ms, SortExportsSeekfreeInner=0.561494ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001326ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013240ms, SerializeExports=0.159245ms, SerializeBulkData=0.009935ms, AsyncWrite=0.159245ms, UnaccountedTime=0.074159ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_152, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_Mat.uasset, FlushAsyncLoading=0.007946ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.111572ms, TagPackageExports=0.584669ms, BeginCacheForCookedPlatformData=0.053965ms, SerializeImports=0.678696ms, GatherLocalizableTextData=0.004303ms, MarkNames=0.005297ms, SerializeSummary=0.009600ms, SerializeNames=0.060257ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.017546ms, SortExportsNonSeekfree=0.031784ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.909116ms, SortExportsSeekfree=0.004966ms, BuildDependencyMap=0.021853ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022512ms, SerializeExports=0.928983ms, SerializeBulkData=0.011589ms, AsyncWrite=0.140704ms, UnaccountedTime=0.108592ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_153, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_PhysicsAsset.uasset, FlushAsyncLoading=0.015892ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.149641ms, TagPackageExports=0.234395ms, BeginCacheForCookedPlatformData=0.006292ms, SerializeImports=0.373777ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.009600ms, SerializeSummary=0.008937ms, SerializeNames=0.054628ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.021521ms, SortExportsNonSeekfree=1.777515ms, SortExportsSeekfreeConstructor=0.016887ms, SortExportsSeekfreeInner=0.611156ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.018541ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.009932ms, SerializeDependencyMap=0.003312ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014897ms, SerializeExports=0.290018ms, SerializeBulkData=0.008941ms, AsyncWrite=0.070848ms, UnaccountedTime=0.089720ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_154, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/PersonaAnimBlueprintEditorWalkthrough.uasset, FlushAsyncLoading=0.009269ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.069853ms, TagPackageExports=0.189375ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.199966ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.005960ms, SerializeSummary=0.007614ms, SerializeNames=0.066213ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.023838ms, SortExportsNonSeekfree=0.005629ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.433370ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.215195ms, SerializeBulkData=0.008609ms, AsyncWrite=0.058599ms, UnaccountedTime=0.072833ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_155, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_AnimBlueprint.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.139382ms, TagPackageExports=2.458528ms, BeginCacheForCookedPlatformData=0.010263ms, SerializeImports=0.132427ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.015892ms, SerializeSummary=0.009932ms, SerializeNames=0.073168ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.142690ms, SortExportsNonSeekfree=0.153620ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.808474ms, SortExportsSeekfree=0.004634ms, BuildDependencyMap=0.018209ms, SerializeImportMap=0.007283ms, SerializeExportMap=0.005297ms, SerializeDependencyMap=0.002977ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019863ms, SerializeExports=0.042375ms, SerializeBulkData=0.008278ms, AsyncWrite=0.076149ms, UnaccountedTime=0.103954ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_156, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorBlueprintResources/StandardMacros.uasset, FlushAsyncLoading=0.009600ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.095680ms, TagPackageExports=25.014677ms, BeginCacheForCookedPlatformData=0.017546ms, SerializeImports=0.031784ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005625ms, SerializeSummary=0.009932ms, SerializeNames=0.012912ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.015561ms, SortExportsNonSeekfree=0.005625ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.137065ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016883ms, SerializeExports=0.009604ms, SerializeBulkData=0.007283ms, AsyncWrite=0.080448ms, UnaccountedTime=0.116538ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_157, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/TutorialCharacter.uasset, FlushAsyncLoading=0.008937ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.119183ms, TagPackageExports=0.274125ms, BeginCacheForCookedPlatformData=0.005297ms, SerializeImports=0.087071ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.008605ms, SerializeSummary=0.006955ms, SerializeNames=0.037078ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.059262ms, SortExportsNonSeekfree=0.016551ms, SortExportsSeekfreeConstructor=0.006624ms, SortExportsSeekfreeInner=8.271128ms, SortExportsSeekfree=0.010591ms, BuildDependencyMap=0.016555ms, SerializeImportMap=0.004966ms, SerializeExportMap=0.003643ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020195ms, SerializeExports=0.052311ms, SerializeBulkData=0.009600ms, AsyncWrite=0.082768ms, UnaccountedTime=0.110246ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_158, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Paper2D/SpriteEditorTutorial.uasset, FlushAsyncLoading=0.009600ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.083096ms, TagPackageExports=0.127465ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.111237ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005960ms, SerializeSummary=0.008609ms, SerializeNames=0.065882ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.024170ms, SortExportsNonSeekfree=0.005629ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.370134ms, SortExportsSeekfree=0.005629ms, BuildDependencyMap=0.008609ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009600ms, SerializeExports=0.116207ms, SerializeBulkData=0.007946ms, AsyncWrite=0.054959ms, UnaccountedTime=0.074159ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_159, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Paper2D/FlipbookEditorTutorial.uasset, FlushAsyncLoading=0.006620ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002321ms, ResetLoadersForSaveUnMarkAllObjects=0.496272ms, TagPackageExports=0.115544ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.086080ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005297ms, SerializeSummary=0.006951ms, SerializeNames=0.060584ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.023175ms, SortExportsNonSeekfree=0.004966ms, SortExportsSeekfreeConstructor=0.006951ms, SortExportsSeekfreeInner=0.340339ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009269ms, SerializeExports=0.077803ms, SerializeBulkData=0.007614ms, AsyncWrite=0.051979ms, UnaccountedTime=0.062902ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId142DEA3045D3FA97C9A35D944A96EDA9_182, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BCE8FE5741A00FEBD2B9A5B20374AA1__4410B99AB8D8E546A8817042EF75F318D48732CD, StartTime=2015.10.28-21.50.30, HierarchicalDDC, Duration=0.010591ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
DDCTransactionId7DF6FDB44BD11190474F609D63B8800B_38, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BCE8FE5741A00FEBD2B9A5B20374AA1__4410B99AB8D8E546A8817042EF75F318D48732CD, StartTime=2015.10.28-21.50.30, HierarchicalDDC, DataSize=16696 bytes, Retrieved=true, Duration=0.156596ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_160, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Paper2D/TutorialAssets/Paper2DFlipbook_TutorialIcon.uasset, FlushAsyncLoading=0.013575ms, FlushStreamingFunc=0.005297ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.093360ms, TagPackageExports=0.049662ms, BeginCacheForCookedPlatformData=0.037409ms, SerializeImports=0.054959ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004303ms, SerializeSummary=0.008609ms, SerializeNames=0.019200ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.190035ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.053301ms, SerializeBulkData=0.008278ms, AsyncWrite=0.055950ms, UnaccountedTime=0.136402ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
SavePackageTransactionId0C4E613F4F94112F3F4F8EAB38F7A2F8_161, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Landscape/Landscape_Manage_Mode.uasset, FlushAsyncLoading=0.009604ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.069525ms, TagPackageExports=0.157919ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.145342ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.005297ms, SerializeSummary=0.007283ms, SerializeNames=0.108588ms, SerializeGatherableTextData=0.002649ms, BuildExportMap=0.024501ms, SortExportsNonSeekfree=0.006288ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.435691ms, SortExportsSeekfree=0.004634ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.227112ms, SerializeBulkData=0.009932ms, AsyncWrite=0.064559ms, UnaccountedTime=0.077471ms, RunGuid=RunIDA503BE6348F6EFABDC0AFAB91FFAB906
