DDCTransactionId7DD710DF4B0C2D280045CEA328218379_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.24-15.51.22, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.651218ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_188, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPerson/Meshes/Linear_Stair_StaticMesh.uasset, FlushAsyncLoading=0.008278ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.147324ms, TagPackageExports=0.048336ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.075813ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004303ms, SerializeSummary=0.008609ms, SerializeNames=0.032444ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.017546ms, SortExportsNonSeekfree=0.007283ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.643268ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002977ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.058930ms, SerializeBulkData=0.008278ms, AsyncWrite=0.051316ms, UnaccountedTime=37.061661ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId7DD710DF4B0C2D280045CEA328218379_255, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_2E__8CCE2067F35FEB2977A746BCCE07B61698579279, StartTime=2015.11.24-15.51.32, HierarchicalDDC, DataSize=3129 bytes, Retrieved=true, Duration=0.090048ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId7DD710DF4B0C2D280045CEA328218379_256, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_FABF49D54B7FF95954CCF7A86751440__73A224852C54BB9355AEB0B12E265F4E56007F4C, StartTime=2015.11.24-15.51.32, HierarchicalDDC, DataSize=1040 bytes, Retrieved=true, Duration=0.128128ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId7DD710DF4B0C2D280045CEA328218379_257, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_FABF49D54B7FF9595__E0F1BB95FF541BFDBEAA456DD0A30A7C277994B7, StartTime=2015.11.24-15.51.32, HierarchicalDDC, DataSize=1741 bytes, Retrieved=true, Duration=0.084095ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/ThirdPerson/Meshes/LeftArm_StaticMesh.uasset, AllOfLoadPackage_Duration=2.110243ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004966ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.039730ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011913ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.880147ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_189, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPerson/Meshes/LeftArm_StaticMesh.uasset, FlushAsyncLoading=0.009269ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.120509ms, TagPackageExports=0.049330ms, BeginCacheForCookedPlatformData=0.003640ms, SerializeImports=0.066876ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004634ms, SerializeSummary=0.008609ms, SerializeNames=0.033770ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.017546ms, SortExportsNonSeekfree=0.007283ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.613805ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014897ms, SerializeExports=0.057276ms, SerializeBulkData=0.008609ms, AsyncWrite=0.055622ms, UnaccountedTime=0.077467ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/ThirdPerson/Meshes/CubeMaterial.uasset, AllOfLoadPackage_Duration=0.899516ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002317ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.040393ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.008941ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.537992ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_190, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPerson/Meshes/CubeMaterial.uasset, FlushAsyncLoading=0.032447ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.067540ms, TagPackageExports=0.006951ms, BeginCacheForCookedPlatformData=0.002317ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId7DD710DF4B0C2D280045CEA328218379_258, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_EB__AC2840F3BE15C8D0BBB293E2F2E9BED70D0E4031, StartTime=2015.11.24-15.51.32, HierarchicalDDC, DataSize=3609 bytes, Retrieved=true, Duration=0.097003ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId7DD710DF4B0C2D280045CEA328218379_259, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5D1761FB429BE69A897C3FAFEA0B20F__5869AC4A732868942F4777EE9649F303B8C7243F, StartTime=2015.11.24-15.51.32, HierarchicalDDC, DataSize=1040 bytes, Retrieved=true, Duration=0.102300ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId7DD710DF4B0C2D280045CEA328218379_260, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_5D1761FB429BE69A8__83EFF82F1B2E6AAF8EE73EB887AC7EDFB2D2960C, StartTime=2015.11.24-15.51.32, HierarchicalDDC, DataSize=1741 bytes, Retrieved=true, Duration=0.101969ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/ThirdPerson/Meshes/Bump_StaticMesh.uasset, AllOfLoadPackage_Duration=2.295639ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004634ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.043701ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012577ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.279416ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_191, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPerson/Meshes/Bump_StaticMesh.uasset, FlushAsyncLoading=0.009932ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.148650ms, TagPackageExports=0.048999ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.064891ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.004634ms, SerializeSummary=0.008605ms, SerializeNames=0.033770ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.017215ms, SortExportsNonSeekfree=0.007614ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.630025ms, SortExportsSeekfree=0.004306ms, BuildDependencyMap=0.008274ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013907ms, SerializeExports=0.056613ms, SerializeBulkData=0.008605ms, AsyncWrite=0.051647ms, UnaccountedTime=0.075154ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Materials/HealthLow.uasset, AllOfLoadPackage_Duration=0.647243ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001658ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.041053ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.009269ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.227610ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_192, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Materials/HealthLow.uasset, FlushAsyncLoading=0.019535ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.069525ms, TagPackageExports=0.005297ms, BeginCacheForCookedPlatformData=0.002649ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Mannequin/Character/Textures/UE4_Mannequin_MAT_MASKA.uasset, AllOfLoadPackage_Duration=1.294822ms, AllOfLoadPackage_HitCount=39, ResolveRedirectors_Duration=0.001658ms, ResolveRedirectors_HitCount=39, CacheForCookedPlatformData_Duration=4.512157ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.043038ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.083428ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.846381ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId7DD710DF4B0C2D280045CEA328218379_261, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__93E5E5D4F615EF636436CEFD35B5A384CC018943, StartTime=2015.11.24-15.51.32, HierarchicalDDC, Duration=0.017218ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdD9ABAEF944E30665EA6A2A982335087F_41, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__93E5E5D4F615EF636436CEFD35B5A384CC018943, StartTime=2015.11.24-15.51.32, HierarchicalDDC, DataSize=4452 bytes, Retrieved=true, Duration=0.116538ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdF206744B452FB07762796DA1E382DD85_33, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__07A88AF74FC1E73AB09610F8C968130817CECAC3, StartTime=2015.11.24-15.51.32, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=1.039561ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_31, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__36D14B777ED17E3D5FC75B48AED96537AE53896D, StartTime=2015.11.24-15.51.32, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=4.061241ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdF206744B452FB07762796DA1E382DD85_34, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__60DD8B40791EDDF0CEA9C6EA24FB368B50CCE7B2, StartTime=2015.11.24-15.51.32, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.190698ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdF206744B452FB07762796DA1E382DD85_35, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__54360FB6FDE14A1E68B0C73A350C5AF456C27A04, StartTime=2015.11.24-15.51.32, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.100315ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_193, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Textures/UE4_Mannequin_MAT_MASKA.uasset, FlushAsyncLoading=0.014234ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.126470ms, TagPackageExports=0.045359ms, BeginCacheForCookedPlatformData=0.033438ms, SerializeImports=0.053301ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004303ms, SerializeSummary=0.010263ms, SerializeNames=0.017878ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010926ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.010595ms, SortExportsSeekfreeInner=0.153616ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.003975ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011589ms, SerializeExports=0.048336ms, SerializeBulkData=0.111237ms, AsyncWrite=0.159245ms, UnaccountedTime=0.172157ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Tests/ThirdPersonCharacter2D.uasset, AllOfLoadPackage_Duration=0.047345ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=2.778340ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.057608ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=4.164860ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=311.456654ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_194, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Tests/ThirdPersonCharacter2D.uasset, FlushAsyncLoading=0.013907ms, FlushStreamingFunc=0.004966ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.216849ms, TagPackageExports=131.991745ms, BeginCacheForCookedPlatformData=0.085417ms, SerializeImports=2.771389ms, GatherLocalizableTextData=0.014238ms, MarkNames=0.150304ms, SerializeSummary=0.023175ms, SerializeNames=0.683330ms, SerializeGatherableTextData=0.009600ms, BuildExportMap=1.504716ms, SortExportsNonSeekfree=13.508658ms, SortExportsSeekfreeConstructor=0.036746ms, SortExportsSeekfreeInner=15.571229ms, SortExportsSeekfree=0.015561ms, BuildDependencyMap=0.215195ms, SerializeImportMap=0.035092ms, SerializeExportMap=0.061247ms, SerializeDependencyMap=0.022516ms, SerializeStringAssetReferenceMap=0.005629ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.028800ms, SerializeExports=0.839926ms, SerializeBulkData=0.017878ms, AsyncWrite=0.594605ms, UnaccountedTime=0.765763ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Tests/ThirdPersonCharacter.uasset, AllOfLoadPackage_Duration=0.571426ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002317ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.042375ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.009928ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.054458ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_195, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Tests/ThirdPersonCharacter.uasset, FlushAsyncLoading=0.011917ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.087403ms, TagPackageExports=0.005625ms, BeginCacheForCookedPlatformData=0.002652ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Tests/PengSprite2_Sprite.uasset, AllOfLoadPackage_Duration=0.043370ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003643ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.032444ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.009935ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.819894ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
SavePackageTransactionId92AD2948466682B6C94E05AB6B7EB1FB_196, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Tests/PengSprite2_Sprite.uasset, FlushAsyncLoading=0.009269ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.089057ms, TagPackageExports=0.019867ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.037409ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005297ms, SerializeSummary=0.009600ms, SerializeNames=0.037741ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.021186ms, SortExportsNonSeekfree=0.006955ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.494286ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011921ms, SerializeExports=0.023175ms, SerializeBulkData=0.007946ms, AsyncWrite=0.057939ms, UnaccountedTime=0.075813ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Tests/PengSprite2.uasset, AllOfLoadPackage_Duration=0.372466ms, AllOfLoadPackage_HitCount=12, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=12, CacheForCookedPlatformData_Duration=1.421615ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.041384ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.073832ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.545105ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId7DD710DF4B0C2D280045CEA328218379_262, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_255B66AD4EBB8884EABBDBB0B647D__04B2DA85CEA46C165B1EE0D2BF83BA8DFC723CF8, StartTime=2015.11.24-15.51.33, HierarchicalDDC, Duration=0.083100ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId7DD710DF4B0C2D280045CEA328218379_263, CachedDataProbablyExists, Parent=DDCTransactionId7DD710DF4B0C2D280045CEA328218379_262, StartTime=2015.11.24-15.51.33, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.064228ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdF206744B452FB07762796DA1E382DD85_36, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_255B66AD4EBB8884EABBDBB0B647D__04B2DA85CEA46C165B1EE0D2BF83BA8DFC723CF8, StartTime=2015.11.24-15.51.33, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.185728ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdF206744B452FB07762796DA1E382DD85_37, CachedDataProbablyExists, Parent=DDCTransactionIdF206744B452FB07762796DA1E382DD85_36, StartTime=2015.11.24-15.51.33, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.053965ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionIdF206744B452FB07762796DA1E382DD85_38, GetCachedData, Parent=DDCTransactionIdF206744B452FB07762796DA1E382DD85_36, StartTime=2015.11.24-15.51.33, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.095014ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_32, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_255B66AD4EBB8884EABBDBB0B647D__D1D37B3B8150C144E9A5EF04FC8ECEF960E91278, StartTime=2015.11.24-15.51.33, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.440657ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_33, CachedDataProbablyExists, Parent=DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_32, StartTime=2015.11.24-15.51.33, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.059262ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_34, GetCachedData, Parent=DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_32, StartTime=2015.11.24-15.51.33, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.185732ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_35, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_255B66AD4EBB8884EABBDBB0B647D__DB0A941B7E3852B295BAA891DBAAC3A255F41E5A, StartTime=2015.11.24-15.51.33, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.217181ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_36, CachedDataProbablyExists, Parent=DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_35, StartTime=2015.11.24-15.51.33, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048999ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_37, GetCachedData, Parent=DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_35, StartTime=2015.11.24-15.51.33, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.101309ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_38, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_255B66AD4EBB8884EABBDBB0B647D__2C1F32795FD21BD22291E51A84AFFC6328AC39EE, StartTime=2015.11.24-15.51.33, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.165202ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_39, CachedDataProbablyExists, Parent=DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_38, StartTime=2015.11.24-15.51.33, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.046019ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_40, GetCachedData, Parent=DDCTransactionId483C1F224C0441F8B09C1DA8AC135E24_38, StartTime=2015.11.24-15.51.33, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.084423ms, RunGuid=RunIDBD9BBB7642164E64D71F59A18D020CCA
