DDCTransactionId99A2E8ED480105C676BC199D286565EE_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.26-13.56.38, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.488330ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId99A2E8ED480105C676BC199D286565EE_191, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_185D6B4F4AD6DB147__2FEFBDC4E913574A4182FDD933EEBBCDC0AF5437, StartTime=2015.10.26-13.56.50, HierarchicalDDC, DataSize=2137 bytes, Retrieved=true, Duration=0.071179ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId99A2E8ED480105C676BC199D286565EE_192, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufB6FF54DE__2D94A9D69B978960EDA9D9B59C0995573D190964, StartTime=2015.10.26-13.56.50, HierarchicalDDC, DataSize=140822 bytes, Retrieved=true, Duration=0.391658ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId99A2E8ED480105C676BC199D286565EE_193, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufB6FF54DE__CBEF8B89BE30CAD85EDE1B7F13D18B6A06676486, StartTime=2015.10.26-13.56.50, HierarchicalDDC, DataSize=109092 bytes, Retrieved=true, Duration=0.312202ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Geometry/Meshes/TemplateFloor.uasset, AllOfLoadPackage_Duration=10.922007ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.005297ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.029467ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016555ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.979470ms, SaveCookedPackage_HitCount=1, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_174, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Geometry/Meshes/TemplateFloor.uasset, FlushAsyncLoading=0.009932ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.156928ms, TagPackageExports=0.062905ms, BeginCacheForCookedPlatformData=0.003971ms, SerializeImports=0.072174ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004966ms, SerializeSummary=0.009600ms, SerializeNames=0.033107ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.018205ms, SortExportsNonSeekfree=0.007287ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.647575ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014238ms, SerializeExports=0.070184ms, SerializeBulkData=0.009272ms, AsyncWrite=0.061579ms, UnaccountedTime=0.098325ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Geometry/Meshes/CubeMaterial.uasset, AllOfLoadPackage_Duration=0.045359ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007946ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.025824ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.018209ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.939074ms, SaveCookedPackage_HitCount=1, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_175, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Geometry/Meshes/CubeMaterial.uasset, FlushAsyncLoading=0.008605ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.121504ms, TagPackageExports=0.334051ms, BeginCacheForCookedPlatformData=0.005625ms, SerializeImports=0.973679ms, GatherLocalizableTextData=0.007283ms, MarkNames=0.004966ms, SerializeSummary=0.009932ms, SerializeNames=0.066876ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.017215ms, SortExportsNonSeekfree=0.009600ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.667106ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018872ms, SerializeExports=0.539977ms, SerializeBulkData=0.011586ms, AsyncWrite=0.108588ms, UnaccountedTime=0.092369ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId99A2E8ED480105C676BC199D286565EE_194, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_EC__81B316288C74A1C032F827E2E46F34938359C68A, StartTime=2015.10.26-13.56.50, HierarchicalDDC, DataSize=15377 bytes, Retrieved=true, Duration=0.152621ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId99A2E8ED480105C676BC199D286565EE_195, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C06F4805469AF1F43951FC9D9ABD2ED__23CA2FA42E0AE6267BF87EE10646A317484C33E4, StartTime=2015.10.26-13.56.50, HierarchicalDDC, DataSize=9114 bytes, Retrieved=true, Duration=0.119187ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId99A2E8ED480105C676BC199D286565EE_196, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_C06F4805469AF1F43__F876C557423E3DE3AA8C18D648BB3221B1219B03, StartTime=2015.10.26-13.56.50, HierarchicalDDC, DataSize=2797 bytes, Retrieved=true, Duration=0.072502ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Geometry/Meshes/1M_Cube_Chamfer.uasset, AllOfLoadPackage_Duration=2.430718ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004303ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.030462ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.013571ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.816913ms, SaveCookedPackage_HitCount=1, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_176, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Geometry/Meshes/1M_Cube_Chamfer.uasset, FlushAsyncLoading=0.008605ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.126138ms, TagPackageExports=0.050653ms, BeginCacheForCookedPlatformData=0.003640ms, SerializeImports=0.066876ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004966ms, SerializeSummary=0.008609ms, SerializeNames=0.030126ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.018209ms, SortExportsNonSeekfree=0.007614ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.631351ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013903ms, SerializeExports=0.060920ms, SerializeBulkData=0.009269ms, AsyncWrite=0.059921ms, UnaccountedTime=0.072505ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId99A2E8ED480105C676BC199D286565EE_197, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_8F__FD93DB66786843C43455E07C0047B60A0AFA33F2, StartTime=2015.10.26-13.56.50, HierarchicalDDC, DataSize=1817 bytes, Retrieved=true, Duration=0.186391ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId99A2E8ED480105C676BC199D286565EE_198, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_86B743CE46BEC7BF68209087B83478B__634FD84F81F548B399FA71EE019BE3859D4C1F20, StartTime=2015.10.26-13.56.50, HierarchicalDDC, DataSize=1722 bytes, Retrieved=true, Duration=0.276778ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId99A2E8ED480105C676BC199D286565EE_199, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_86B743CE46BEC7BF6__72513EFDF8BF0C26817E8788025CDD710D14D01A, StartTime=2015.10.26-13.56.50, HierarchicalDDC, DataSize=829 bytes, Retrieved=true, Duration=0.066213ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Geometry/Meshes/1M_Cube.uasset, AllOfLoadPackage_Duration=3.527556ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003971ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.031453ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015892ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=24.855763ms, SaveCookedPackage_HitCount=1, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_177, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Geometry/Meshes/1M_Cube.uasset, FlushAsyncLoading=0.009600ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.136402ms, TagPackageExports=0.048999ms, BeginCacheForCookedPlatformData=0.003971ms, SerializeImports=0.084754ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.004966ms, SerializeSummary=0.010263ms, SerializeNames=0.049330ms, SerializeGatherableTextData=0.002977ms, BuildExportMap=0.021853ms, SortExportsNonSeekfree=0.007946ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.632677ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002321ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014566ms, SerializeExports=0.091378ms, SerializeBulkData=0.009600ms, AsyncWrite=0.057276ms, UnaccountedTime=22.970646ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/UI/TimeMeter.uasset, AllOfLoadPackage_Duration=475.024886ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.045687ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.032112ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.059921ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=6.935921ms, SaveCookedPackage_HitCount=1, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_178, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/UI/TimeMeter.uasset, FlushAsyncLoading=0.009932ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.099324ms, TagPackageExports=1.468297ms, BeginCacheForCookedPlatformData=0.007283ms, SerializeImports=0.185732ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.013907ms, SerializeSummary=0.009600ms, SerializeNames=0.063896ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.112563ms, SortExportsNonSeekfree=0.125475ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=1.288857ms, SortExportsSeekfree=0.005297ms, BuildDependencyMap=0.020195ms, SerializeImportMap=0.006292ms, SerializeExportMap=0.006620ms, SerializeDependencyMap=0.003640ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013243ms, SerializeExports=0.076476ms, SerializeBulkData=0.008941ms, AsyncWrite=0.069857ms, UnaccountedTime=0.109583ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Blueprints/TestEnemy.uasset, AllOfLoadPackage_Duration=0.039067ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.154942ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.030790ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.230096ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=25.969479ms, SaveCookedPackage_HitCount=1, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_179, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/TestEnemy.uasset, FlushAsyncLoading=0.009272ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.175469ms, TagPackageExports=6.988231ms, BeginCacheForCookedPlatformData=0.017215ms, SerializeImports=0.341333ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.027809ms, SerializeSummary=0.010263ms, SerializeNames=0.117529ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.321139ms, SortExportsNonSeekfree=0.394307ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=7.496092ms, SortExportsSeekfree=0.009604ms, BuildDependencyMap=0.031449ms, SerializeImportMap=0.011917ms, SerializeExportMap=0.010263ms, SerializeDependencyMap=0.004303ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020526ms, SerializeExports=0.109255ms, SerializeBulkData=0.009269ms, AsyncWrite=0.086080ms, UnaccountedTime=0.119183ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId99A2E8ED480105C676BC199D286565EE_200, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf8B49493B__63425B8511C63DE45F521FF3048511BAFAD497B5, StartTime=2015.10.26-13.56.50, HierarchicalDDC, DataSize=145767 bytes, Retrieved=true, Duration=0.396952ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId99A2E8ED480105C676BC199D286565EE_201, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf8B49493B__09C42B72BDA1D111D402BDA32881FF9102009924, StartTime=2015.10.26-13.56.50, HierarchicalDDC, DataSize=138753 bytes, Retrieved=true, Duration=0.409205ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Defaultpparticle.uasset, AllOfLoadPackage_Duration=104.013663ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.005957ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.037745ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.191689ms, SavePackageCacheForCookedPlatformData_HitCount=4, SaveCookedPackage_Duration=7.260036ms, SaveCookedPackage_HitCount=3, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_180, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Defaultpparticle.uasset, FlushAsyncLoading=0.010595ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.140373ms, TagPackageExports=0.067871ms, BeginCacheForCookedPlatformData=0.004966ms, SerializeImports=0.127129ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.009600ms, SerializeSummary=0.010926ms, SerializeNames=0.073500ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.100974ms, SortExportsNonSeekfree=0.119187ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.681009ms, SortExportsSeekfree=0.004638ms, BuildDependencyMap=0.014897ms, SerializeImportMap=0.004634ms, SerializeExportMap=0.005629ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012249ms, SerializeExports=0.105280ms, SerializeBulkData=0.011589ms, AsyncWrite=0.064228ms, UnaccountedTime=0.090711ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId99A2E8ED480105C676BC199D286565EE_202, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_730EB88C4DC52E20E2729B97E16F3__113C38F36EB224851E231FFBB12DCA68B54F672C, StartTime=2015.10.26-13.56.50, HierarchicalDDC, Duration=0.009932ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId66243E9148F1279B098B819F48B52597_34, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_730EB88C4DC52E20E2729B97E16F3__113C38F36EB224851E231FFBB12DCA68B54F672C, StartTime=2015.10.26-13.56.50, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.106934ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_181, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/OrientParticle.uasset, FlushAsyncLoading=0.006951ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.066213ms, TagPackageExports=0.048008ms, BeginCacheForCookedPlatformData=0.036418ms, SerializeImports=0.051644ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.002980ms, SerializeSummary=0.005960ms, SerializeNames=0.011917ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.007283ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.151630ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.004966ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008937ms, SerializeExports=0.047013ms, SerializeBulkData=0.007283ms, AsyncWrite=0.047676ms, UnaccountedTime=0.128124ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_182, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultParticle.uasset, FlushAsyncLoading=0.007287ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.001986ms, ResetLoadersForSaveUnMarkAllObjects=0.063233ms, TagPackageExports=0.343651ms, BeginCacheForCookedPlatformData=0.004966ms, SerializeImports=0.362851ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004306ms, SerializeSummary=0.006620ms, SerializeNames=0.055287ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.012912ms, SortExportsNonSeekfree=0.005957ms, SortExportsSeekfreeConstructor=0.006955ms, SortExportsSeekfreeInner=0.712793ms, SortExportsSeekfree=0.004634ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.002977ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.587977ms, SerializeBulkData=0.009935ms, AsyncWrite=0.114553ms, UnaccountedTime=0.089388ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
../../../Engine/Content/MobileResources/HUD/VirtualJoystick_Background.uasset, AllOfLoadPackage_Duration=0.621423ms, AllOfLoadPackage_HitCount=7, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=7, CacheForCookedPlatformData_Duration=0.779338ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.033107ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.078794ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.754008ms, SaveCookedPackage_HitCount=1, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId99A2E8ED480105C676BC199D286565EE_203, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BD2910D742B4B4778E3374B97767851__F910B2E0445BFA5900D0CD3EC9C80B5608789FD4, StartTime=2015.10.26-13.56.50, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId998CA4B148CE63FB63BE4F8B712D5E15_35, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BD2910D742B4B4778E3374B97767851__F910B2E0445BFA5900D0CD3EC9C80B5608789FD4, StartTime=2015.10.26-13.56.50, HierarchicalDDC, DataSize=262456 bytes, Retrieved=true, Duration=0.487998ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
SavePackageTransactionId96AA957848B224D81CB218A4BD9270B5_183, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/VirtualJoystick_Background.uasset, FlushAsyncLoading=0.009269ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.082105ms, TagPackageExports=0.050325ms, BeginCacheForCookedPlatformData=0.037409ms, SerializeImports=0.053633ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003975ms, SerializeSummary=0.007614ms, SerializeNames=0.017878ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008609ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.154611ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.079125ms, SerializeBulkData=0.009269ms, AsyncWrite=0.084426ms, UnaccountedTime=0.160236ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
../../../Engine/Content/MobileResources/HUD/MobileHUDButton3.uasset, AllOfLoadPackage_Duration=0.590298ms, AllOfLoadPackage_HitCount=2, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=2, CacheForCookedPlatformData_Duration=0.288691ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.029135ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.085086ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=8.566111ms, SaveCookedPackage_HitCount=1, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId99A2E8ED480105C676BC199D286565EE_204, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C49FDA8C4EFE04B87EBA5CB5A57D2__068B523AE52B2D61E14EDFB3764754121E26AA52, StartTime=2015.10.26-13.56.50, HierarchicalDDC, Duration=0.014566ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
DDCTransactionId66243E9148F1279B098B819F48B52597_35, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C49FDA8C4EFE04B87EBA5CB5A57D2__068B523AE52B2D61E14EDFB3764754121E26AA52, StartTime=2015.10.26-13.56.50, HierarchicalDDC, DataSize=1882 bytes, Retrieved=true, Duration=0.111569ms, RunGuid=RunID7DC4DEC2481B5DDE5DE9C8ADB718036D
