DDCTransactionId6456C148451451DBE52729B5FEB22698_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.30-12.42.54, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.503227ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionIdF003B8B14AD320D4F4017A88E906F43A_72, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_91A201FE4781221C42DEDE91696E4__3DBDECE29606A698D5C4A0999706EDB1D150A05A, StartTime=2015.11.30-12.43.45, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=1.314681ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId59CF55B942DF411956A84EA7B1177D3F_59, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_91A201FE4781221C42DEDE91696E4__728CB71FAFD2E4C073DBD859949037CB00598117, StartTime=2015.11.30-12.43.45, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.848200ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId59CF55B942DF411956A84EA7B1177D3F_60, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_91A201FE4781221C42DEDE91696E4__10B419121147129CD66800CC97EDE0AD2FF2BC3B, StartTime=2015.11.30-12.43.45, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=53.496979ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_220, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/PersonaAnimEditorTutorial.uasset, FlushAsyncLoading=0.012249ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.072505ms, TagPackageExports=0.007614ms, BeginCacheForCookedPlatformData=0.002317ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_221, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/PersonaAnimEditorWalkthrough.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.002321ms, ResetLoadersForSaveUnMarkAllObjects=0.067867ms, TagPackageExports=0.187386ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.161566ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005625ms, SerializeSummary=0.008609ms, SerializeNames=0.066545ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.035428ms, SortExportsNonSeekfree=0.006288ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.423439ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002649ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.167191ms, SerializeBulkData=0.008278ms, AsyncWrite=0.058267ms, UnaccountedTime=0.097997ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_222, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/NewBlendSpace1D.uasset, FlushAsyncLoading=0.012249ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.130773ms, TagPackageExports=0.015892ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.030458ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.005629ms, SerializeSummary=0.007283ms, SerializeNames=0.027146ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.035424ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.326436ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.007287ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013907ms, SerializeExports=0.021189ms, SerializeBulkData=0.007283ms, AsyncWrite=0.051979ms, UnaccountedTime=0.081770ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_223, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/Tutorial_Idle.uasset, FlushAsyncLoading=0.010926ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002977ms, ResetLoadersForSaveUnMarkAllObjects=0.143684ms, TagPackageExports=0.189703ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.238370ms, GatherLocalizableTextData=0.004303ms, MarkNames=0.004634ms, SerializeSummary=0.008609ms, SerializeNames=0.024501ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.011586ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.509847ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016220ms, SerializeExports=0.210561ms, SerializeBulkData=0.009932ms, AsyncWrite=0.069194ms, UnaccountedTime=0.077140ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_224, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_Skeleton.uasset, FlushAsyncLoading=0.011917ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.067540ms, TagPackageExports=0.022512ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.044361ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.006624ms, SerializeNames=0.059921ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.007279ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.095680ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.004966ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009272ms, SerializeExports=0.044364ms, SerializeBulkData=0.006951ms, AsyncWrite=0.045687ms, UnaccountedTime=0.061247ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_225, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/Tutorial_Walk_Fwd.uasset, FlushAsyncLoading=0.012580ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.152621ms, TagPackageExports=0.101306ms, BeginCacheForCookedPlatformData=0.003971ms, SerializeImports=0.117201ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004303ms, SerializeSummary=0.007946ms, SerializeNames=0.024498ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.011921ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.421781ms, SortExportsSeekfree=0.005960ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002645ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016887ms, SerializeExports=0.118520ms, SerializeBulkData=0.009272ms, AsyncWrite=0.066549ms, UnaccountedTime=49.718140ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_226, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP.uasset, FlushAsyncLoading=0.013575ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.167854ms, TagPackageExports=0.037082ms, BeginCacheForCookedPlatformData=0.005625ms, SerializeImports=0.059925ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.006620ms, SerializeSummary=0.010263ms, SerializeNames=0.097997ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.029795ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.588641ms, SortExportsSeekfree=0.004306ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.073496ms, SerializeExportMap=0.003643ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014234ms, SerializeExports=0.185400ms, SerializeBulkData=0.012249ms, AsyncWrite=0.113890ms, UnaccountedTime=0.077471ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_227, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_Mat.uasset, FlushAsyncLoading=0.017550ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.133753ms, TagPackageExports=0.561826ms, BeginCacheForCookedPlatformData=0.007283ms, SerializeImports=0.635326ms, GatherLocalizableTextData=0.004966ms, MarkNames=0.004634ms, SerializeSummary=0.010595ms, SerializeNames=0.061247ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.017546ms, SortExportsNonSeekfree=0.031453ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.845224ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.009932ms, SerializeImportMap=0.002977ms, SerializeExportMap=0.003643ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019200ms, SerializeExports=0.908788ms, SerializeBulkData=0.011589ms, AsyncWrite=0.130109ms, UnaccountedTime=0.110909ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_228, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_PhysicsAsset.uasset, FlushAsyncLoading=0.014234ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.076808ms, TagPackageExports=0.238370ms, BeginCacheForCookedPlatformData=0.005629ms, SerializeImports=0.362191ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.009269ms, SerializeSummary=0.009272ms, SerializeNames=0.053633ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.021189ms, SortExportsNonSeekfree=1.867235ms, SortExportsSeekfreeConstructor=0.021189ms, SortExportsSeekfreeInner=0.676047ms, SortExportsSeekfree=0.006620ms, BuildDependencyMap=0.020526ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.009600ms, SerializeDependencyMap=0.003640ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016883ms, SerializeExports=0.291012ms, SerializeBulkData=0.009600ms, AsyncWrite=0.076476ms, UnaccountedTime=0.138059ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_229, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/PersonaAnimBlueprintEditorWalkthrough.uasset, FlushAsyncLoading=0.013571ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.079453ms, TagPackageExports=0.235721ms, BeginCacheForCookedPlatformData=0.005629ms, SerializeImports=0.202615ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005629ms, SerializeSummary=0.008605ms, SerializeNames=0.100978ms, SerializeGatherableTextData=0.004634ms, BuildExportMap=0.026155ms, SortExportsNonSeekfree=0.006951ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.493955ms, SortExportsSeekfree=0.005297ms, BuildDependencyMap=0.009272ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002649ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.218507ms, SerializeBulkData=0.008941ms, AsyncWrite=0.062574ms, UnaccountedTime=0.079457ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_230, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_AnimBlueprint.uasset, FlushAsyncLoading=0.012912ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.151962ms, TagPackageExports=2.608169ms, BeginCacheForCookedPlatformData=0.011258ms, SerializeImports=0.131436ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.015557ms, SerializeSummary=0.009604ms, SerializeNames=0.072833ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.143353ms, SortExportsNonSeekfree=0.156268ms, SortExportsSeekfreeConstructor=0.007942ms, SortExportsSeekfreeInner=1.057770ms, SortExportsSeekfree=0.009272ms, BuildDependencyMap=0.023175ms, SerializeImportMap=0.007618ms, SerializeExportMap=0.005294ms, SerializeDependencyMap=0.003308ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020862ms, SerializeExports=0.045024ms, SerializeBulkData=0.008605ms, AsyncWrite=0.080120ms, UnaccountedTime=0.118192ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_231, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Character/TutorialCharacter.uasset, FlushAsyncLoading=0.013243ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.131767ms, TagPackageExports=0.319153ms, BeginCacheForCookedPlatformData=0.006288ms, SerializeImports=0.109587ms, GatherLocalizableTextData=0.010595ms, MarkNames=0.009600ms, SerializeSummary=0.008941ms, SerializeNames=0.039395ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.062242ms, SortExportsNonSeekfree=0.016883ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=7.355057ms, SortExportsSeekfree=0.010595ms, BuildDependencyMap=0.016224ms, SerializeImportMap=0.004966ms, SerializeExportMap=0.003971ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020199ms, SerializeExports=0.052307ms, SerializeBulkData=0.008941ms, AsyncWrite=0.073168ms, UnaccountedTime=0.105608ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_232, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Paper2D/SpriteEditorTutorial.uasset, FlushAsyncLoading=0.025496ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.076476ms, TagPackageExports=0.128783ms, BeginCacheForCookedPlatformData=0.004638ms, SerializeImports=0.115875ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.005960ms, SerializeSummary=0.008941ms, SerializeNames=0.065882ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.024829ms, SortExportsNonSeekfree=0.005629ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.351928ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009600ms, SerializeExports=0.127465ms, SerializeBulkData=0.007614ms, AsyncWrite=0.061911ms, UnaccountedTime=0.072833ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_233, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Paper2D/FlipbookEditorTutorial.uasset, FlushAsyncLoading=0.011258ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.064891ms, TagPackageExports=0.178445ms, BeginCacheForCookedPlatformData=0.004966ms, SerializeImports=0.107598ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.005629ms, SerializeSummary=0.007946ms, SerializeNames=0.061907ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.024166ms, SortExportsNonSeekfree=0.005297ms, SortExportsSeekfreeConstructor=0.006955ms, SortExportsSeekfreeInner=0.326436ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.079788ms, SerializeBulkData=0.008609ms, AsyncWrite=0.052642ms, UnaccountedTime=0.072833ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId6456C148451451DBE52729B5FEB22698_328, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BCE8FE5741A00FEBD2B9A5B20374AA1__4410B99AB8D8E546A8817042EF75F318D48732CD, StartTime=2015.11.30-12.43.46, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_234, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Paper2D/TutorialAssets/Paper2DFlipbook_TutorialIcon.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.002645ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.068866ms, TagPackageExports=0.082437ms, BeginCacheForCookedPlatformData=0.035755ms, SerializeImports=0.054624ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004306ms, SerializeSummary=0.009269ms, SerializeNames=0.019863ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009604ms, SortExportsSeekfreeInner=0.149973ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002652ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012580ms, SerializeExports=0.047009ms, SerializeBulkData=0.007614ms, AsyncWrite=0.065550ms, UnaccountedTime=0.173811ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
DDCTransactionId59CF55B942DF411956A84EA7B1177D3F_61, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BCE8FE5741A00FEBD2B9A5B20374AA1__4410B99AB8D8E546A8817042EF75F318D48732CD, StartTime=2015.11.30-12.43.46, HierarchicalDDC, DataSize=16696 bytes, Retrieved=true, Duration=149.308701ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_235, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Landscape/Landscape_Manage_Mode.uasset, FlushAsyncLoading=0.013571ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.075150ms, TagPackageExports=0.147987ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.182752ms, GatherLocalizableTextData=0.004966ms, MarkNames=0.005629ms, SerializeSummary=0.008941ms, SerializeNames=0.075150ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.024166ms, SortExportsNonSeekfree=0.005297ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.363845ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.003975ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.148319ms, SerializeBulkData=0.007614ms, AsyncWrite=0.051979ms, UnaccountedTime=0.085086ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_236, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Landscape/Landscape_Sculpt_Mode.uasset, FlushAsyncLoading=0.010591ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.065882ms, TagPackageExports=0.174142ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.181098ms, GatherLocalizableTextData=0.002645ms, MarkNames=0.004970ms, SerializeSummary=0.017215ms, SerializeNames=0.095017ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.033107ms, SortExportsNonSeekfree=0.004970ms, SortExportsSeekfreeConstructor=0.017546ms, SortExportsSeekfreeInner=0.362519ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.004306ms, SerializeExportMap=0.002645ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008609ms, SerializeExports=0.309221ms, SerializeBulkData=0.011254ms, AsyncWrite=0.060588ms, UnaccountedTime=0.074159ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_237, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Landscape/Landscape_Painting_Mode.uasset, FlushAsyncLoading=0.012252ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.070516ms, TagPackageExports=0.206254ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.241682ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005960ms, SerializeSummary=0.009932ms, SerializeNames=0.085413ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.025161ms, SortExportsNonSeekfree=0.005297ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.470780ms, SortExportsSeekfree=0.004634ms, BuildDependencyMap=0.008609ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012249ms, SerializeExports=0.271477ms, SerializeBulkData=0.009932ms, AsyncWrite=0.066545ms, UnaccountedTime=148.244324ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
SavePackageTransactionId7FEA88F04E82F6912D3FAFAE736AC900_238, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Foliage/Foliage_Intro_Tutorial.uasset, FlushAsyncLoading=0.013243ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.085749ms, TagPackageExports=0.147656ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.148650ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005297ms, SerializeSummary=0.009604ms, SerializeNames=0.071179ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.024829ms, SortExportsNonSeekfree=0.005629ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.467472ms, SortExportsSeekfree=0.005297ms, BuildDependencyMap=0.009269ms, SerializeImportMap=0.004303ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011917ms, SerializeExports=0.186063ms, SerializeBulkData=0.010263ms, AsyncWrite=0.099652ms, UnaccountedTime=0.089720ms, RunGuid=RunID77AB5CBA4C7AAC5090EF439F99BD1A0E
