DDCTransactionId7570C5A640094491AD60F582DD3C56A1_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.24-15.49.08, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.619765ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId5746D15B4D63FC1BFDE80C8259DDF3FF_41, GetCachedData, Parent=DDCTransactionId5746D15B4D63FC1BFDE80C8259DDF3FF_39, StartTime=2015.11.24-15.49.44, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.109252ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId5746D15B4D63FC1BFDE80C8259DDF3FF_42, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__406E3FE67F65C121C0E6FD2F2A22BE2F3D06995B, StartTime=2015.11.24-15.49.44, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.376094ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId5746D15B4D63FC1BFDE80C8259DDF3FF_43, CachedDataProbablyExists, Parent=DDCTransactionId5746D15B4D63FC1BFDE80C8259DDF3FF_42, StartTime=2015.11.24-15.49.44, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.250291ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId5746D15B4D63FC1BFDE80C8259DDF3FF_44, GetCachedData, Parent=DDCTransactionId5746D15B4D63FC1BFDE80C8259DDF3FF_42, StartTime=2015.11.24-15.49.44, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.089720ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_213, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0008.uasset, FlushAsyncLoading=0.012580ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.112567ms, TagPackageExports=0.048008ms, BeginCacheForCookedPlatformData=0.033107ms, SerializeImports=0.049327ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.008278ms, SerializeNames=0.012249ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.033438ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=0.362851ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.005629ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.050325ms, SerializeBulkData=0.186391ms, AsyncWrite=1.163382ms, UnaccountedTime=31.854916ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Hey.uasset, AllOfLoadPackage_Duration=0.770733ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002977ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.044692ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010595ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.328915ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_214, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Hey.uasset, FlushAsyncLoading=0.012584ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.078794ms, TagPackageExports=0.009932ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.025488ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.027150ms, SerializeSummary=0.012580ms, SerializeNames=0.016551ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.012249ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.242013ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.006955ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012580ms, SerializeExports=0.009604ms, SerializeBulkData=0.007614ms, AsyncWrite=0.072833ms, UnaccountedTime=0.077140ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite.uasset, AllOfLoadPackage_Duration=0.974670ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001658ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.037741ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.007614ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.611156ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_215, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/finalfantasy6_locke_sheet_Sprite.uasset, FlushAsyncLoading=0.009604ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.002652ms, ResetLoadersForSaveUnMarkAllObjects=0.063565ms, TagPackageExports=0.005297ms, BeginCacheForCookedPlatformData=0.001986ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId7570C5A640094491AD60F582DD3C56A1_221, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf8B49493B__63425B8511C63DE45F521FF3048511BAFAD497B5, StartTime=2015.11.24-15.49.45, HierarchicalDDC, DataSize=145767 bytes, Retrieved=true, Duration=0.395630ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId7570C5A640094491AD60F582DD3C56A1_222, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf8B49493B__09C42B72BDA1D111D402BDA32881FF9102009924, StartTime=2015.11.24-15.49.45, HierarchicalDDC, DataSize=138753 bytes, Retrieved=true, Duration=11.307042ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/TestEnemy.uasset, AllOfLoadPackage_Duration=858.838599ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.270151ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.044033ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.895545ms, SavePackageCacheForCookedPlatformData_HitCount=4, SaveCookedPackage_Duration=78.912254ms, SaveCookedPackage_HitCount=3, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_216, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/TestEnemy.uasset, FlushAsyncLoading=0.013243ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.201620ms, TagPackageExports=20.996805ms, BeginCacheForCookedPlatformData=3.129277ms, SerializeImports=0.594270ms, GatherLocalizableTextData=0.004634ms, MarkNames=0.040062ms, SerializeSummary=0.013571ms, SerializeNames=0.168186ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.577386ms, SortExportsNonSeekfree=0.724714ms, SortExportsSeekfreeConstructor=0.011586ms, SortExportsSeekfreeInner=11.130914ms, SortExportsSeekfree=0.013571ms, BuildDependencyMap=0.049662ms, SerializeImportMap=0.019532ms, SerializeExportMap=0.014901ms, SerializeDependencyMap=0.005629ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022843ms, SerializeExports=0.191029ms, SerializeBulkData=0.011586ms, AsyncWrite=0.084091ms, UnaccountedTime=0.114217ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId7570C5A640094491AD60F582DD3C56A1_223, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_730EB88C4DC52E20E2729B97E16F3__113C38F36EB224851E231FFBB12DCA68B54F672C, StartTime=2015.11.24-15.49.45, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_217, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/OrientParticle.uasset, FlushAsyncLoading=0.011254ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.106603ms, TagPackageExports=0.242013ms, BeginCacheForCookedPlatformData=0.042375ms, SerializeImports=0.058599ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003975ms, SerializeSummary=0.011917ms, SerializeNames=0.014234ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.324119ms, SortExportsSeekfree=0.005629ms, BuildDependencyMap=0.009269ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017878ms, SerializeExports=0.140704ms, SerializeBulkData=0.010263ms, AsyncWrite=1.424927ms, UnaccountedTime=0.167850ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId5746D15B4D63FC1BFDE80C8259DDF3FF_45, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_730EB88C4DC52E20E2729B97E16F3__113C38F36EB224851E231FFBB12DCA68B54F672C, StartTime=2015.11.24-15.49.45, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=10.882612ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_218, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultParticle.uasset, FlushAsyncLoading=0.014238ms, FlushStreamingFunc=0.004966ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.113886ms, TagPackageExports=0.334051ms, BeginCacheForCookedPlatformData=0.006620ms, SerializeImports=0.393976ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.004634ms, SerializeSummary=0.009600ms, SerializeNames=0.057939ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.014897ms, SortExportsNonSeekfree=0.006292ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.732657ms, SortExportsSeekfree=0.004634ms, BuildDependencyMap=0.008609ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016224ms, SerializeExports=0.588644ms, SerializeBulkData=0.011254ms, AsyncWrite=0.112895ms, UnaccountedTime=0.110909ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId7570C5A640094491AD60F582DD3C56A1_224, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_70__AE4BAC871ABD901FB8D57505725AF0C2AED3BF90, StartTime=2015.11.24-15.49.45, HierarchicalDDC, DataSize=37497 bytes, Retrieved=true, Duration=0.260554ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId7570C5A640094491AD60F582DD3C56A1_225, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf733C4DD6__529E6D0B2619C7B75659EEDAFA8F2BE70B89F065, StartTime=2015.11.24-15.49.45, HierarchicalDDC, DataSize=141545 bytes, Retrieved=true, Duration=0.546929ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId7570C5A640094491AD60F582DD3C56A1_226, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf733C4DD6__D1BB83477E7138E81A74231F403025228F5604C7, StartTime=2015.11.24-15.49.45, HierarchicalDDC, DataSize=109707 bytes, Retrieved=true, Duration=12.038376ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId7570C5A640094491AD60F582DD3C56A1_227, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_05A1D3A745BE299E3E27C8974CF8CEB__A39BD7F1F58A0C8C25129C734ECF1023B5025CED, StartTime=2015.11.24-15.49.45, HierarchicalDDC, DataSize=36220 bytes, Retrieved=true, Duration=0.279091ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
DDCTransactionId7570C5A640094491AD60F582DD3C56A1_228, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_05A1D3A745BE299E3__02B5269A72B82B77C8858C58BDE7E4A854A80CE3, StartTime=2015.11.24-15.49.45, HierarchicalDDC, DataSize=6697 bytes, Retrieved=true, Duration=0.098329ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/IAMBULLETHELLO.uasset, AllOfLoadPackage_Duration=59.366856ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.131104ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.044692ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.272803ms, SavePackageCacheForCookedPlatformData_HitCount=4, SaveCookedPackage_Duration=26.160508ms, SaveCookedPackage_HitCount=3, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_219, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/IAMBULLETHELLO.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.181098ms, TagPackageExports=6.735623ms, BeginCacheForCookedPlatformData=0.022512ms, SerializeImports=0.393312ms, GatherLocalizableTextData=0.006624ms, MarkNames=0.026152ms, SerializeSummary=0.012252ms, SerializeNames=0.109915ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.242345ms, SortExportsNonSeekfree=0.320476ms, SortExportsSeekfreeConstructor=0.012249ms, SortExportsSeekfreeInner=4.160229ms, SortExportsSeekfree=0.011254ms, BuildDependencyMap=0.028472ms, SerializeImportMap=0.009932ms, SerializeExportMap=0.008609ms, SerializeDependencyMap=0.004966ms, SerializeStringAssetReferenceMap=0.002321ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019863ms, SerializeExports=0.107929ms, SerializeBulkData=0.009600ms, AsyncWrite=0.078794ms, UnaccountedTime=0.113558ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_220, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/BasicShapes/Cylinder.uasset, FlushAsyncLoading=0.012249ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.122495ms, TagPackageExports=0.053301ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.074159ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.004970ms, SerializeSummary=0.008605ms, SerializeNames=0.035096ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.017215ms, SortExportsNonSeekfree=0.007946ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.797216ms, SortExportsSeekfree=0.003975ms, BuildDependencyMap=0.008605ms, SerializeImportMap=0.003971ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.080451ms, SerializeExports=0.214532ms, SerializeBulkData=0.011921ms, AsyncWrite=0.070184ms, UnaccountedTime=0.077143ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_221, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/BasicShapes/BasicShapeMaterial.uasset, FlushAsyncLoading=0.011254ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.092369ms, TagPackageExports=0.348616ms, BeginCacheForCookedPlatformData=0.005625ms, SerializeImports=0.373781ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004303ms, SerializeSummary=0.007614ms, SerializeNames=0.079457ms, SerializeGatherableTextData=0.002649ms, BuildExportMap=0.015892ms, SortExportsNonSeekfree=0.008605ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.625063ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.007287ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014570ms, SerializeExports=0.555202ms, SerializeBulkData=0.012912ms, AsyncWrite=0.095680ms, UnaccountedTime=0.099320ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/EnemyBasicDuumy.uasset, AllOfLoadPackage_Duration=0.662141ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002317ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.043701ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.009272ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.627380ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_222, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/EnemyBasicDuumy.uasset, FlushAsyncLoading=0.012249ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.065885ms, TagPackageExports=0.005297ms, BeginCacheForCookedPlatformData=0.002649ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/EnemyBasic.uasset, AllOfLoadPackage_Duration=0.169840ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.106271ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.032447ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.144012ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=62.759992ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_223, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/EnemyBasic.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=41.769810ms, TagPackageExports=4.900832ms, BeginCacheForCookedPlatformData=0.014238ms, SerializeImports=0.243995ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.021521ms, SerializeSummary=0.011917ms, SerializeNames=0.095017ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.174806ms, SortExportsNonSeekfree=0.232745ms, SortExportsSeekfreeConstructor=0.014566ms, SortExportsSeekfreeInner=7.717248ms, SortExportsSeekfree=0.011586ms, BuildDependencyMap=0.026487ms, SerializeImportMap=0.008605ms, SerializeExportMap=0.008278ms, SerializeDependencyMap=0.003643ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020526ms, SerializeExports=0.100646ms, SerializeBulkData=0.010263ms, AsyncWrite=0.077803ms, UnaccountedTime=0.115544ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/BasicDummyEnemy.uasset, AllOfLoadPackage_Duration=155.281879ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=3.232900ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.303589ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.607513ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=41.890983ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_224, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/BasicDummyEnemy.uasset, FlushAsyncLoading=0.018537ms, FlushStreamingFunc=0.006624ms, BlockTillAllRequestsFinished=0.004966ms, ResetLoadersForSaveUnMarkAllObjects=0.240356ms, TagPackageExports=12.461152ms, BeginCacheForCookedPlatformData=0.018541ms, SerializeImports=0.390995ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.035424ms, SerializeSummary=0.010926ms, SerializeNames=0.124816ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.472106ms, SortExportsNonSeekfree=0.491638ms, SortExportsSeekfreeConstructor=0.009935ms, SortExportsSeekfreeInner=10.401234ms, SortExportsSeekfree=0.011586ms, BuildDependencyMap=0.037082ms, SerializeImportMap=0.014570ms, SerializeExportMap=0.010591ms, SerializeDependencyMap=0.004634ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020526ms, SerializeExports=0.112232ms, SerializeBulkData=0.009932ms, AsyncWrite=1.250453ms, UnaccountedTime=0.103295ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/selector.uasset, AllOfLoadPackage_Duration=0.613805ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001658ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.043370ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.007946ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.456546ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
SavePackageTransactionId490FB0CD4A456CACBFD08C804D51E377_225, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/selector.uasset, FlushAsyncLoading=0.010595ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.059925ms, TagPackageExports=0.005297ms, BeginCacheForCookedPlatformData=0.002649ms, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Defaultpparticle.uasset, AllOfLoadPackage_Duration=0.030126ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.005960ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.020858ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010595ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.028801ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF447D0374B92CAEA3EC590B84FD0A222
