DDCTransactionIdA720C9034420BC8A44F841A76903152C_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-16.52.03, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.513822ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_308, CachedDataProbablyExists, Parent=DDCTransactionIdA720C9034420BC8A44F841A76903152C_307, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.043370ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_309, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_5B0106254BE2A53858E6D080B096285B__F2A79BDD4441D1AFBB6C22FC2D35EA5E2AE54E07, StartTime=2015.11.29-16.52.20, HierarchicalDDC, Duration=0.057276ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_310, CachedDataProbablyExists, Parent=DDCTransactionIdA720C9034420BC8A44F841A76903152C_309, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.042707ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_40, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2ED598164CA0ECD6B7F9ADBD0CB87__A9FC3EE38CEE8FD97285E97B3A76DC896C203C15, StartTime=2015.11.29-16.52.20, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.225790ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_41, CachedDataProbablyExists, Parent=DDCTransactionId1E19858B415D70E9618F01B3E24E8384_40, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048667ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_42, GetCachedData, Parent=DDCTransactionId1E19858B415D70E9618F01B3E24E8384_40, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.109252ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_311, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A06CE7E74D1ABEA21AE6FE80010F1CAA__7DB32B6C8045A518A1127925E9E2F0F030618D4A, StartTime=2015.11.29-16.52.20, HierarchicalDDC, Duration=0.062905ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_312, CachedDataProbablyExists, Parent=DDCTransactionIdA720C9034420BC8A44F841A76903152C_311, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.042047ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_313, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_EA19B32040070FBADE6AB0898FFFB73E__257E40A90DBFD301044C0633FE73A0FAD708EC5C, StartTime=2015.11.29-16.52.20, HierarchicalDDC, Duration=0.061579ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_314, CachedDataProbablyExists, Parent=DDCTransactionIdA720C9034420BC8A44F841A76903152C_313, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.042375ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_43, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2ED598164CA0ECD6B7F9ADBD0CB87__81765B23C01C7335BD79502AF23A7E145BF0051C, StartTime=2015.11.29-16.52.20, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.189375ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_44, CachedDataProbablyExists, Parent=DDCTransactionId1E19858B415D70E9618F01B3E24E8384_43, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.045687ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_315, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_F054DE3E49A602FC346C36AF84C9B3C5__50B063C9F5F616C4E5BBEA59634F3852839127EE, StartTime=2015.11.29-16.52.20, HierarchicalDDC, Duration=0.191357ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_45, GetCachedData, Parent=DDCTransactionId1E19858B415D70E9618F01B3E24E8384_43, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.106275ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_316, CachedDataProbablyExists, Parent=DDCTransactionIdA720C9034420BC8A44F841A76903152C_315, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.047013ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_46, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_4985DD464736EDE7A2EF71B14F891__E3773200ECEF0D6E3479CFB219E83A225F15BE46, StartTime=2015.11.29-16.52.20, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.426751ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_47, CachedDataProbablyExists, Parent=DDCTransactionId1E19858B415D70E9618F01B3E24E8384_46, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.046019ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_48, GetCachedData, Parent=DDCTransactionId1E19858B415D70E9618F01B3E24E8384_46, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.178117ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_317, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_2EAB291946D9E547A76277BA9E87F52A_0__1A54693C80649E0D619D99AA59AD3159CFB2FCEC, StartTime=2015.11.29-16.52.20, HierarchicalDDC, Duration=0.055954ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_318, CachedDataProbablyExists, Parent=DDCTransactionIdA720C9034420BC8A44F841A76903152C_317, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.043042ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_54, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_4985DD464736EDE7A2EF71B14F891__7001A1DF60E8E0128546963FEAC761CA5BF9614C, StartTime=2015.11.29-16.52.20, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.246976ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_319, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C58647354561F04D0A9B11A6C39BDC2B_0__FFD96FC4728233613A47EAC95C256AA67761DD5A, StartTime=2015.11.29-16.52.20, HierarchicalDDC, Duration=0.064228ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_55, CachedDataProbablyExists, Parent=DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_54, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.056945ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_320, CachedDataProbablyExists, Parent=DDCTransactionIdA720C9034420BC8A44F841A76903152C_319, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.044692ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_56, GetCachedData, Parent=DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_54, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.118192ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_321, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_6424FD414CD58771312D57A17095A072_0__E6F99D52B00B2A72C74F370833BEC4E89D0CC54C, StartTime=2015.11.29-16.52.20, HierarchicalDDC, Duration=0.062242ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_322, CachedDataProbablyExists, Parent=DDCTransactionIdA720C9034420BC8A44F841A76903152C_321, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.047345ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_49, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_4985DD464736EDE7A2EF71B14F891__1B293A6AA128DB38B4FED695769E98FE43CD6251, StartTime=2015.11.29-16.52.20, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.180766ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_323, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_DA9A8AD44E4E0791029ED78F5495A5B5_0__8332A5B2E268B0DE9288294948AA138C2C532D1F, StartTime=2015.11.29-16.52.20, HierarchicalDDC, Duration=0.066545ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_50, CachedDataProbablyExists, Parent=DDCTransactionId1E19858B415D70E9618F01B3E24E8384_49, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.050321ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_57, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8B41FB944AC0D35C50A3FA88D4FEF__0077EF53DE864F52DE9EC8CAD71DA9145DE3EB6C, StartTime=2015.11.29-16.52.20, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.183079ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_324, CachedDataProbablyExists, Parent=DDCTransactionIdA720C9034420BC8A44F841A76903152C_323, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.044033ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_58, CachedDataProbablyExists, Parent=DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_57, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048667ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_51, GetCachedData, Parent=DDCTransactionId1E19858B415D70E9618F01B3E24E8384_49, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.095017ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_59, GetCachedData, Parent=DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_57, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.107266ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_325, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_3A10A763413311D5F58AC1829854DD54_0__A5DDCBF7847DAB6071D0823EFE2B6E0B1C374297, StartTime=2015.11.29-16.52.20, HierarchicalDDC, Duration=0.055287ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_326, CachedDataProbablyExists, Parent=DDCTransactionIdA720C9034420BC8A44F841A76903152C_325, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.043038ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_52, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3A21442D4251F35E760CEBB1A041C__099E8720C763846E4835204806AE8FF19B8BA0AA, StartTime=2015.11.29-16.52.20, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.159577ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_53, CachedDataProbablyExists, Parent=DDCTransactionId1E19858B415D70E9618F01B3E24E8384_52, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.044692ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_27, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F1628854ABDBF062C1BD6AFF730A__0BA669DC5ABD72FFD51A8F9E70BF45C21EAD010F, StartTime=2015.11.29-16.52.20, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.217181ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_60, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8B41FB944AC0D35C50A3FA88D4FEF__1EE8D3C1AD151483C0DCC7D07E81BAD36D3BBF08, StartTime=2015.11.29-16.52.20, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.471443ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_327, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_BC2760F64087F29A624C6F857EF5AF74_0__78EF76B8D59F15250ECE452384E4C7DE0C0E13C7, StartTime=2015.11.29-16.52.20, HierarchicalDDC, Duration=0.061247ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_28, CachedDataProbablyExists, Parent=DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_27, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.057939ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_61, CachedDataProbablyExists, Parent=DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_60, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.054628ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_328, CachedDataProbablyExists, Parent=DDCTransactionIdA720C9034420BC8A44F841A76903152C_327, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.044033ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_54, GetCachedData, Parent=DDCTransactionId1E19858B415D70E9618F01B3E24E8384_52, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.082433ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_29, GetCachedData, Parent=DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_27, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.099320ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_62, GetCachedData, Parent=DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_60, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.217184ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_329, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6E1D747E4BA32F7D530ED48231A1C__732F74576E6246AE594A71C9EB8F8029949BB805, StartTime=2015.11.29-16.52.20, HierarchicalDDC, Duration=0.058599ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_330, CachedDataProbablyExists, Parent=DDCTransactionIdA720C9034420BC8A44F841A76903152C_329, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.042379ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_55, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3A21442D4251F35E760CEBB1A041C__E2A1984E98E021B29DF8BBE9E8E464D3D0BB22AD, StartTime=2015.11.29-16.52.20, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.435691ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_56, CachedDataProbablyExists, Parent=DDCTransactionId1E19858B415D70E9618F01B3E24E8384_55, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.047341ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_57, GetCachedData, Parent=DDCTransactionId1E19858B415D70E9618F01B3E24E8384_55, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.190362ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_30, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F1628854ABDBF062C1BD6AFF730A__8EE61BBCA4AE2BC9906F4C1343CF3FD4FF49D3B1, StartTime=2015.11.29-16.52.20, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.464492ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_31, CachedDataProbablyExists, Parent=DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_30, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.053637ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_32, GetCachedData, Parent=DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_30, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.203278ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_63, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8B41FB944AC0D35C50A3FA88D4FEF__9A49EDC80160CDF129EAA412DF962DBD6D9CC751, StartTime=2015.11.29-16.52.20, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.232410ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_64, CachedDataProbablyExists, Parent=DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_63, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.052638ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_331, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5B3423FC4BD82943796392A5B8A76__9D9E122901DD1A6F018741B8B682B6A9484DE7FB, StartTime=2015.11.29-16.52.20, HierarchicalDDC, Duration=0.068862ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_65, GetCachedData, Parent=DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_63, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.109252ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_332, CachedDataProbablyExists, Parent=DDCTransactionIdA720C9034420BC8A44F841A76903152C_331, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.049658ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_58, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3A21442D4251F35E760CEBB1A041C__C6E76F7D11CF1A30FBB0786512331435B40E13F5, StartTime=2015.11.29-16.52.20, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.221156ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_59, CachedDataProbablyExists, Parent=DDCTransactionId1E19858B415D70E9618F01B3E24E8384_58, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.047013ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId1E19858B415D70E9618F01B3E24E8384_60, GetCachedData, Parent=DDCTransactionId1E19858B415D70E9618F01B3E24E8384_58, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.108920ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_333, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1F2AA85546E929A55FBC14B7EC637__827B5D71234708101ADDDC69A71920A8CBF890B2, StartTime=2015.11.29-16.52.20, HierarchicalDDC, Duration=0.064228ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_334, CachedDataProbablyExists, Parent=DDCTransactionIdA720C9034420BC8A44F841A76903152C_333, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.044029ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_33, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F1628854ABDBF062C1BD6AFF730A__EEE315E4AD95F92E9F4933634A1D3D361CB3D3F5, StartTime=2015.11.29-16.52.20, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=1.356728ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_34, CachedDataProbablyExists, Parent=DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_33, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.050325ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_66, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8B41FB944AC0D35C50A3FA88D4FEF__4B6379177BA2B4EEE65305F640AD9C036D73C712, StartTime=2015.11.29-16.52.20, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.172820ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_67, CachedDataProbablyExists, Parent=DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_66, StartTime=2015.11.29-16.52.20, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.046019ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
