DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-16.45.13, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=2.021845ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_223, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9F5B2DF1453DB1272733529F5E95869__4EB2A0ED4F34B3CC6C624508CD3BBE64BBA526A0, StartTime=2015.11.29-16.45.32, HierarchicalDDC, Duration=0.010591ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_42, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9F5B2DF1453DB1272733529F5E95869__4EB2A0ED4F34B3CC6C624508CD3BBE64BBA526A0, StartTime=2015.11.29-16.45.32, HierarchicalDDC, DataSize=65848 bytes, Retrieved=true, Duration=0.193674ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_182, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/T_Castle_ThumbstickOutter.uasset, FlushAsyncLoading=0.011917ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.099324ms, TagPackageExports=0.077803ms, BeginCacheForCookedPlatformData=0.127129ms, SerializeImports=0.106934ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.004303ms, SerializeSummary=0.009600ms, SerializeNames=0.024501ms, SerializeGatherableTextData=0.002649ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.152953ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005960ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.002652ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.056945ms, SerializeBulkData=0.008278ms, AsyncWrite=0.058927ms, UnaccountedTime=0.467803ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
../../../Engine/Content/MobileResources/HUD/MobileHUDDirectionPad3.uasset, AllOfLoadPackage_Duration=0.792585ms, AllOfLoadPackage_HitCount=2, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=2, CacheForCookedPlatformData_Duration=37.146412ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.041053ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.074159ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.431216ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_224, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C9D41DBE4C754F8B430E7DBADCD48__12CC74A7FD084DC5C96ADD95B3C1B5D07F3EA75C, StartTime=2015.11.29-16.45.32, HierarchicalDDC, Duration=0.015561ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdA99C2D6E45E152B3970B3A8953566B75_14, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C9D41DBE4C754F8B430E7DBADCD48__12CC74A7FD084DC5C96ADD95B3C1B5D07F3EA75C, StartTime=2015.11.29-16.45.32, HierarchicalDDC, DataSize=3883 bytes, Retrieved=true, Duration=0.114884ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdF2AEA2AD49F51D35576001A64F325507_35, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C9D41DBE4C754F8B430E7DBADCD48__449C61C38D35E6152D40F0C16F230ECC2E23BCF8, StartTime=2015.11.29-16.45.32, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.184074ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_43, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C9D41DBE4C754F8B430E7DBADCD48__B606B2F565A5A77F7F06349C41A955A7AAC7CE53, StartTime=2015.11.29-16.45.32, HierarchicalDDC, DataSize=8454 bytes, Retrieved=true, Duration=2.983276ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_183, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDDirectionPad3.uasset, FlushAsyncLoading=0.011917ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.107601ms, TagPackageExports=0.046350ms, BeginCacheForCookedPlatformData=0.033770ms, SerializeImports=0.050984ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003640ms, SerializeSummary=0.008941ms, SerializeNames=0.015561ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=0.152621ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001982ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.055287ms, SerializeBulkData=0.008278ms, AsyncWrite=0.053301ms, UnaccountedTime=0.132099ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
../../../Engine/Content/MobileResources/HUD/MobileHUDDirectionPad.uasset, AllOfLoadPackage_Duration=1.074988ms, AllOfLoadPackage_HitCount=11, ResolveRedirectors_Duration=0.001643ms, ResolveRedirectors_HitCount=11, CacheForCookedPlatformData_Duration=45.449324ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.153616ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.117529ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.083093ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_225, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F3B1DD44FE006226A690596DBDDE__A8F0AA4345DA63B02C5E76E8CDD15A76D906C9DE, StartTime=2015.11.29-16.45.32, HierarchicalDDC, Duration=0.017878ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_44, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F3B1DD44FE006226A690596DBDDE__A8F0AA4345DA63B02C5E76E8CDD15A76D906C9DE, StartTime=2015.11.29-16.45.32, HierarchicalDDC, DataSize=6309 bytes, Retrieved=true, Duration=0.143353ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdA99C2D6E45E152B3970B3A8953566B75_15, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F3B1DD44FE006226A690596DBDDE__124F7D8D2718E263E1691CDD9F88C4222659C194, StartTime=2015.11.29-16.45.32, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.613473ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_184, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDDirectionPad.uasset, FlushAsyncLoading=0.014897ms, FlushStreamingFunc=0.004966ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.163551ms, TagPackageExports=0.045355ms, BeginCacheForCookedPlatformData=0.034433ms, SerializeImports=0.053301ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.009600ms, SerializeNames=0.015561ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009269ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.154279ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.051316ms, SerializeBulkData=0.007946ms, AsyncWrite=0.053305ms, UnaccountedTime=0.505544ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
../../../Engine/Content/MobileResources/T_MobileControls_texture.uasset, AllOfLoadPackage_Duration=1.007449ms, AllOfLoadPackage_HitCount=2, ResolveRedirectors_Duration=0.000659ms, ResolveRedirectors_HitCount=2, CacheForCookedPlatformData_Duration=37.168596ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.045028ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.077799ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.748051ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_226, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_119D9D384F916FB5612DEB85B0124__7741C2B795775BFA3104662CBC48EFE5FD9B7782, StartTime=2015.11.29-16.45.32, HierarchicalDDC, Duration=0.012908ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdA99C2D6E45E152B3970B3A8953566B75_16, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_119D9D384F916FB5612DEB85B0124__7741C2B795775BFA3104662CBC48EFE5FD9B7782, StartTime=2015.11.29-16.45.32, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.147991ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_45, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_119D9D384F916FB5612DEB85B0124__CE9E8C2753F09B87FABEC48764BCDF5C0418506D, StartTime=2015.11.29-16.45.32, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.451908ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdF2AEA2AD49F51D35576001A64F325507_36, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_119D9D384F916FB5612DEB85B0124__B6179C1D92F62425940B03B442B5BB2F36D1378A, StartTime=2015.11.29-16.45.32, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.134412ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdF2AEA2AD49F51D35576001A64F325507_37, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_119D9D384F916FB5612DEB85B0124__B5858B18ACEB8D7AEB6A29EACA75015ECEE0FAB6, StartTime=2015.11.29-16.45.32, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.556197ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_185, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/T_MobileControls_texture.uasset, FlushAsyncLoading=0.012252ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.111569ms, TagPackageExports=0.046350ms, BeginCacheForCookedPlatformData=0.033770ms, SerializeImports=0.054296ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003971ms, SerializeSummary=0.010263ms, SerializeNames=0.021853ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.010595ms, SortExportsSeekfreeInner=0.158913ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.101306ms, SerializeBulkData=0.009932ms, AsyncWrite=0.104290ms, UnaccountedTime=0.165202ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Tests/2dFlipBookGameMode.uasset, AllOfLoadPackage_Duration=7.451728ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.009272ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.048336ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.024829ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=7.127941ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_186, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Tests/2dFlipBookGameMode.uasset, FlushAsyncLoading=0.012580ms, FlushStreamingFunc=0.004306ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.102300ms, TagPackageExports=0.774704ms, BeginCacheForCookedPlatformData=0.006292ms, SerializeImports=0.057936ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.007946ms, SerializeSummary=0.008937ms, SerializeNames=0.028141ms, SerializeGatherableTextData=0.011921ms, BuildExportMap=0.050984ms, SortExportsNonSeekfree=0.015561ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=3.591783ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.010595ms, SerializeImportMap=0.004303ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011589ms, SerializeExports=0.024166ms, SerializeBulkData=0.008278ms, AsyncWrite=0.056613ms, UnaccountedTime=0.098661ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_227, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0AAFF40B4FAB7203B4020BAE163CCAEB__1_0_13123_0, StartTime=2015.11.29-16.45.32, HierarchicalDDC, DataSize=347 bytes, Retrieved=true, Duration=0.095017ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_228, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_4A50E68449DA60D60F453A96AE02A9EF__1_0_13123_0, StartTime=2015.11.29-16.45.32, HierarchicalDDC, DataSize=411 bytes, Retrieved=true, Duration=0.062905ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_229, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F6B1D2D0417118DA60DDC7A62F5BCB81__1_0_13123_0, StartTime=2015.11.29-16.45.32, HierarchicalDDC, DataSize=347 bytes, Retrieved=true, Duration=0.151634ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_230, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_8FA5EBB1423C9BE31CF6A9B803421839__1_0_13123_0, StartTime=2015.11.29-16.45.32, HierarchicalDDC, DataSize=347 bytes, Retrieved=true, Duration=0.057276ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
../../../Engine/Content/Maps/Entry.umap, AllOfLoadPackage_Duration=5.766578ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006955ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.041716ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.187386ms, SavePackageCacheForCookedPlatformData_HitCount=3, SaveCookedPackage_Duration=54.472975ms, SaveCookedPackage_HitCount=2, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_187, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Maps/Entry.umap, FlushAsyncLoading=0.009269ms, FlushStreamingFunc=0.004634ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.080451ms, TagPackageExports=0.691272ms, BeginCacheForCookedPlatformData=0.007946ms, SerializeImports=0.198312ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.011917ms, SerializeSummary=0.010263ms, SerializeNames=0.056282ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.078131ms, SortExportsNonSeekfree=0.104953ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=5.548407ms, SortExportsSeekfree=0.009272ms, BuildDependencyMap=0.024166ms, SerializeImportMap=0.005960ms, SerializeExportMap=0.005629ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015229ms, SerializeExports=0.120178ms, SerializeBulkData=0.010263ms, AsyncWrite=0.077471ms, UnaccountedTime=0.106271ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_231, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_122003924E39A572EF68B5BAC8A94B51___9FBDDF4EB276B8BA831B407333B50058434512F0, StartTime=2015.11.29-16.45.32, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionId27EDC86F4A0C391475CD459E199CFC5D_46, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_122003924E39A572EF68B5BAC8A94B51___9FBDDF4EB276B8BA831B407333B50058434512F0, StartTime=2015.11.29-16.45.32, HierarchicalDDC, DataSize=7175 bytes, Retrieved=true, Duration=0.139713ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdF2AEA2AD49F51D35576001A64F325507_38, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_122003924E39A572EF68B5BAC8A94B51___037856683106E4241EAD8BEE93431A83B08125FA, StartTime=2015.11.29-16.45.32, HierarchicalDDC, DataSize=1048837 bytes, Retrieved=true, Duration=9.404380ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
SavePackageTransactionId45DE17764A96BF2F1B3F889897DFA183_188, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultNormal.uasset, FlushAsyncLoading=0.008941ms, FlushStreamingFunc=0.004634ms, BlockTillAllRequestsFinished=0.004306ms, ResetLoadersForSaveUnMarkAllObjects=0.188708ms, TagPackageExports=0.096008ms, BeginCacheForCookedPlatformData=0.036418ms, SerializeImports=0.055619ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.004303ms, SerializeSummary=0.008937ms, SerializeNames=0.019867ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.161231ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.008937ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019867ms, SerializeExports=0.049990ms, SerializeBulkData=0.727363ms, AsyncWrite=0.712134ms, UnaccountedTime=0.695579ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdA99C2D6E45E152B3970B3A8953566B75_17, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_122003924E39A572EF68B5BAC8A94B51___3D141379DF2D9F7B91E53461EF61C5C490A5CA9E, StartTime=2015.11.29-16.45.32, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=2.221152ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdA99C2D6E45E152B3970B3A8953566B75_18, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_122003924E39A572EF68B5BAC8A94B51___38C5FF9F221EECA031284DB671BE97419303D3FF, StartTime=2015.11.29-16.45.32, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=33.896629ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdF2AEA2AD49F51D35576001A64F325507_39, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_122003924E39A572EF68B5BAC8A94B51___583274C5548641E4D316B5211CA80ED9EBB46352, StartTime=2015.11.29-16.45.32, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.212215ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_232, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_39__D0D9F1B0869ECBFBB38CD110A6313A4CC97967D4, StartTime=2015.11.29-16.45.33, HierarchicalDDC, DataSize=10049 bytes, Retrieved=true, Duration=0.353251ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_233, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_185D6B4F4AD6DB147B0D89866C89BD2__2725A9DD659D5B7167AB4D45C4649C8424B7F5B8, StartTime=2015.11.29-16.45.33, HierarchicalDDC, DataSize=6348 bytes, Retrieved=true, Duration=0.112563ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_234, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_185D6B4F4AD6DB147__2FEFBDC4E913574A4182FDD933EEBBCDC0AF5437, StartTime=2015.11.29-16.45.33, HierarchicalDDC, DataSize=2137 bytes, Retrieved=true, Duration=0.087403ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_235, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufB6FF54DE__2D94A9D69B978960EDA9D9B59C0995573D190964, StartTime=2015.11.29-16.45.33, HierarchicalDDC, DataSize=140822 bytes, Retrieved=true, Duration=0.514481ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_236, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufB6FF54DE__CBEF8B89BE30CAD85EDE1B7F13D18B6A06676486, StartTime=2015.11.29-16.45.33, HierarchicalDDC, DataSize=109092 bytes, Retrieved=true, Duration=0.305578ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_237, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_8F__FD93DB66786843C43455E07C0047B60A0AFA33F2, StartTime=2015.11.29-16.45.33, HierarchicalDDC, DataSize=1817 bytes, Retrieved=true, Duration=0.117201ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_238, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_86B743CE46BEC7BF68209087B83478B__634FD84F81F548B399FA71EE019BE3859D4C1F20, StartTime=2015.11.29-16.45.33, HierarchicalDDC, DataSize=1722 bytes, Retrieved=true, Duration=0.080783ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_239, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_86B743CE46BEC7BF6__72513EFDF8BF0C26817E8788025CDD710D14D01A, StartTime=2015.11.29-16.45.33, HierarchicalDDC, DataSize=829 bytes, Retrieved=true, Duration=0.070188ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_240, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_33__C39723F3102A242FA72196E9DC6854B4FFFF3F21, StartTime=2015.11.29-16.45.33, HierarchicalDDC, DataSize=276593 bytes, Retrieved=true, Duration=1.458693ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
DDCTransactionIdC2BE3FA842BA675244470B941CA381D4_241, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_582BCE21492F5F0317B7309BBAC1D5C3, StartTime=2015.11.29-16.45.33, HierarchicalDDC, DataSize=4813 bytes, Retrieved=true, Duration=0.420127ms, RunGuid=RunIDE990DCD64DE6A18E34D0BE9C75B8640B
