DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.30-14.15.44, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.786625ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_183, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/Utility/BlendAngleCorrectedNormals.uasset, FlushAsyncLoading=0.012912ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.106271ms, TagPackageExports=0.100974ms, BeginCacheForCookedPlatformData=0.004966ms, SerializeImports=0.166200ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.007946ms, SerializeSummary=0.008941ms, SerializeNames=0.034429ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.080116ms, SortExportsNonSeekfree=0.222150ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.323124ms, SortExportsSeekfree=0.004966ms, BuildDependencyMap=0.016220ms, SerializeImportMap=0.004306ms, SerializeExportMap=0.005297ms, SerializeDependencyMap=0.003971ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013243ms, SerializeExports=0.171494ms, SerializeBulkData=0.010263ms, AsyncWrite=0.062902ms, UnaccountedTime=0.081774ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Rubber_Blue_01_N.uasset, AllOfLoadPackage_Duration=49.949631ms, AllOfLoadPackage_HitCount=1410, ResolveRedirectors_Duration=0.096355ms, ResolveRedirectors_HitCount=1410, CacheForCookedPlatformData_Duration=164.465435ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.032444ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.074822ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=23.520552ms, SaveCookedPackage_HitCount=1, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_213, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___CF70F1551B9B3BAA91EF94E1C1B6B6F013D72556, StartTime=2015.10.30-14.16.08, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId65EB97DD4A02128CB09A429C54DF7298_34, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___CF70F1551B9B3BAA91EF94E1C1B6B6F013D72556, StartTime=2015.10.30-14.16.08, HierarchicalDDC, DataSize=6882 bytes, Retrieved=true, Duration=0.135738ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_38, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___E4261310C6827BE0699E0E38E182C3B841FFD2EB, StartTime=2015.10.30-14.16.08, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=125.787163ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId98F630574D5A76378D31F9B97DBE6FE4_39, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___8840DF5883E6EC5500D3350FB12B05898FBAE0C5, StartTime=2015.10.30-14.16.08, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=152.818375ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_39, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___656A5593B9A79465290398ABD19F32BF841D32E1, StartTime=2015.10.30-14.16.08, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=38.155846ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_184, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Rubber_Blue_01_N.uasset, FlushAsyncLoading=0.010923ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=2.391983ms, TagPackageExports=0.107929ms, BeginCacheForCookedPlatformData=0.035755ms, SerializeImports=0.081774ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.009600ms, SerializeNames=0.020526ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.176791ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006955ms, SerializeImportMap=0.004638ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002321ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.026815ms, SerializeExports=0.051979ms, SerializeBulkData=0.068530ms, AsyncWrite=0.120509ms, UnaccountedTime=0.209235ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
../../../Engine/Content/MobileResources/HUD/VirtualJoystick_Background.uasset, AllOfLoadPackage_Duration=5.602706ms, AllOfLoadPackage_HitCount=223, ResolveRedirectors_Duration=0.017218ms, ResolveRedirectors_HitCount=223, CacheForCookedPlatformData_Duration=23.413621ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.035092ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.078131ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.197311ms, SaveCookedPackage_HitCount=1, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_214, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BD2910D742B4B4778E3374B97767851__F910B2E0445BFA5900D0CD3EC9C80B5608789FD4, StartTime=2015.10.30-14.16.08, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId9F3CB3A343C55803D21CF9A22E0ACFCD_40, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BD2910D742B4B4778E3374B97767851__F910B2E0445BFA5900D0CD3EC9C80B5608789FD4, StartTime=2015.10.30-14.16.08, HierarchicalDDC, DataSize=262456 bytes, Retrieved=true, Duration=22.350885ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_185, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/VirtualJoystick_Background.uasset, FlushAsyncLoading=0.015557ms, FlushStreamingFunc=0.004306ms, BlockTillAllRequestsFinished=0.004966ms, ResetLoadersForSaveUnMarkAllObjects=0.149645ms, TagPackageExports=0.046022ms, BeginCacheForCookedPlatformData=0.034429ms, SerializeImports=0.053633ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004634ms, SerializeSummary=0.010926ms, SerializeNames=0.020858ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.004966ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.158250ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.007618ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012252ms, SerializeExports=0.088394ms, SerializeBulkData=0.009272ms, AsyncWrite=0.534344ms, UnaccountedTime=1.833800ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Animations/ThirdPersonJump_Loop.uasset, AllOfLoadPackage_Duration=25.091153ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003975ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.033438ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014566ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.432041ms, SaveCookedPackage_HitCount=1, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_186, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Animations/ThirdPersonJump_Loop.uasset, FlushAsyncLoading=0.011917ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.162557ms, TagPackageExports=0.047676ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.267170ms, GatherLocalizableTextData=0.007618ms, MarkNames=0.006620ms, SerializeSummary=0.010263ms, SerializeNames=0.027146ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.013240ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.394635ms, SortExportsSeekfree=0.004306ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017878ms, SerializeExports=0.061247ms, SerializeBulkData=0.008278ms, AsyncWrite=0.490978ms, UnaccountedTime=0.117198ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Animations/ThirdPersonJump_End.uasset, AllOfLoadPackage_Duration=145.259388ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004966ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.032112ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011917ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.536496ms, SaveCookedPackage_HitCount=1, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_187, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Animations/ThirdPersonJump_End.uasset, FlushAsyncLoading=0.011258ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.149313ms, TagPackageExports=0.042379ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.048667ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.008941ms, SerializeNames=0.021849ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.011917ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.303924ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013243ms, SerializeExports=0.043370ms, SerializeBulkData=0.007614ms, AsyncWrite=0.053965ms, UnaccountedTime=0.071842ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Animations/ThirdPersonIdle.uasset, AllOfLoadPackage_Duration=77.591278ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004966ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.031121ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015892ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=12.231719ms, SaveCookedPackage_HitCount=1, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_188, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Animations/ThirdPersonIdle.uasset, FlushAsyncLoading=0.009932ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.174474ms, TagPackageExports=0.091705ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.107266ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003975ms, SerializeSummary=0.008937ms, SerializeNames=0.024170ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.011917ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.371128ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013575ms, SerializeExports=0.102963ms, SerializeBulkData=0.007942ms, AsyncWrite=0.056613ms, UnaccountedTime=0.073832ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_215, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufB6FF54DE__2D94A9D69B978960EDA9D9B59C0995573D190964, StartTime=2015.10.30-14.16.08, HierarchicalDDC, DataSize=140822 bytes, Retrieved=true, Duration=0.369474ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_216, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufB6FF54DE__CBEF8B89BE30CAD85EDE1B7F13D18B6A06676486, StartTime=2015.10.30-14.16.08, HierarchicalDDC, DataSize=109092 bytes, Retrieved=true, Duration=37.461258ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_217, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_39__D0D9F1B0869ECBFBB38CD110A6313A4CC97967D4, StartTime=2015.10.30-14.16.08, HierarchicalDDC, DataSize=10049 bytes, Retrieved=true, Duration=0.145011ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_218, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_185D6B4F4AD6DB147B0D89866C89BD2__2725A9DD659D5B7167AB4D45C4649C8424B7F5B8, StartTime=2015.10.30-14.16.08, HierarchicalDDC, DataSize=6348 bytes, Retrieved=true, Duration=0.092037ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_219, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_185D6B4F4AD6DB147__2FEFBDC4E913574A4182FDD933EEBBCDC0AF5437, StartTime=2015.10.30-14.16.08, HierarchicalDDC, DataSize=2137 bytes, Retrieved=true, Duration=0.073828ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Geometry/Meshes/TemplateFloor.uasset, AllOfLoadPackage_Duration=48.070740ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004306ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.032444ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.013579ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.036415ms, SaveCookedPackage_HitCount=1, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_189, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Geometry/Meshes/TemplateFloor.uasset, FlushAsyncLoading=0.009272ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.153285ms, TagPackageExports=0.052311ms, BeginCacheForCookedPlatformData=0.003640ms, SerializeImports=0.071514ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.004966ms, SerializeSummary=0.009272ms, SerializeNames=0.032775ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.017546ms, SortExportsNonSeekfree=0.007287ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=0.618771ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.008609ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014234ms, SerializeExports=0.068862ms, SerializeBulkData=0.008609ms, AsyncWrite=0.059593ms, UnaccountedTime=0.090048ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Geometry/Meshes/CubeMaterial.uasset, AllOfLoadPackage_Duration=0.088397ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007942ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.029795ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016220ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.633495ms, SaveCookedPackage_HitCount=1, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_190, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Geometry/Meshes/CubeMaterial.uasset, FlushAsyncLoading=0.008609ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.130441ms, TagPackageExports=0.362191ms, BeginCacheForCookedPlatformData=0.006288ms, SerializeImports=0.460520ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.004306ms, SerializeSummary=0.009269ms, SerializeNames=0.065550ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.016551ms, SortExportsNonSeekfree=0.009932ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.673067ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.008941ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017878ms, SerializeExports=0.553884ms, SerializeBulkData=0.010591ms, AsyncWrite=0.097334ms, UnaccountedTime=0.091374ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_220, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_EC__81B316288C74A1C032F827E2E46F34938359C68A, StartTime=2015.10.30-14.16.08, HierarchicalDDC, DataSize=15377 bytes, Retrieved=true, Duration=6.102618ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_221, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C06F4805469AF1F43951FC9D9ABD2ED__23CA2FA42E0AE6267BF87EE10646A317484C33E4, StartTime=2015.10.30-14.16.08, HierarchicalDDC, DataSize=9114 bytes, Retrieved=true, Duration=0.133753ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_222, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_C06F4805469AF1F43__F876C557423E3DE3AA8C18D648BB3221B1219B03, StartTime=2015.10.30-14.16.08, HierarchicalDDC, DataSize=2797 bytes, Retrieved=true, Duration=0.076149ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Geometry/Meshes/1M_Cube_Chamfer.uasset, AllOfLoadPackage_Duration=63.887618ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004966ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.033107ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012912ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.199631ms, SaveCookedPackage_HitCount=1, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_191, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Geometry/Meshes/1M_Cube_Chamfer.uasset, FlushAsyncLoading=0.009272ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.147328ms, TagPackageExports=0.053633ms, BeginCacheForCookedPlatformData=0.003971ms, SerializeImports=0.067540ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004634ms, SerializeSummary=0.009600ms, SerializeNames=0.029799ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.017878ms, SortExportsNonSeekfree=0.007283ms, SortExportsSeekfreeConstructor=0.048004ms, SortExportsSeekfreeInner=0.674721ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.051979ms, SerializeExports=0.062902ms, SerializeBulkData=0.008609ms, AsyncWrite=0.060584ms, UnaccountedTime=0.078794ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_223, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_8F__FD93DB66786843C43455E07C0047B60A0AFA33F2, StartTime=2015.10.30-14.16.08, HierarchicalDDC, DataSize=1817 bytes, Retrieved=true, Duration=0.097334ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_224, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_86B743CE46BEC7BF68209087B83478B__634FD84F81F548B399FA71EE019BE3859D4C1F20, StartTime=2015.10.30-14.16.08, HierarchicalDDC, DataSize=1722 bytes, Retrieved=true, Duration=0.076476ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_225, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_86B743CE46BEC7BF6__72513EFDF8BF0C26817E8788025CDD710D14D01A, StartTime=2015.10.30-14.16.08, HierarchicalDDC, DataSize=829 bytes, Retrieved=true, Duration=0.104617ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Geometry/Meshes/1M_Cube.uasset, AllOfLoadPackage_Duration=2.589960ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003971ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.032444ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012580ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.204929ms, SaveCookedPackage_HitCount=1, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
SavePackageTransactionId5CF6E0DC4822C818CB2EC5BF2F6A2382_192, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Geometry/Meshes/1M_Cube.uasset, FlushAsyncLoading=0.009935ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.168514ms, TagPackageExports=0.048667ms, BeginCacheForCookedPlatformData=0.003971ms, SerializeImports=0.066213ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004634ms, SerializeSummary=0.008941ms, SerializeNames=0.030126ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.017546ms, SortExportsNonSeekfree=0.007283ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.716437ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013575ms, SerializeExports=0.070516ms, SerializeBulkData=0.008609ms, AsyncWrite=0.098325ms, UnaccountedTime=0.078797ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
DDCTransactionId718EC85B470BD4DB2B6A1E80BA35B3CC_226, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf8B49493B__63425B8511C63DE45F521FF3048511BAFAD497B5, StartTime=2015.10.30-14.16.09, HierarchicalDDC, DataSize=145767 bytes, Retrieved=true, Duration=0.485018ms, RunGuid=RunID597404AD4A341C361D0AC08C3793227A
