DDCTransactionIdDAE14A894BA796CF48CD6DAF608D7CCE_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-16.28.45, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.489984ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_67, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_255B66AD4EBB8884EABBDBB0B647D__DB0A941B7E3852B295BAA891DBAAC3A255F41E5A, StartTime=2015.11.29-16.30.35, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=91.169792ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_68, CachedDataProbablyExists, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_67, StartTime=2015.11.29-16.30.35, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=31.894974ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_69, GetCachedData, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_67, StartTime=2015.11.29-16.30.35, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=59.163578ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_74, GetCachedData, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_72, StartTime=2015.11.29-16.30.35, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=148.608170ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_70, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_255B66AD4EBB8884EABBDBB0B647D__2C1F32795FD21BD22291E51A84AFFC6328AC39EE, StartTime=2015.11.29-16.30.35, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=67.865761ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_71, CachedDataProbablyExists, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_70, StartTime=2015.11.29-16.30.35, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=11.852313ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_72, GetCachedData, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_70, StartTime=2015.11.29-16.30.35, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=55.945908ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_239, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Tests/PengSprite2.uasset, FlushAsyncLoading=1.291506ms, FlushStreamingFunc=0.012912ms, BlockTillAllRequestsFinished=0.005629ms, ResetLoadersForSaveUnMarkAllObjects=0.153285ms, TagPackageExports=0.048336ms, BeginCacheForCookedPlatformData=0.035428ms, SerializeImports=0.052970ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003971ms, SerializeSummary=0.008941ms, SerializeNames=0.013240ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=2.145667ms, SortExportsSeekfree=0.008941ms, BuildDependencyMap=0.010923ms, SerializeImportMap=0.004303ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020526ms, SerializeExports=0.056282ms, SerializeBulkData=0.064891ms, AsyncWrite=0.132758ms, UnaccountedTime=0.249628ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
../../../Engine/Content/MobileResources/HUD/T_Castle_ThumbstickOutter.uasset, AllOfLoadPackage_Duration=24.820644ms, AllOfLoadPackage_HitCount=53, ResolveRedirectors_Duration=0.003975ms, ResolveRedirectors_HitCount=53, CacheForCookedPlatformData_Duration=7.521585ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.056282ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.080444ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=5.686134ms, SaveCookedPackage_HitCount=1, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdDAE14A894BA796CF48CD6DAF608D7CCE_289, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9F5B2DF1453DB1272733529F5E95869__4EB2A0ED4F34B3CC6C624508CD3BBE64BBA526A0, StartTime=2015.11.29-16.30.35, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_75, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9F5B2DF1453DB1272733529F5E95869__4EB2A0ED4F34B3CC6C624508CD3BBE64BBA526A0, StartTime=2015.11.29-16.30.35, HierarchicalDDC, DataSize=65848 bytes, Retrieved=true, Duration=0.121504ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_240, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/T_Castle_ThumbstickOutter.uasset, FlushAsyncLoading=0.015229ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=1.282565ms, TagPackageExports=0.050325ms, BeginCacheForCookedPlatformData=0.036415ms, SerializeImports=0.056282ms, GatherLocalizableTextData=0.184737ms, MarkNames=0.007287ms, SerializeSummary=0.010923ms, SerializeNames=0.020858ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010595ms, SortExportsNonSeekfree=0.004638ms, SortExportsSeekfreeConstructor=0.010591ms, SortExportsSeekfreeInner=0.170834ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.005294ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013907ms, SerializeExports=2.445616ms, SerializeBulkData=0.023175ms, AsyncWrite=0.096675ms, UnaccountedTime=0.172488ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleSouthWest.uasset, AllOfLoadPackage_Duration=37.215278ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002649ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.050325ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.017546ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.898525ms, SaveCookedPackage_HitCount=1, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_241, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleSouthWest.uasset, FlushAsyncLoading=0.015229ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.206586ms, TagPackageExports=0.005960ms, BeginCacheForCookedPlatformData=0.002980ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleSouthEast.uasset, AllOfLoadPackage_Duration=21.545719ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003643ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.051320ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011258ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.719579ms, SaveCookedPackage_HitCount=1, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_242, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleSouthEast.uasset, FlushAsyncLoading=0.019867ms, FlushStreamingFunc=0.005625ms, BlockTillAllRequestsFinished=0.004306ms, ResetLoadersForSaveUnMarkAllObjects=0.094354ms, TagPackageExports=0.005629ms, BeginCacheForCookedPlatformData=0.002980ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleNorthWest.uasset, AllOfLoadPackage_Duration=37.811201ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002977ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.054292ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.009604ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.629365ms, SaveCookedPackage_HitCount=1, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_243, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleNorthWest.uasset, FlushAsyncLoading=0.014566ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.080120ms, TagPackageExports=0.005297ms, BeginCacheForCookedPlatformData=0.002980ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleNorthEast.uasset, AllOfLoadPackage_Duration=16.763080ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002649ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.050325ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010591ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.596587ms, SaveCookedPackage_HitCount=1, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_244, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleNorthEast.uasset, FlushAsyncLoading=0.015892ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.079460ms, TagPackageExports=0.005629ms, BeginCacheForCookedPlatformData=0.002645ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleForward.uasset, AllOfLoadPackage_Duration=15.696373ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002317ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.052642ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.009596ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.576723ms, SaveCookedPackage_HitCount=1, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_245, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_IdleForward.uasset, FlushAsyncLoading=0.014901ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.076480ms, TagPackageExports=0.005960ms, BeginCacheForCookedPlatformData=0.002980ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0007_Sprite.uasset, AllOfLoadPackage_Duration=0.056282ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003643ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.031121ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011586ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.760135ms, SaveCookedPackage_HitCount=1, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_246, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0007_Sprite.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.092700ms, TagPackageExports=0.019204ms, BeginCacheForCookedPlatformData=0.003640ms, SerializeImports=0.037745ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.004970ms, SerializeSummary=0.010595ms, SerializeNames=0.208903ms, SerializeGatherableTextData=0.004634ms, BuildExportMap=0.024501ms, SortExportsNonSeekfree=0.007614ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=1.443800ms, SortExportsSeekfree=0.013240ms, BuildDependencyMap=0.012584ms, SerializeImportMap=0.003971ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022180ms, SerializeExports=0.028804ms, SerializeBulkData=0.009269ms, AsyncWrite=0.084423ms, UnaccountedTime=0.098661ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0007.uasset, AllOfLoadPackage_Duration=141.660199ms, AllOfLoadPackage_HitCount=1812, ResolveRedirectors_Duration=0.170793ms, ResolveRedirectors_HitCount=1812, CacheForCookedPlatformData_Duration=472.334944ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.062242ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.083763ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=9.795707ms, SaveCookedPackage_HitCount=1, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdDAE14A894BA796CF48CD6DAF608D7CCE_290, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__E211D2C8C75D2188482BD5422E400BCF1B82FCC5, StartTime=2015.11.29-16.30.35, HierarchicalDDC, Duration=27.754944ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdDAE14A894BA796CF48CD6DAF608D7CCE_291, CachedDataProbablyExists, Parent=DDCTransactionIdDAE14A894BA796CF48CD6DAF608D7CCE_290, StartTime=2015.11.29-16.30.35, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=27.731766ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_73, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__E211D2C8C75D2188482BD5422E400BCF1B82FCC5, StartTime=2015.11.29-16.30.35, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=18.272099ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_74, CachedDataProbablyExists, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_73, StartTime=2015.11.29-16.30.35, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.054628ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_75, GetCachedData, Parent=DDCTransactionId8EC9FDB74318DB1636F9659478196E2E_73, StartTime=2015.11.29-16.30.35, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=18.162184ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_74, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__AA0A949469E7705573E0ACC2DA8A0A12780427B2, StartTime=2015.11.29-16.30.35, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=424.924347ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_75, CachedDataProbablyExists, Parent=DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_74, StartTime=2015.11.29-16.30.35, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=131.808670ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_76, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__E250D92483B2597CE45873CF50DF059288161E9A, StartTime=2015.11.29-16.30.35, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=138.947540ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_77, CachedDataProbablyExists, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_76, StartTime=2015.11.29-16.30.35, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=37.233154ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_78, GetCachedData, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_76, StartTime=2015.11.29-16.30.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=101.472702ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_76, GetCachedData, Parent=DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_74, StartTime=2015.11.29-16.30.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=292.333710ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_79, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__59A126D68B618B09154DF7E95F1A7C8A59D956CE, StartTime=2015.11.29-16.30.36, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=68.723564ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_80, CachedDataProbablyExists, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_79, StartTime=2015.11.29-16.30.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=23.449377ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_81, GetCachedData, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_79, StartTime=2015.11.29-16.30.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=45.176521ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_82, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2FF9AC0341B808B82B13BB9B9A561__C4E20F00058DBC7A295025DFDFE10B21502AB030, StartTime=2015.11.29-16.30.36, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=40.266422ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_83, CachedDataProbablyExists, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_82, StartTime=2015.11.29-16.30.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=25.212988ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionId5925294D4CE47E18742795A342B6BB10_84, GetCachedData, Parent=DDCTransactionId5925294D4CE47E18742795A342B6BB10_82, StartTime=2015.11.29-16.30.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=14.996819ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
SavePackageTransactionId3F479DAA4C40230C556B08BC7D1A8DCD_247, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0007.uasset, FlushAsyncLoading=0.017550ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.125144ms, TagPackageExports=0.160899ms, BeginCacheForCookedPlatformData=0.039399ms, SerializeImports=0.056282ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004634ms, SerializeSummary=0.009600ms, SerializeNames=0.014238ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.010595ms, SortExportsNonSeekfree=0.004966ms, SortExportsSeekfreeConstructor=0.009935ms, SortExportsSeekfreeInner=1.227606ms, SortExportsSeekfree=0.007946ms, BuildDependencyMap=0.009600ms, SerializeImportMap=0.006624ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017546ms, SerializeExports=0.056282ms, SerializeBulkData=0.209566ms, AsyncWrite=1.058429ms, UnaccountedTime=0.253599ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Tests/PengSprite1.uasset, AllOfLoadPackage_Duration=69.053002ms, AllOfLoadPackage_HitCount=1247, ResolveRedirectors_Duration=0.103291ms, ResolveRedirectors_HitCount=1247, CacheForCookedPlatformData_Duration=474.136960ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.054628ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.284392ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.982941ms, SaveCookedPackage_HitCount=1, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdDAE14A894BA796CF48CD6DAF608D7CCE_292, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EEA96CDC4F03F8D3BF78C2BDF4B3D__BCBDA26E6E1CED2ACE8E5282398886A3F2280772, StartTime=2015.11.29-16.30.36, HierarchicalDDC, Duration=71.830322ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdDAE14A894BA796CF48CD6DAF608D7CCE_293, CachedDataProbablyExists, Parent=DDCTransactionIdDAE14A894BA796CF48CD6DAF608D7CCE_292, StartTime=2015.11.29-16.30.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=71.795563ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_77, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EEA96CDC4F03F8D3BF78C2BDF4B3D__BCBDA26E6E1CED2ACE8E5282398886A3F2280772, StartTime=2015.11.29-16.30.36, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=75.393639ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_78, CachedDataProbablyExists, Parent=DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_77, StartTime=2015.11.29-16.30.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.128124ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_79, GetCachedData, Parent=DDCTransactionIdBE1315124EC6CA5784E49DB987938E0B_77, StartTime=2015.11.29-16.30.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=75.219490ms, RunGuid=RunID75EDAFDD48D5F91CBF1D98B56932CBD3
