DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.30-15.30.04, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.593942ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_195, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8CBD69644FBC220A41FA549F86C66__8A305E24FF24FCD6BC7F92DB0F68B84892A37736, StartTime=2015.11.30-15.30.38, HierarchicalDDC, Duration=0.166528ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_196, CachedDataProbablyExists, Parent=DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_195, StartTime=2015.11.30-15.30.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.147659ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_59, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8CBD69644FBC220A41FA549F86C66__8A305E24FF24FCD6BC7F92DB0F68B84892A37736, StartTime=2015.11.30-15.30.38, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=0.255916ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_60, CachedDataProbablyExists, Parent=DDCTransactionId9A527AE248A2A193D6B5E3931A711162_59, StartTime=2015.11.30-15.30.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.111241ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_61, GetCachedData, Parent=DDCTransactionId9A527AE248A2A193D6B5E3931A711162_59, StartTime=2015.11.30-15.30.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.107598ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_62, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8CBD69644FBC220A41FA549F86C66__0AD26A201ABC87DC9E148050878C02F2D6D21B21, StartTime=2015.11.30-15.30.38, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=431.458374ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_63, CachedDataProbablyExists, Parent=DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_62, StartTime=2015.11.30-15.30.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.078794ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_64, GetCachedData, Parent=DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_62, StartTime=2015.11.30-15.30.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=430.610168ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_153, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0003.uasset, FlushAsyncLoading=0.008609ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.093360ms, TagPackageExports=0.074822ms, BeginCacheForCookedPlatformData=0.036083ms, SerializeImports=0.056617ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003640ms, SerializeSummary=0.009269ms, SerializeNames=0.013575ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.243008ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.009932ms, SerializeExportMap=0.002977ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014570ms, SerializeExports=0.049662ms, SerializeBulkData=0.641283ms, AsyncWrite=0.913095ms, UnaccountedTime=0.267174ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_72, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8CBD69644FBC220A41FA549F86C66__84048C9CBDAB79CEAEA72E20FE26D929DCD58F6E, StartTime=2015.11.30-15.30.38, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=235.556808ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_73, CachedDataProbablyExists, Parent=DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_72, StartTime=2015.11.30-15.30.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.072837ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_74, GetCachedData, Parent=DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_72, StartTime=2015.11.30-15.30.38, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=235.264801ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_75, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8CBD69644FBC220A41FA549F86C66__A3AD21EC85F0E391525B20EC42C0EF875C1DA823, StartTime=2015.11.30-15.30.39, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=190.643494ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_76, CachedDataProbablyExists, Parent=DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_75, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.243668ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_77, GetCachedData, Parent=DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_75, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=190.319046ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_78, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8CBD69644FBC220A41FA549F86C66__D7946074BF5DA877037430DDAE515E7649F93BDB, StartTime=2015.11.30-15.30.39, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=27.700647ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_79, CachedDataProbablyExists, Parent=DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_78, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.094023ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_80, GetCachedData, Parent=DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_78, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=27.561270ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_154, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/CrestIdleNorth.uasset, FlushAsyncLoading=0.015557ms, FlushStreamingFunc=0.005629ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.144675ms, TagPackageExports=0.009600ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.023838ms, GatherLocalizableTextData=0.002645ms, MarkNames=0.004638ms, SerializeSummary=0.010263ms, SerializeNames=0.018869ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.012584ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.245988ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013243ms, SerializeExports=0.010926ms, SerializeBulkData=0.007614ms, AsyncWrite=0.054624ms, UnaccountedTime=0.087075ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_155, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0005_Sprite.uasset, FlushAsyncLoading=0.011258ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.085086ms, TagPackageExports=0.019532ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.034429ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004970ms, SerializeSummary=0.007279ms, SerializeNames=0.036091ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.020526ms, SortExportsNonSeekfree=0.006620ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.602547ms, SortExportsSeekfree=0.006955ms, BuildDependencyMap=0.009600ms, SerializeImportMap=0.004303ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002321ms, SerializeStringAssetReferenceMap=0.001982ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014570ms, SerializeExports=0.024501ms, SerializeBulkData=0.021186ms, AsyncWrite=0.057939ms, UnaccountedTime=0.083428ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_197, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A64BD384E24E8F58EF9B3884B81D__D332F7725668C7C4A58FDCF7DDCB26F2FDE060C7, StartTime=2015.11.30-15.30.39, HierarchicalDDC, Duration=0.095677ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_198, CachedDataProbablyExists, Parent=DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_197, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.062902ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_156, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0005.uasset, FlushAsyncLoading=0.009604ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.081111ms, TagPackageExports=0.080451ms, BeginCacheForCookedPlatformData=0.036418ms, SerializeImports=0.056613ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.009932ms, SerializeNames=0.014897ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.010267ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.010923ms, SortExportsSeekfreeInner=0.161566ms, SortExportsSeekfree=0.002645ms, BuildDependencyMap=0.007950ms, SerializeImportMap=0.012580ms, SerializeExportMap=0.003640ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014570ms, SerializeExports=0.049990ms, SerializeBulkData=0.563484ms, AsyncWrite=0.365835ms, UnaccountedTime=0.224464ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_65, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A64BD384E24E8F58EF9B3884B81D__D332F7725668C7C4A58FDCF7DDCB26F2FDE060C7, StartTime=2015.11.30-15.30.39, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=0.186063ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_66, CachedDataProbablyExists, Parent=DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_65, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.054628ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_67, GetCachedData, Parent=DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_65, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.097666ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_62, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A64BD384E24E8F58EF9B3884B81D__3DA23A1AFD462A85662E0F07E86B4EE8DB0B65BD, StartTime=2015.11.30-15.30.39, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=50.972569ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_63, CachedDataProbablyExists, Parent=DDCTransactionId9A527AE248A2A193D6B5E3931A711162_62, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.064891ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_64, GetCachedData, Parent=DDCTransactionId9A527AE248A2A193D6B5E3931A711162_62, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=50.688839ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_81, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A64BD384E24E8F58EF9B3884B81D__B48C077A8BC56887188312DC0B18E86870215E80, StartTime=2015.11.30-15.30.39, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=141.578873ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_82, CachedDataProbablyExists, Parent=DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_81, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.060916ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_83, GetCachedData, Parent=DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_81, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=140.642944ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_65, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A64BD384E24E8F58EF9B3884B81D__A8A81C38B51BC82C551C09F08D06382528DCE669, StartTime=2015.11.30-15.30.39, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=51.420506ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_66, CachedDataProbablyExists, Parent=DDCTransactionId9A527AE248A2A193D6B5E3931A711162_65, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.115544ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_67, GetCachedData, Parent=DDCTransactionId9A527AE248A2A193D6B5E3931A711162_65, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=51.200676ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_68, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A64BD384E24E8F58EF9B3884B81D__3FC24EEC2126DBBAFDA39A08E81A5BDA177B8123, StartTime=2015.11.30-15.30.39, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=16.049623ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_69, CachedDataProbablyExists, Parent=DDCTransactionId9A527AE248A2A193D6B5E3931A711162_68, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.114881ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_70, GetCachedData, Parent=DDCTransactionId9A527AE248A2A193D6B5E3931A711162_68, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=15.882433ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_157, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/CrestIdleWest.uasset, FlushAsyncLoading=0.014238ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.107266ms, TagPackageExports=0.013247ms, BeginCacheForCookedPlatformData=0.003640ms, SerializeImports=0.026818ms, GatherLocalizableTextData=0.002645ms, MarkNames=0.004970ms, SerializeSummary=0.010595ms, SerializeNames=0.020191ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.013575ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.255253ms, SortExportsSeekfree=0.003975ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014234ms, SerializeExports=0.009932ms, SerializeBulkData=0.007614ms, AsyncWrite=0.057273ms, UnaccountedTime=0.074159ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_158, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0008_Sprite.uasset, FlushAsyncLoading=0.019532ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.080448ms, TagPackageExports=0.019535ms, BeginCacheForCookedPlatformData=0.002977ms, SerializeImports=0.032447ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.005297ms, SerializeSummary=0.006620ms, SerializeNames=0.034433ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.018869ms, SortExportsNonSeekfree=0.006624ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.480052ms, SortExportsSeekfree=0.004966ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011921ms, SerializeExports=0.022508ms, SerializeBulkData=0.007618ms, AsyncWrite=0.050984ms, UnaccountedTime=0.075150ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_199, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__060E5EB35343384F66D89C13A7EA9DDCD062A0D3, StartTime=2015.11.30-15.30.39, HierarchicalDDC, Duration=0.178777ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_200, CachedDataProbablyExists, Parent=DDCTransactionId9449F7B14A6DEF0F920A559D9607477D_199, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.157591ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_71, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__060E5EB35343384F66D89C13A7EA9DDCD062A0D3, StartTime=2015.11.30-15.30.39, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=0.197981ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_72, CachedDataProbablyExists, Parent=DDCTransactionId9A527AE248A2A193D6B5E3931A711162_71, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.056945ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId9A527AE248A2A193D6B5E3931A711162_73, GetCachedData, Parent=DDCTransactionId9A527AE248A2A193D6B5E3931A711162_71, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.103291ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_84, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__09931479DBA6E91FF664B1C24EE9FCFE2DEA1D13, StartTime=2015.11.30-15.30.39, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=169.092484ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_85, CachedDataProbablyExists, Parent=DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_84, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.054624ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
SavePackageTransactionIdC1C666294E99A7F2E68872BAB8B60226_159, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0008.uasset, FlushAsyncLoading=0.006951ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.079457ms, TagPackageExports=0.083100ms, BeginCacheForCookedPlatformData=0.036750ms, SerializeImports=0.055287ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.012912ms, SerializeSummary=0.010926ms, SerializeNames=0.013903ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.011254ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.162557ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.008278ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013575ms, SerializeExports=0.048999ms, SerializeBulkData=0.595264ms, AsyncWrite=0.357885ms, UnaccountedTime=0.238370ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_86, GetCachedData, Parent=DDCTransactionId08E11A51434FBFACE1087A9F3601E5D5_84, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=168.199570ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_68, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__C693FA228B5B17BECF25E49FB5237A2EACF2B1EB, StartTime=2015.11.30-15.30.39, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=32.301201ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_69, CachedDataProbablyExists, Parent=DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_68, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.075150ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_70, GetCachedData, Parent=DDCTransactionId07D964FA4EE996E0D9C4E683185AE9C8_68, StartTime=2015.11.30-15.30.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=31.942320ms, RunGuid=RunIDD84674474B2F2F7AE4D2729E051ACA9D
