DDCTransactionId78B80D3F45223A0A79374596B6FF504C_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-18.32.40, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.195826ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_228, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/OrientParticle.uasset, FlushAsyncLoading=0.012249ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.143025ms, TagPackageExports=0.092365ms, BeginCacheForCookedPlatformData=0.043042ms, SerializeImports=0.059590ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003312ms, SerializeSummary=0.009600ms, SerializeNames=0.013907ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009269ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.163216ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.052311ms, SerializeBulkData=0.008278ms, AsyncWrite=0.181425ms, UnaccountedTime=0.142690ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_229, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultParticle.uasset, FlushAsyncLoading=0.012912ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.073500ms, TagPackageExports=0.501238ms, BeginCacheForCookedPlatformData=0.007287ms, SerializeImports=0.410859ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.005297ms, SerializeSummary=0.008937ms, SerializeNames=0.059593ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.015892ms, SortExportsNonSeekfree=0.006624ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=1.259059ms, SortExportsSeekfree=0.006951ms, BuildDependencyMap=0.009600ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002652ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016220ms, SerializeExports=0.629365ms, SerializeBulkData=0.013243ms, AsyncWrite=0.124149ms, UnaccountedTime=0.115544ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId78B80D3F45223A0A79374596B6FF504C_279, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_70__AE4BAC871ABD901FB8D57505725AF0C2AED3BF90, StartTime=2015.11.29-18.32.56, HierarchicalDDC, DataSize=37497 bytes, Retrieved=true, Duration=0.275120ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId78B80D3F45223A0A79374596B6FF504C_280, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf733C4DD6__529E6D0B2619C7B75659EEDAFA8F2BE70B89F065, StartTime=2015.11.29-18.32.56, HierarchicalDDC, DataSize=141545 bytes, Retrieved=true, Duration=0.398610ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId78B80D3F45223A0A79374596B6FF504C_281, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf733C4DD6__D1BB83477E7138E81A74231F403025228F5604C7, StartTime=2015.11.29-18.32.56, HierarchicalDDC, DataSize=109707 bytes, Retrieved=true, Duration=0.329081ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId78B80D3F45223A0A79374596B6FF504C_282, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_05A1D3A745BE299E3E27C8974CF8CEB__A39BD7F1F58A0C8C25129C734ECF1023B5025CED, StartTime=2015.11.29-18.32.56, HierarchicalDDC, DataSize=36220 bytes, Retrieved=true, Duration=0.292666ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId78B80D3F45223A0A79374596B6FF504C_283, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_05A1D3A745BE299E3__02B5269A72B82B77C8858C58BDE7E4A854A80CE3, StartTime=2015.11.29-18.32.56, HierarchicalDDC, DataSize=6697 bytes, Retrieved=true, Duration=0.100315ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/IAMBULLETHELLO.uasset, AllOfLoadPackage_Duration=1434.992868ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.146333ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.049990ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.238046ms, SavePackageCacheForCookedPlatformData_HitCount=4, SaveCookedPackage_Duration=27.398378ms, SaveCookedPackage_HitCount=3, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_230, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/IAMBULLETHELLO.uasset, FlushAsyncLoading=0.015561ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.195663ms, TagPackageExports=6.871030ms, BeginCacheForCookedPlatformData=0.018541ms, SerializeImports=0.282072ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.024166ms, SerializeSummary=0.010595ms, SerializeNames=0.105944ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.242013ms, SortExportsNonSeekfree=0.283726ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=3.953640ms, SortExportsSeekfree=0.009269ms, BuildDependencyMap=0.027481ms, SerializeImportMap=0.009269ms, SerializeExportMap=0.008941ms, SerializeDependencyMap=0.004634ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019535ms, SerializeExports=0.106934ms, SerializeBulkData=0.009932ms, AsyncWrite=0.083428ms, UnaccountedTime=0.116538ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_231, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/BasicShapes/Cylinder.uasset, FlushAsyncLoading=0.012580ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.114553ms, TagPackageExports=0.059593ms, BeginCacheForCookedPlatformData=0.003971ms, SerializeImports=0.072837ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.004634ms, SerializeSummary=0.007287ms, SerializeNames=0.034101ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.017215ms, SortExportsNonSeekfree=0.007283ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.637639ms, SortExportsSeekfree=0.003975ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.082437ms, SerializeBulkData=0.008941ms, AsyncWrite=0.057939ms, UnaccountedTime=0.067208ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_232, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/BasicShapes/BasicShapeMaterial.uasset, FlushAsyncLoading=0.008278ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.079457ms, TagPackageExports=0.352260ms, BeginCacheForCookedPlatformData=0.005957ms, SerializeImports=0.382718ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004303ms, SerializeSummary=0.007614ms, SerializeNames=0.069857ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.015561ms, SortExportsNonSeekfree=0.008941ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=0.632677ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015229ms, SerializeExports=0.537328ms, SerializeBulkData=0.009600ms, AsyncWrite=0.093360ms, UnaccountedTime=0.091709ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/EnemyBasicDuumy.uasset, AllOfLoadPackage_Duration=0.460517ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001654ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.050325ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.008278ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.555538ms, SaveCookedPackage_HitCount=1, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_233, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/EnemyBasicDuumy.uasset, FlushAsyncLoading=0.013243ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.063896ms, TagPackageExports=0.005297ms, BeginCacheForCookedPlatformData=0.002649ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/EnemyBasic.uasset, AllOfLoadPackage_Duration=0.176791ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.174474ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.032112ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.228107ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=25.686085ms, SaveCookedPackage_HitCount=1, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_234, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/EnemyBasic.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.175796ms, TagPackageExports=7.071327ms, BeginCacheForCookedPlatformData=0.015892ms, SerializeImports=0.333387ms, GatherLocalizableTextData=0.005629ms, MarkNames=0.025492ms, SerializeSummary=0.011258ms, SerializeNames=0.124149ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.238039ms, SortExportsNonSeekfree=0.251282ms, SortExportsSeekfreeConstructor=0.010595ms, SortExportsSeekfreeInner=7.928800ms, SortExportsSeekfree=0.010926ms, BuildDependencyMap=0.033107ms, SerializeImportMap=0.009932ms, SerializeExportMap=0.009604ms, SerializeDependencyMap=0.003971ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021189ms, SerializeExports=0.133090ms, SerializeBulkData=0.009932ms, AsyncWrite=0.075154ms, UnaccountedTime=0.116866ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/BasicDummyEnemy.uasset, AllOfLoadPackage_Duration=58.763314ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.010259ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.221819ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.168182ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.322461ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=38.823944ms, SaveCookedPackage_HitCount=1, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_235, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/BasicDummyEnemy.uasset, FlushAsyncLoading=0.014566ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.434034ms, TagPackageExports=11.202425ms, BeginCacheForCookedPlatformData=0.018541ms, SerializeImports=0.394303ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.036418ms, SerializeSummary=0.010591ms, SerializeNames=0.119846ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.473429ms, SortExportsNonSeekfree=0.637643ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=8.459836ms, SortExportsSeekfree=0.010263ms, BuildDependencyMap=0.050321ms, SerializeImportMap=0.014897ms, SerializeExportMap=0.011254ms, SerializeDependencyMap=0.004634ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021521ms, SerializeExports=0.124812ms, SerializeBulkData=0.009604ms, AsyncWrite=0.081778ms, UnaccountedTime=0.126135ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/selector.uasset, AllOfLoadPackage_Duration=0.475086ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001986ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.047673ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.007946ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.592615ms, SaveCookedPackage_HitCount=1, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_236, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/selector.uasset, FlushAsyncLoading=0.011921ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.065554ms, TagPackageExports=0.005297ms, BeginCacheForCookedPlatformData=0.002649ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Defaultpparticle.uasset, AllOfLoadPackage_Duration=0.031453ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000335ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007946ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.026818ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011258ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.155930ms, SaveCookedPackage_HitCount=1, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_237, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Defaultpparticle.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.001989ms, ResetLoadersForSaveUnMarkAllObjects=0.065550ms, TagPackageExports=0.070188ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.126138ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.009600ms, SerializeSummary=0.007946ms, SerializeNames=0.068199ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.100315ms, SortExportsNonSeekfree=0.120841ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.674061ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.013907ms, SerializeImportMap=0.004303ms, SerializeExportMap=0.005629ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009600ms, SerializeExports=0.065554ms, SerializeBulkData=0.007946ms, AsyncWrite=0.048004ms, UnaccountedTime=0.070188ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
../../../Engine/Content/MobileResources/HUD/VirtualJoystick_Background.uasset, AllOfLoadPackage_Duration=0.023507ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=1.024663ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.046350ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.089057ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.558017ms, SaveCookedPackage_HitCount=1, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId78B80D3F45223A0A79374596B6FF504C_284, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BD2910D742B4B4778E3374B97767851__F910B2E0445BFA5900D0CD3EC9C80B5608789FD4, StartTime=2015.11.29-18.32.56, HierarchicalDDC, Duration=0.009932ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_53, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BD2910D742B4B4778E3374B97767851__F910B2E0445BFA5900D0CD3EC9C80B5608789FD4, StartTime=2015.11.29-18.32.56, HierarchicalDDC, DataSize=262456 bytes, Retrieved=true, Duration=0.510179ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_238, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/VirtualJoystick_Background.uasset, FlushAsyncLoading=0.009932ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.089057ms, TagPackageExports=0.048999ms, BeginCacheForCookedPlatformData=0.036746ms, SerializeImports=0.055291ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003971ms, SerializeSummary=0.008278ms, SerializeNames=0.018541ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008278ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.153288ms, SortExportsSeekfree=0.002645ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.082105ms, SerializeBulkData=0.009269ms, AsyncWrite=0.097003ms, UnaccountedTime=0.153948ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
../../../Engine/Content/MobileResources/HUD/T_Castle_ThumbstickOutter.uasset, AllOfLoadPackage_Duration=0.562157ms, AllOfLoadPackage_HitCount=3, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=3, CacheForCookedPlatformData_Duration=0.401590ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.050653ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.078797ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.773544ms, SaveCookedPackage_HitCount=1, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId78B80D3F45223A0A79374596B6FF504C_285, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9F5B2DF1453DB1272733529F5E95869__4EB2A0ED4F34B3CC6C624508CD3BBE64BBA526A0, StartTime=2015.11.29-18.32.56, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_54, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9F5B2DF1453DB1272733529F5E95869__4EB2A0ED4F34B3CC6C624508CD3BBE64BBA526A0, StartTime=2015.11.29-18.32.56, HierarchicalDDC, DataSize=65848 bytes, Retrieved=true, Duration=0.164874ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_239, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/T_Castle_ThumbstickOutter.uasset, FlushAsyncLoading=0.010591ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.073165ms, TagPackageExports=0.049330ms, BeginCacheForCookedPlatformData=0.037078ms, SerializeImports=0.053633ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004303ms, SerializeSummary=0.007287ms, SerializeNames=0.016883ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.007946ms, SortExportsNonSeekfree=0.004638ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.152294ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005625ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009600ms, SerializeExports=0.054959ms, SerializeBulkData=0.008278ms, AsyncWrite=0.055287ms, UnaccountedTime=0.130773ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
../../../Engine/Content/MobileResources/HUD/MobileHUDDirectionPad.uasset, AllOfLoadPackage_Duration=0.565797ms, AllOfLoadPackage_HitCount=7, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=7, CacheForCookedPlatformData_Duration=0.749212ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.047673ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.081114ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.579870ms, SaveCookedPackage_HitCount=1, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId78B80D3F45223A0A79374596B6FF504C_286, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F3B1DD44FE006226A690596DBDDE__A8F0AA4345DA63B02C5E76E8CDD15A76D906C9DE, StartTime=2015.11.29-18.32.56, HierarchicalDDC, Duration=0.017215ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionIdB69A5DBD4204BA436CEBEE80E02BF602_55, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F3B1DD44FE006226A690596DBDDE__A8F0AA4345DA63B02C5E76E8CDD15A76D906C9DE, StartTime=2015.11.29-18.32.56, HierarchicalDDC, DataSize=6309 bytes, Retrieved=true, Duration=0.127465ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
DDCTransactionId2B924C094B2A5ECEA7601AB30FDA61A5_65, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F3B1DD44FE006226A690596DBDDE__124F7D8D2718E263E1691CDD9F88C4222659C194, StartTime=2015.11.29-18.32.56, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.138059ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
SavePackageTransactionIdDB851B934364CF103D10D9A390A0348E_240, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDDirectionPad.uasset, FlushAsyncLoading=0.008937ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.074159ms, TagPackageExports=0.048336ms, BeginCacheForCookedPlatformData=0.036750ms, SerializeImports=0.051312ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003312ms, SerializeSummary=0.006955ms, SerializeNames=0.014234ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008278ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.146333ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009272ms, SerializeExports=0.050653ms, SerializeBulkData=0.007283ms, AsyncWrite=0.048999ms, UnaccountedTime=0.137396ms, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
../../../Engine/Content/MobileResources/HUD/LeftVirtualJoystickOnly.uasset, AllOfLoadPackage_Duration=0.981621ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002649ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.049993ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.017874ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.089216ms, SaveCookedPackage_HitCount=1, RunGuid=RunID825DB527423B3FB66A42F290F93DA8A0
