DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-18.31.30, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.535011ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_7, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Translucent.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.089392ms, TagPackageExports=0.011258ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.023507ms, GatherLocalizableTextData=0.002645ms, MarkNames=0.004970ms, SerializeSummary=0.007614ms, SerializeNames=0.022843ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.012249ms, SortExportsNonSeekfree=0.004966ms, SortExportsSeekfreeConstructor=0.010595ms, SortExportsSeekfreeInner=0.294320ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012249ms, SerializeExports=0.010595ms, SerializeBulkData=0.007614ms, AsyncWrite=0.048008ms, UnaccountedTime=0.101637ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_8, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough.uasset, FlushAsyncLoading=0.003643ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.117198ms, TagPackageExports=0.301275ms, BeginCacheForCookedPlatformData=0.009600ms, SerializeImports=0.391986ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.011917ms, SerializeSummary=0.010595ms, SerializeNames=0.087071ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.146329ms, SortExportsNonSeekfree=0.309885ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.997514ms, SortExportsSeekfree=0.005629ms, BuildDependencyMap=0.022180ms, SerializeImportMap=0.005629ms, SerializeExportMap=0.007614ms, SerializeDependencyMap=0.003975ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020195ms, SerializeExports=0.320807ms, SerializeBulkData=0.010595ms, AsyncWrite=0.093028ms, UnaccountedTime=0.128128ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_9, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/Texturing/ScreenAlignedUVs.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.149313ms, TagPackageExports=0.064891ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.116535ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.006624ms, SerializeSummary=0.007946ms, SerializeNames=0.029463ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.568114ms, SortExportsNonSeekfree=0.169177ms, SortExportsSeekfreeConstructor=0.011589ms, SortExportsSeekfreeInner=0.276774ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.013907ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.004303ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017878ms, SerializeExports=0.059262ms, SerializeBulkData=0.008609ms, AsyncWrite=0.063233ms, UnaccountedTime=0.094358ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_135, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C45F0F7D439FAD52041B1EBC5A8A1__FC5A29F424836F67547AB1BC14246603821353B4, StartTime=2015.11.29-18.31.37, HierarchicalDDC, Duration=0.010591ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId090FB8DA4424EA5A686744877DCC3D3E_2, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C45F0F7D439FAD52041B1EBC5A8A1__FC5A29F424836F67547AB1BC14246603821353B4, StartTime=2015.11.29-18.31.37, HierarchicalDDC, DataSize=1186 bytes, Retrieved=true, Duration=0.102632ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_10, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/WhiteSquareTexture.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.081442ms, TagPackageExports=0.049330ms, BeginCacheForCookedPlatformData=0.036750ms, SerializeImports=0.053965ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003312ms, SerializeSummary=0.008605ms, SerializeNames=0.012249ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.008278ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.147991ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009600ms, SerializeExports=0.048336ms, SerializeBulkData=0.007287ms, AsyncWrite=0.046346ms, UnaccountedTime=0.153288ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_11, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions01/Shading/PowerToRoughness.uasset, FlushAsyncLoading=0.003975ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.058930ms, TagPackageExports=0.050325ms, BeginCacheForCookedPlatformData=0.003640ms, SerializeImports=0.136733ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.006288ms, SerializeSummary=0.006288ms, SerializeNames=0.041384ms, SerializeGatherableTextData=0.005960ms, BuildExportMap=0.082105ms, SortExportsNonSeekfree=0.042047ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.197649ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.008941ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.003643ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009600ms, SerializeExports=0.045028ms, SerializeBulkData=0.007614ms, AsyncWrite=0.047341ms, UnaccountedTime=0.076808ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_12, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions01/Shading/ConvertFromDiffSpec.uasset, FlushAsyncLoading=0.004634ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.066876ms, TagPackageExports=0.117529ms, BeginCacheForCookedPlatformData=0.005297ms, SerializeImports=0.202946ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.008609ms, SerializeSummary=0.007946ms, SerializeNames=0.034764ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.159904ms, SortExportsNonSeekfree=0.254925ms, SortExportsSeekfreeConstructor=0.011258ms, SortExportsSeekfreeInner=0.352588ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.016555ms, SerializeImportMap=0.003971ms, SerializeExportMap=0.005960ms, SerializeDependencyMap=0.004303ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015229ms, SerializeExports=0.105612ms, SerializeBulkData=0.008941ms, AsyncWrite=0.074491ms, UnaccountedTime=0.081111ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_13, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/WorldGridMaterial.uasset, FlushAsyncLoading=0.004634ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.122495ms, TagPackageExports=8.096654ms, BeginCacheForCookedPlatformData=0.017878ms, SerializeImports=6.668415ms, GatherLocalizableTextData=0.010926ms, MarkNames=0.013243ms, SerializeSummary=0.011586ms, SerializeNames=0.537660ms, SerializeGatherableTextData=0.005957ms, BuildExportMap=0.142030ms, SortExportsNonSeekfree=0.490978ms, SortExportsSeekfreeConstructor=0.014566ms, SortExportsSeekfreeInner=8.768394ms, SortExportsSeekfree=0.012252ms, BuildDependencyMap=0.027478ms, SerializeImportMap=0.006620ms, SerializeExportMap=0.009272ms, SerializeDependencyMap=0.004306ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022512ms, SerializeExports=18.703815ms, SerializeBulkData=0.023838ms, AsyncWrite=4.250940ms, UnaccountedTime=0.205927ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_14, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions01/Opacity/CameraDepthFade.uasset, FlushAsyncLoading=0.009269ms, FlushStreamingFunc=0.004634ms, BlockTillAllRequestsFinished=0.004638ms, ResetLoadersForSaveUnMarkAllObjects=0.104617ms, TagPackageExports=0.144348ms, BeginCacheForCookedPlatformData=0.009600ms, SerializeImports=0.221487ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.011917ms, SerializeSummary=0.012249ms, SerializeNames=0.058930ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.420131ms, SortExportsNonSeekfree=0.217512ms, SortExportsSeekfreeConstructor=0.013575ms, SortExportsSeekfreeInner=0.469454ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.021189ms, SerializeImportMap=0.005294ms, SerializeExportMap=0.006292ms, SerializeDependencyMap=0.005297ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017881ms, SerializeExports=0.111237ms, SerializeBulkData=0.009272ms, AsyncWrite=0.079457ms, UnaccountedTime=0.236716ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_136, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__FBBDD204E59CC3E3C9749161169905E65779DA9A, StartTime=2015.11.29-18.31.37, HierarchicalDDC, Duration=0.013575ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_15, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/T_Default_Material_Grid_M.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.109583ms, TagPackageExports=0.062905ms, BeginCacheForCookedPlatformData=0.038072ms, SerializeImports=0.057608ms, GatherLocalizableTextData=0.002645ms, MarkNames=0.003643ms, SerializeSummary=0.008941ms, SerializeNames=0.014566ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.150308ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013240ms, SerializeExports=0.049993ms, SerializeBulkData=0.046682ms, AsyncWrite=0.100315ms, UnaccountedTime=0.178449ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__FBBDD204E59CC3E3C9749161169905E65779DA9A, StartTime=2015.11.29-18.31.37, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.141699ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_1, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__A862D430A5BD3851806098886F46A0DB4C02712D, StartTime=2015.11.29-18.31.37, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=1.072004ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId090FB8DA4424EA5A686744877DCC3D3E_3, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__5D8E67CBA0F04E790BD64833DFE9997DDB1D33F0, StartTime=2015.11.29-18.31.37, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.489652ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId090FB8DA4424EA5A686744877DCC3D3E_4, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__D3B9066E064FF8485C582FA787D958A7AE111964, StartTime=2015.11.29-18.31.37, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.131104ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_137, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___AFD2E7B6C000DBB57C3C2251719C132A8B58702E, StartTime=2015.11.29-18.31.37, HierarchicalDDC, Duration=0.010267ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_2, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___AFD2E7B6C000DBB57C3C2251719C132A8B58702E, StartTime=2015.11.29-18.31.37, HierarchicalDDC, DataSize=6591 bytes, Retrieved=true, Duration=0.283729ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId090FB8DA4424EA5A686744877DCC3D3E_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___1978717988CE205C32B2214CC1D518693DF7C4D6, StartTime=2015.11.29-18.31.37, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.074822ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_16, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/T_Default_Material_Grid_N.uasset, FlushAsyncLoading=0.004634ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.078466ms, TagPackageExports=0.065885ms, BeginCacheForCookedPlatformData=0.038072ms, SerializeImports=0.055287ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003975ms, SerializeSummary=0.008937ms, SerializeNames=0.018872ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.145007ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009932ms, SerializeExports=0.048999ms, SerializeBulkData=0.017878ms, AsyncWrite=0.059262ms, UnaccountedTime=0.134416ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___018F4075D3397499A38D84DACDCE819C495D7211, StartTime=2015.11.29-18.31.37, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=0.121836ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_17, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultDeferredDecalMaterial.uasset, FlushAsyncLoading=0.004634ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002977ms, ResetLoadersForSaveUnMarkAllObjects=0.073500ms, TagPackageExports=0.143684ms, BeginCacheForCookedPlatformData=0.005297ms, SerializeImports=0.178780ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004962ms, SerializeSummary=0.157923ms, SerializeNames=0.057936ms, SerializeGatherableTextData=0.004970ms, BuildExportMap=0.019863ms, SortExportsNonSeekfree=0.019532ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.528719ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013575ms, SerializeExports=0.364177ms, SerializeBulkData=0.010926ms, AsyncWrite=0.074822ms, UnaccountedTime=0.099320ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_138, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__CA89507B8D820F4BC2690ECA204279B9555C9728, StartTime=2015.11.29-18.31.37, HierarchicalDDC, Duration=0.014897ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_18, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultDiffuse.uasset, FlushAsyncLoading=0.004306ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.161562ms, TagPackageExports=0.112563ms, BeginCacheForCookedPlatformData=0.039395ms, SerializeImports=0.760138ms, GatherLocalizableTextData=0.006292ms, MarkNames=0.004303ms, SerializeSummary=0.010926ms, SerializeNames=0.014566ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.014238ms, SortExportsSeekfreeInner=0.169177ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.005960ms, SerializeExportMap=0.003308ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021853ms, SerializeExports=0.052638ms, SerializeBulkData=0.128787ms, AsyncWrite=0.300944ms, UnaccountedTime=0.527397ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_3, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__CA89507B8D820F4BC2690ECA204279B9555C9728, StartTime=2015.11.29-18.31.37, HierarchicalDDC, DataSize=4452 bytes, Retrieved=true, Duration=0.168845ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId090FB8DA4424EA5A686744877DCC3D3E_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__4CE82FE331674843D9D63FF6A48098076A341066, StartTime=2015.11.29-18.31.37, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=3.687792ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__E2E37627513408BF1569A25F4D84185B4CD2360C, StartTime=2015.11.29-18.31.37, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=1.426581ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_9, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__075E02065A5353E35623093DF43D23E005525A14, StartTime=2015.11.29-18.31.37, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.275452ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_10, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__757395CD4BEBCAA3704D2DFD62AF92D69A63345C, StartTime=2015.11.29-18.31.37, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.111241ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_19, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultLightFunctionMaterial.uasset, FlushAsyncLoading=0.006955ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.092037ms, TagPackageExports=0.269160ms, BeginCacheForCookedPlatformData=0.006955ms, SerializeImports=0.275448ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.004306ms, SerializeSummary=0.010926ms, SerializeNames=0.056613ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.012912ms, SortExportsNonSeekfree=0.007283ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.447277ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006955ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013575ms, SerializeExports=0.644594ms, SerializeBulkData=0.015892ms, AsyncWrite=1.440488ms, UnaccountedTime=0.111237ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_20, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultPostProcessMaterial.uasset, FlushAsyncLoading=0.007946ms, FlushStreamingFunc=0.004634ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.121836ms, TagPackageExports=0.508193ms, BeginCacheForCookedPlatformData=0.011254ms, SerializeImports=0.390995ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.013575ms, SerializeSummary=0.010263ms, SerializeNames=0.095680ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.141036ms, SortExportsNonSeekfree=0.216190ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=1.161061ms, SortExportsSeekfree=0.009600ms, BuildDependencyMap=0.022516ms, SerializeImportMap=0.004962ms, SerializeExportMap=0.006955ms, SerializeDependencyMap=0.003975ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020858ms, SerializeExports=0.346962ms, SerializeBulkData=0.010926ms, AsyncWrite=0.088725ms, UnaccountedTime=0.131767ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_21, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/Utility/BreakOutFloat2Components.uasset, FlushAsyncLoading=0.005625ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.088062ms, TagPackageExports=0.460185ms, BeginCacheForCookedPlatformData=0.005960ms, SerializeImports=0.072174ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.006292ms, SerializeSummary=0.009600ms, SerializeNames=0.031121ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.023507ms, SortExportsNonSeekfree=0.044696ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.176787ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.011921ms, SerializeImportMap=0.002977ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002645ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014566ms, SerializeExports=0.037082ms, SerializeBulkData=0.008278ms, AsyncWrite=0.058599ms, UnaccountedTime=0.086408ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
