DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-18.04.53, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.538647ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_238, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Foliage/Foliage_Intro_Tutorial.uasset, FlushAsyncLoading=0.011589ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.072174ms, TagPackageExports=0.150304ms, BeginCacheForCookedPlatformData=0.004638ms, SerializeImports=0.146665ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.005629ms, SerializeSummary=0.008278ms, SerializeNames=0.070516ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.173815ms, SortExportsNonSeekfree=0.008278ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.489652ms, SortExportsSeekfree=0.004638ms, BuildDependencyMap=0.008274ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012249ms, SerializeExports=0.151630ms, SerializeBulkData=0.007946ms, AsyncWrite=0.058599ms, UnaccountedTime=0.076149ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_239, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Foliage/Foliage_Using_The_Tool_Tutorial.uasset, FlushAsyncLoading=0.019535ms, FlushStreamingFunc=0.005297ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.108592ms, TagPackageExports=0.141364ms, BeginCacheForCookedPlatformData=0.004970ms, SerializeImports=0.133090ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.006288ms, SerializeSummary=0.009932ms, SerializeNames=0.071183ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.025824ms, SortExportsNonSeekfree=0.005629ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.415824ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.007287ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011586ms, SerializeExports=0.131767ms, SerializeBulkData=0.008609ms, AsyncWrite=0.059262ms, UnaccountedTime=0.085086ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_240, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Foliage/Foliage_Settings_Tutorial.uasset, FlushAsyncLoading=0.013243ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.073496ms, TagPackageExports=0.164874ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.175137ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005629ms, SerializeSummary=0.007946ms, SerializeNames=0.068530ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.023838ms, SortExportsNonSeekfree=0.005297ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.387684ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009600ms, SerializeExports=0.188380ms, SerializeBulkData=0.008278ms, AsyncWrite=0.051316ms, UnaccountedTime=0.069525ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
../../../Engine/Content/MobileResources/HUD/MobileHUDButton2_on.uasset, AllOfLoadPackage_Duration=0.917062ms, AllOfLoadPackage_HitCount=2, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=2, CacheForCookedPlatformData_Duration=0.658169ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.028804ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.079788ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=6.598230ms, SaveCookedPackage_HitCount=1, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_223, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_80A9E59646847B4846ED6DAF42DFE__5B70D57A8D534632E772B83FEBF7B027FF5B8388, StartTime=2015.11.29-18.05.05, HierarchicalDDC, Duration=0.012580ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId0E164C5A471D775510575DA9C92298A8_127, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_80A9E59646847B4846ED6DAF42DFE__5B70D57A8D534632E772B83FEBF7B027FF5B8388, StartTime=2015.11.29-18.05.05, HierarchicalDDC, DataSize=2244 bytes, Retrieved=true, Duration=0.105612ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdC0CDEC2F424A083F16E95481B3A491BB_70, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_80A9E59646847B4846ED6DAF42DFE__308ACB6CF9A852BC5B9B8DC8909BB87E9FB70BD3, StartTime=2015.11.29-18.05.05, HierarchicalDDC, DataSize=4358 bytes, Retrieved=true, Duration=0.101969ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_241, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDButton2_on.uasset, FlushAsyncLoading=0.012912ms, FlushStreamingFunc=1.120344ms, BlockTillAllRequestsFinished=0.153285ms, ResetLoadersForSaveUnMarkAllObjects=0.961095ms, TagPackageExports=0.055950ms, BeginCacheForCookedPlatformData=0.036087ms, SerializeImports=0.053965ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003971ms, SerializeSummary=0.009600ms, SerializeNames=0.016555ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.059593ms, SortExportsSeekfreeInner=0.145007ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011917ms, SerializeExports=0.049330ms, SerializeBulkData=0.007946ms, AsyncWrite=0.065219ms, UnaccountedTime=0.155937ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
../../../Engine/Content/MobileResources/HUD/MobileHUDButton1_on.uasset, AllOfLoadPackage_Duration=0.565466ms, AllOfLoadPackage_HitCount=2, ResolveRedirectors_Duration=0.000991ms, ResolveRedirectors_HitCount=2, CacheForCookedPlatformData_Duration=3.806647ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.148650ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.089388ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=6.528374ms, SaveCookedPackage_HitCount=1, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_224, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7BBBF743419EE004ACC16E9959BCC__756112131578C37DFF9953878E2BB3763ED27608, StartTime=2015.11.29-18.05.05, HierarchicalDDC, Duration=0.012252ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdC0CDEC2F424A083F16E95481B3A491BB_71, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7BBBF743419EE004ACC16E9959BCC__756112131578C37DFF9953878E2BB3763ED27608, StartTime=2015.11.29-18.05.05, HierarchicalDDC, DataSize=3294 bytes, Retrieved=true, Duration=0.098992ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_242, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDButton1_on.uasset, FlushAsyncLoading=0.017546ms, FlushStreamingFunc=0.006292ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.119846ms, TagPackageExports=0.050984ms, BeginCacheForCookedPlatformData=0.034764ms, SerializeImports=0.052970ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003971ms, SerializeSummary=0.009604ms, SerializeNames=0.015229ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009269ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.154279ms, SortExportsSeekfree=0.749543ms, BuildDependencyMap=0.008937ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.002652ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015229ms, SerializeExports=0.061911ms, SerializeBulkData=0.008605ms, AsyncWrite=0.064224ms, UnaccountedTime=0.152625ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
../../../Engine/Content/MobileResources/HUD/LeftVirtualJoystickOnly.uasset, AllOfLoadPackage_Duration=3.611315ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001986ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.026152ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014234ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=30.044291ms, SaveCookedPackage_HitCount=1, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_243, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/LeftVirtualJoystickOnly.uasset, FlushAsyncLoading=0.014566ms, FlushStreamingFunc=0.004306ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.093691ms, TagPackageExports=0.010923ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.026487ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.009269ms, SerializeNames=0.027813ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.020858ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.134416ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.002977ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.012252ms, SerializeBulkData=0.007614ms, AsyncWrite=0.048332ms, UnaccountedTime=24.735584ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
../../../Engine/Content/MobileResources/HUD/DefaultVirtualJoysticks.uasset, AllOfLoadPackage_Duration=4.836272ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002317ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.027478ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011586ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=5.669575ms, SaveCookedPackage_HitCount=1, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_244, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/DefaultVirtualJoysticks.uasset, FlushAsyncLoading=0.012580ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.079457ms, TagPackageExports=0.011917ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.030126ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004306ms, SerializeSummary=0.009269ms, SerializeNames=2.406217ms, SerializeGatherableTextData=0.006624ms, BuildExportMap=0.199635ms, SortExportsNonSeekfree=0.007283ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.144020ms, SortExportsSeekfree=0.002977ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013240ms, SerializeExports=0.016224ms, SerializeBulkData=0.007946ms, AsyncWrite=0.059262ms, UnaccountedTime=0.090383ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
../../../Engine/Content/MobileResources/HUD/AnalogHat.uasset, AllOfLoadPackage_Duration=0.731003ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.423767ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.317827ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.081774ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=7.631168ms, SaveCookedPackage_HitCount=1, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_225, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2E1EE3B14D43A62B84881B8F5AAD2__BB99884E9A5449D24496CD2D2CB314E5330C09E0, StartTime=2015.11.29-18.05.05, HierarchicalDDC, Duration=0.015229ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId0E164C5A471D775510575DA9C92298A8_128, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2E1EE3B14D43A62B84881B8F5AAD2__BB99884E9A5449D24496CD2D2CB314E5330C09E0, StartTime=2015.11.29-18.05.05, HierarchicalDDC, DataSize=1882 bytes, Retrieved=true, Duration=0.103954ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_245, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/AnalogHat.uasset, FlushAsyncLoading=0.010595ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.076808ms, TagPackageExports=0.045687ms, BeginCacheForCookedPlatformData=0.033770ms, SerializeImports=0.049330ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.007946ms, SerializeNames=0.013903ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.007942ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.145342ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009932ms, SerializeExports=0.045028ms, SerializeBulkData=0.007614ms, AsyncWrite=4.383039ms, UnaccountedTime=0.183415ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
../../../Engine/Content/MobileResources/T_MobileMenu2.uasset, AllOfLoadPackage_Duration=0.534680ms, AllOfLoadPackage_HitCount=2, ResolveRedirectors_Duration=0.000659ms, ResolveRedirectors_HitCount=2, CacheForCookedPlatformData_Duration=5.874179ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.029795ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.075817ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=6.717417ms, SaveCookedPackage_HitCount=1, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_226, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9F8FBEF84A1997E30FD384955E3D8__BD16FC101E1BD76B745E50F5F0797E81521ECE50, StartTime=2015.11.29-18.05.05, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdC0CDEC2F424A083F16E95481B3A491BB_72, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9F8FBEF84A1997E30FD384955E3D8__BD16FC101E1BD76B745E50F5F0797E81521ECE50, StartTime=2015.11.29-18.05.05, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.100315ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId0E164C5A471D775510575DA9C92298A8_129, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9F8FBEF84A1997E30FD384955E3D8__750E7BCF3B0A4D07B3E732ACF4661AE1B9FDC2C2, StartTime=2015.11.29-18.05.05, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.293657ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdCACF1A6249A653B7E492B8955133B394_103, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9F8FBEF84A1997E30FD384955E3D8__DC3244ED1DA22A9DFBF8BB794FFE6F9D436D1D74, StartTime=2015.11.29-18.05.05, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.142362ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionIdCACF1A6249A653B7E492B8955133B394_104, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9F8FBEF84A1997E30FD384955E3D8__0D4C4BDB3A0A12F9E8F8362AC007EA958A932054, StartTime=2015.11.29-18.05.05, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.068862ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_246, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/T_MobileMenu2.uasset, FlushAsyncLoading=0.020526ms, FlushStreamingFunc=0.005957ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.118855ms, TagPackageExports=0.049330ms, BeginCacheForCookedPlatformData=0.036087ms, SerializeImports=0.055950ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003971ms, SerializeSummary=0.009604ms, SerializeNames=0.016220ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.152957ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005960ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011254ms, SerializeExports=0.097997ms, SerializeBulkData=0.009269ms, AsyncWrite=0.099983ms, UnaccountedTime=0.152625ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/TimeDecider.uasset, AllOfLoadPackage_Duration=12.184046ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000335ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.042710ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.028141ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.062242ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=5.987074ms, SaveCookedPackage_HitCount=1, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
SavePackageTransactionId1E1810A840FD71CCDAF8C9A0B306C1E4_247, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/TimeDecider.uasset, FlushAsyncLoading=0.013575ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.103626ms, TagPackageExports=1.474917ms, BeginCacheForCookedPlatformData=0.007287ms, SerializeImports=0.085745ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.010263ms, SerializeSummary=0.010263ms, SerializeNames=0.031121ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.075482ms, SortExportsNonSeekfree=0.063233ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.181094ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.013575ms, SerializeImportMap=0.004634ms, SerializeExportMap=0.004634ms, SerializeDependencyMap=0.003312ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.028469ms, SerializeBulkData=0.008941ms, AsyncWrite=0.065222ms, UnaccountedTime=0.102300ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_227, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE8B62895__C3C392A153352A468E90CE965FA77676171CA6D2, StartTime=2015.11.29-18.05.07, HierarchicalDDC, DataSize=49562 bytes, Retrieved=true, Duration=0.246316ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_228, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE8B62895__E128989E00C276EC2152ACA1432D15EF64B1908E, StartTime=2015.11.29-18.05.07, HierarchicalDDC, DataSize=42702 bytes, Retrieved=true, Duration=0.458200ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_229, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD022C857__2733C07186BEF933FB54BCABB55A8E5F264AF0C7, StartTime=2015.11.29-18.05.07, HierarchicalDDC, DataSize=514084 bytes, Retrieved=true, Duration=0.855155ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_230, CachedDataProbablyExists, Parent=DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_229, StartTime=2015.11.29-18.05.07, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.175469ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_231, GetCachedData, Parent=DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_229, StartTime=2015.11.29-18.05.07, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.293661ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_232, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufD022C857__FE122D897DB8CFC1BD6E6A25145CA15067EE654D, StartTime=2015.11.29-18.05.07, HierarchicalDDC, DataSize=386716 bytes, Retrieved=true, Duration=0.690941ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_233, CachedDataProbablyExists, Parent=DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_232, StartTime=2015.11.29-18.05.07, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.109252ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_234, GetCachedData, Parent=DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_232, StartTime=2015.11.29-18.05.07, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.248302ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_235, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD022C857__30829F2F16CB2C853A16C5D37F28ADFC160073D8, StartTime=2015.11.29-18.05.07, HierarchicalDDC, DataSize=500487 bytes, Retrieved=true, Duration=0.738285ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_236, CachedDataProbablyExists, Parent=DDCTransactionId2CBA60FA4372A8BC1F1920A0247B04EA_235, StartTime=2015.11.29-18.05.07, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.083100ms, RunGuid=RunID636FA048422A0EE5F7BA6D9BDEDED931
